[5.18818343 9.72521154],[2.29865939 3.15800507],[3.60074917 0.77401828],[-1.25441543 -1.64443555],[2.83000675 1.43852389],[-1.04306478 -2.07037727],[1.28748032 2.35983346],[ 4.97823012 -1.66414519],[8.98020562 9.40374132],[ 2.52410385 -3.58108496],[6.63480924 9.11717197],[0.9601452  4.94643747],[0.50804604 4.1349414 ],[2.9019443  4.42861109],[1.7973439  4.94063192],[4.06702532 1.59367236],[7.10768678 2.5348756 ],[-0.34100447  4.40247429],[3.25598231 3.80844465],[-2.12081176  0.96790426],[1.32839887 5.45361583],[-3.48922678  3.72869517],[1.33397981 5.95132619],[ 0.55444652 -3.65335034],[9.03920939 6.52494055],[ 2.83383569 -4.0815824 ],[2.0374908  8.16500166],[-1.44454705 -3.14185865],[6.72493135 4.95543001],[ 0.34040687 -4.43932873],[0.55856333 1.01387883],[-4.88671683  1.20362776],[5.84694808 2.0485424 ],[-3.83850622  1.62560255],[4.73734328 8.38926978],[ 3.2019166  -1.70099511],[8.0846335  2.31490358],[4.87650168 1.91182345],[6.41506374 7.87296559],[4.48859845 4.32202647],[2.83604579 9.92945014],[-0.40900636 -4.52634101],[1.97369916 3.21344036],[-4.57513412  2.0071407 ],[2.19528717 0.07008058],[-1.85006603  0.19642513],[4.71052176 0.32650757],[-4.33041855 -1.11017702],[6.70054578 4.55246751],[-4.17001369  0.92445449],[1.80300671 1.4773385 ],[-4.90118583  0.76815755],[8.10674152 0.40062785],[ 2.42654505 -0.61939835],[4.99838515 2.90491985],[ 1.58740466 -4.84255661],[7.24183155 6.87324572],[0.25726831 0.59363978],[3.94069178 8.57011083],[ 2.28272093 -4.6646093 ],[1.73618993 6.55221559],[-3.48196134  1.2937288 ],[2.57857206 7.80412865],[-4.88184844  2.9327118 ]
[5.56853805 2.79961925],[-0.92100245 -0.40314297],[3.72770681 6.35906311],[0.85759278 0.51427929],[3.26239653 5.97193371],[0.67091225 0.74880545],[4.6946469  6.69520155],[-1.02129496 -0.08235896],[4.0577808  2.73109304],[-0.95142359  0.35744606],[2.77183812 4.44730093],[ 0.08536933 -0.99144107],[5.67383037 2.85387212],[-0.90570139 -0.46398421],[4.73069909 2.61718052],[-1.01391819 -0.01191927],[2.78753251 4.85955958],[-0.08637294 -1.00570078],[6.66924158 4.86754889],[ 0.09561447 -0.99834059],[6.56297661 3.79690947],[-0.44563558 -0.89894921],[6.10264214 6.12772772],[-0.79627653  0.63218764],[3.09416502 3.44432966],[-0.56214207  0.84571888],[6.77408488 4.7307841 ],[-0.02802346  0.99029414],[2.87240473 5.46313798],[0.38798723 0.91515261],[5.26430277 6.55563319],[ 0.95610615 -0.25629988],[5.0473197  6.56812818],[ 0.97210702 -0.16399444],[3.12973409 3.48808306],[-0.58747888  0.82273364],[3.71446412 6.35192939],[-0.84942898 -0.564234  ],[4.75927993 2.59480928],[-1.00946948  0.03130177],[5.66327895 2.87483252],[0.8896204  0.39828024],[6.72199359 4.47226404],[-0.09152506 -0.9949888 ],[4.84125975 6.64543368],[ 0.99104865 -0.05341045],[4.36611167 6.57651797],[0.98940602 0.16541187],[2.78158157 4.69626618],[-0.02001174 -1.00815912],[5.98126504 6.09988147],[ 0.76361541 -0.63992169],[5.86790533 6.34282142],[-0.89270066  0.49636552],[2.68936954 4.74784295],[0.04395826 0.99518919],[3.19413209 3.44919935],[ 0.56275148 -0.82624323],[3.28626505 3.23046501],[-0.69260109  0.7340918 ],[6.12940221 3.19371523],[0.72114307 0.67858868],[5.56876031 2.7762726 ],[0.90194666 0.39402231]
[5.52228825 2.78012176],[-0.93070935 -0.3785684 ],[3.77092288 6.38429261],[0.87269517 0.49667282],[3.29639104 6.00897418],[0.68987862 0.73389009],[4.64361298 6.69042605],[-1.02204542 -0.11072167],[4.01041443 2.74952519],[-0.94372545  0.37916385],[2.77665195 4.39774428],[ 0.10672938 -0.99109874],[5.62831443 2.83130492],[-0.91573807 -0.43961568],[4.68004011 2.61724487],[-1.01239895  0.01439645],[2.78386539 4.80930217],[-0.06114295 -1.00530641],[6.67338477 4.81757377],[ 0.07119036 -0.99954256],[6.54006029 3.75220194],[-0.46987402 -0.88822338],[6.06249607 6.15892983],[-0.81179827  0.61351164],[3.06656025 3.48694693],[-0.54112422  0.85976089],[6.77207507 4.78034641],[-0.05344072  0.99095198],[2.89239055 5.50867609],[0.411213 0.906148],[5.31202081 6.54230582],[ 0.95162905 -0.27760258],[5.09581996 6.55931417],[ 0.96760889 -0.18870729],[3.10094141 3.52964289],[-0.56464387  0.83910439],[3.67223346 6.32311717],[-0.83975275 -0.58817869],[4.70886466 2.59708194],[-1.01047444  0.05607643],[5.70746527 2.89529801],[0.87734696 0.41983411],[6.71679236 4.42259689],[-0.11689257 -0.99202074],[4.89071593 6.64208679],[ 0.98694216 -0.0806018 ],[4.41561812 6.58414227],[0.9902085  0.13903897],[2.78113942 4.64584469],[ 0.0035497  -1.00732688],[6.01897378 6.06737005],[ 0.74684883 -0.6582799 ],[5.82291069 6.36704899],[-0.9085166   0.47113005],[2.69211604 4.79751399],[0.06645524 0.99217376],[3.22265561 3.40819827],[ 0.57677749 -0.81507675],[3.25212295 3.26763489],[-0.67224332  0.75339027],[6.16498021 3.22808511],[0.70230906 0.6964769 ],[5.61352827 2.79650104],[0.89020215 0.41653142]
[5.47553635 2.76182844],[-0.93996221 -0.35388657],[3.81477106 6.40852699],[0.8818256  0.47340314],[3.3313756  6.04531065],[0.70810577 0.71824346],[4.59250749 6.68417625],[-1.02370576 -0.14088894],[3.9635166  2.76910612],[-0.93470337  0.40139459],[2.78255536 4.34824745],[ 0.1289635  -0.98905139],[5.58229103 2.809944  ],[-0.92447011 -0.41420561],[4.62937002 2.61852188],[-1.01370415  0.03718278],[2.78141919 4.75903515],[-0.03877677 -1.0072653 ],[6.67631267 4.76755944],[ 0.04640259 -1.00051923],[6.51579134 3.70790152],[-0.49830024 -0.88119579],[6.02164846 6.18924892],[-0.82429351  0.59693323],[3.04000893 3.53024672],[-0.52035759  0.8726691 ],[6.76876029 4.82988951],[-0.08032869  0.98942554],[2.91354718 5.55376458],[0.43640678 0.89874032],[5.35939374 6.52781183],[ 0.94329102 -0.30199515],[5.14411998 6.54930805],[ 0.96439165 -0.21134808],[3.07329857 3.57200666],[-0.53988306  0.8564846 ],[3.63070728 6.29332616],[-0.82391903 -0.60601573],[4.65835866 2.60052754],[-1.00934025  0.08198328],[5.75112003 2.91693381],[0.86654526 0.4432813 ],[6.71028197 4.3730521 ],[-0.14419234 -0.99035445],[4.9400382 6.6374664],[ 0.98279164 -0.10723041],[4.46519788 6.5904904 ],[0.9928161  0.11485077],[2.78204407 4.59564136],[ 0.03155206 -1.00181177],[6.05585027 6.03396733],[ 0.72768744 -0.67822088],[5.77710637 6.38996671],[-0.92228323  0.44680734],[2.69609693 4.84712933],[0.09226496 0.99185546],[3.25191773 3.3678105 ],[ 0.59265176 -0.80136761],[3.21893898 3.3056868 ],[-0.65677288  0.76688688],[6.19965508 3.2633897 ],[0.68444042 0.71539669],[5.65781027 2.81796725],[0.88116862 0.44220797]
[5.42820578 2.74464134],[-0.95234195 -0.33287044],[3.85915693 6.43168511],[0.89323333 0.45266772],[3.36722447 6.08081883],[0.72583692 0.70214957],[4.54138003 6.67645664],[-1.01947032 -0.16599626],[3.9170253  2.78973011],[-0.92348458  0.42488404],[2.78955272 4.29885577],[ 0.1519077  -0.98549187],[5.53568233 2.78969506],[-0.93660062 -0.39262235],[4.57869659 2.62098055],[-1.01340292  0.06081017],[2.78006479 4.70866389],[-0.01348956 -1.00553206],[6.67792215 4.71743449],[ 0.01804075 -1.00429026],[6.49029548 3.66415577],[-0.52341185 -0.87053518],[5.97992816 6.21846572],[-0.84200666  0.57409793],[3.01441547 3.57409142],[-0.50332565  0.8810798 ],[6.76391078 4.87915616],[-0.11094298  0.98386541],[2.93597424 5.59848135],[0.45945341 0.88871282],[5.40633997 6.51210588],[ 0.93454242 -0.32610034],[5.19222437 6.53815747],[ 0.95961029 -0.2346909 ],[3.04686081 3.615182  ],[-0.51871105  0.86932063],[3.5899058  6.26257565],[-0.80752163 -0.62331778],[4.60810494 2.60545257],[-1.00315292  0.11254208],[5.7941185  2.93963317],[0.85295374 0.46423642],[6.70252518 4.3237243 ],[-0.16660308 -0.98330274],[4.98911771 6.631491  ],[ 0.97954994 -0.13247421],[4.51481147 6.59554201],[0.99208549 0.08769455],[2.78427666 4.54564806],[ 0.05556663 -0.99995737],[6.09165535 5.99947402],[ 0.7049589  -0.70093196],[5.73059902 6.41162765],[-0.93556945  0.42191985],[2.7013645  4.89670645],[0.11689293 0.98966251],[3.28198631 3.32813725],[ 0.60981871 -0.7857296 ],[3.18657629 3.34443974],[-0.63801954  0.78280331],[6.23334713 3.29955219],[0.66262876 0.73042377],[5.70164278 2.84073268],[0.87028013 0.46653519]
[5.38037046 2.72860488],[-0.95967927 -0.30732164],[3.90403513 6.45373524],[0.90134791 0.42888685],[3.40392914 6.11549332],[0.74102535 0.68358634],[4.49054082 6.66755129],[-1.01474128 -0.19085399],[3.87120917 2.81162696],[-0.90952781  0.45049386],[2.7977807  4.24974019],[ 0.17834918 -0.97789656],[5.48857381 2.77062272],[-0.94651782 -0.36920299],[4.52816076 2.62472783],[-1.00808142  0.08890482],[2.78001135 4.65842461],[ 0.01078105 -1.00445578],[6.6782886  4.66731344],[-0.0057537  -1.00289453],[6.46343866 3.62084764],[-0.55042211 -0.86136055],[5.93755343 6.24674952],[-0.85625925  0.55383464],[2.98977292 3.61843876],[-0.48083305  0.89421833],[6.757686   4.92828642],[-0.13741796  0.98177107],[2.95946149 5.64259853],[0.47946058 0.87544054],[5.45278724 6.49514964],[ 0.92499746 -0.35034992],[5.2399567  6.52572384],[ 0.94855347 -0.26368817],[3.02140179 3.65889999],[-0.50033529  0.87863078],[3.54981818 6.2308538 ],[-0.79531389 -0.64483329],[4.55806796 2.61179958],[-1.0000188   0.13948077],[5.83644166 2.96339183],[0.84137715 0.48750522],[6.6935218  4.27463374],[-0.19306841 -0.97980745],[5.03793552 6.62416712],[ 0.97481055 -0.15869222],[4.56449203 6.59935029],[0.99630728 0.06599316],[2.78756977 4.49562803],[ 0.07718546 -0.99963091],[6.12641323 5.96395532],[ 0.68474512 -0.72028545],[5.68352139 6.43211467],[-0.945547    0.39944519],[2.70783298 4.94613076],[0.14176275 0.98720093],[3.3129075  3.28925537],[ 0.62433668 -0.77212839],[3.1551821  3.38399693],[-0.61747676  0.79961414],[6.26598449 3.33650305],[0.64077244 0.74545265],[5.74490358 2.86469615],[0.85854581 0.49038363]
[5.33202063 2.71368523],[-0.97265803 -0.28802757],[3.94935915 6.47464147],[0.91168813 0.40756482],[3.44133313 6.14918125],[0.75649288 0.66537282],[4.43989282 6.65734604],[-1.01069927 -0.21687903],[3.8259964  2.83469148],[-0.89746807  0.47343101],[2.80725967 4.20094445],[ 0.20217404 -0.9723932 ],[5.44094974 2.75269003],[-0.95824854 -0.34806745],[4.477783  2.6297582],[-1.0056895   0.11348277],[2.7810853  4.60816979],[ 0.03228427 -1.00542191],[6.67734926 4.61716322],[-0.0304014  -1.00163877],[6.43532463 3.57809927],[-0.57225968 -0.84674066],[5.894304  6.2738315],[-0.87243395  0.53056886],[2.96627387 3.6634384 ],[-0.46023536  0.90455374],[6.75024729 4.97739812],[-0.15920174  0.98338258],[2.98393621 5.68603612],[0.49912423 0.86169276],[5.49868632 6.47692599],[ 0.91565534 -0.37374596],[5.28711145 6.51182349],[ 0.93796269 -0.29185724],[2.99690299 3.70310834],[-0.4799447   0.88926181],[3.51031154 6.1980251 ],[-0.78367649 -0.66697929],[4.5081235  2.61940777],[-0.99735452  0.16504945],[5.87822788 2.98836634],[0.83158321 0.51299654],[6.68320103 4.22573955],[-0.21996281 -0.97612397],[5.08654917 6.61558331],[ 0.96849177 -0.18577969],[4.61427359 6.60198162],[0.99502922 0.03943602],[2.79211815 4.44581185],[ 0.10263368 -0.99499985],[6.16026918 5.92759917],[ 0.66811696 -0.73519898],[5.63587285 6.4513839 ],[-0.95784516  0.37371599],[2.71554751 4.99542032],[0.16721526 0.98473709],[3.34465191 3.25116699],[ 0.64437139 -0.75237707],[3.124716   3.42427352],[-0.60129892  0.8112039 ],[6.29753751 3.37421491],[0.62116665 0.76277337],[5.78747362 2.88975454],[0.84545427 0.51312877]
[5.28324225 2.6999348 ],[-0.97921105 -0.26286333],[3.99510159 6.49438996],[0.91880392 0.38325795],[3.47953698 6.1819877 ],[0.77026142 0.64556734],[4.3895652  6.64595052],[-1.00389076 -0.24040477],[3.78139299 2.8588889 ],[-0.88608276  0.49487775],[2.81796028 4.15247007],[ 0.22722842 -0.96506863],[5.39288228 2.73594538],[-0.965458   -0.32284189],[4.42763923 2.63611724],[-0.99911888  0.1417242 ],[2.78316202 4.55781778],[ 0.05125744 -1.00796327],[6.67515735 4.56706958],[-0.05634373 -1.00108916],[6.40615306 3.53611876],[-0.59340755 -0.83134418],[5.85043229 6.29991423],[-0.88467437  0.51037044],[2.94383802 3.70896798],[-0.43926567  0.91447221],[6.74160283 5.02644764],[-0.18576924  0.97922711],[3.00935893 5.7287482 ],[0.5193012  0.84835097],[5.54441667 6.45785993],[ 0.91062214 -0.39160881],[5.33394801 6.49674574],[ 0.93386186 -0.31267064],[2.97344955 3.7478553 ],[-0.45591234  0.90277405],[3.47146268 6.16416505],[-0.77295718 -0.69003326],[4.45835924 2.62832131],[-0.99604373  0.18845432],[5.91946879 3.01457106],[0.81851612 0.53563751],[6.67160184 4.17710898],[-0.24567959 -0.97073057],[5.13471994 6.60552732],[ 0.96013061 -0.21454893],[4.66413416 6.60344178],[0.99917943 0.0189795 ],[2.7977599  4.39606739],[ 0.1241396 -0.9935127],[6.19312378 5.89034916],[ 0.64690642 -0.7538197 ],[5.58774351 6.46947971],[-0.96901768  0.34828527],[2.72460932 5.04464269],[0.1940071  0.98286276],[3.37728229 3.21396577],[ 0.66204489 -0.73436374],[3.09522398 3.4652739 ],[-0.57980043  0.82724605],[6.32820246 3.41288404],[0.60417904 0.78264893],[5.82933717 2.91590545],[0.82909353 0.53285773]
[5.2341199  2.68741384],[-0.98636919 -0.2387916 ],[4.04121075 6.51293861],[0.92620508 0.35944877],[3.51830703 6.21368309],[0.78089244 0.62266885],[4.33951809 6.63330984],[-0.99638796 -0.26361702],[3.7374205 2.8841995],[-0.87366147  0.51652756],[2.82999628 4.10445579],[ 0.25221368 -0.95739377],[5.34435407 2.72034897],[-0.97337877 -0.29886189],[4.37777919 2.64383263],[-0.99609562  0.16592001],[2.78621981 4.50739519],[ 0.07059017 -1.00918326],[6.67179384 4.5171422 ],[-0.07789844 -0.9957332 ],[6.37592526 3.49491113],[-0.61433314 -0.81564415],[5.80580661 6.32482009],[-0.90030452  0.48576402],[2.92249801 3.75502191],[-0.4149739   0.92690486],[6.73158606 5.07522813],[-0.21408192  0.97264624],[3.03573083 5.77073035],[0.53722652 0.83263416],[5.58963627 6.43766356],[ 0.89835804 -0.41592771],[5.38050019 6.48057295],[ 0.92710757 -0.33516797],[2.95120911 3.79326546],[-0.43452899  0.91270503],[3.43324802 6.12925119],[-0.75539658 -0.70620274],[4.40855463 2.63826881],[-0.99675043  0.2085395 ],[5.95986978 3.04172701],[0.7988649  0.55188342],[6.6585387  4.12858958],[-0.27482372 -0.96793032],[5.1826141  6.59419116],[ 0.95522443 -0.23911965],[4.71409528 6.60379281],[ 1.00032176 -0.00369524],[2.80462358 4.34655898],[ 0.14937153 -0.98775775],[6.22499627 5.85226853],[ 0.62926848 -0.76799627],[5.53899813 6.48621957],[-0.97933358  0.3226276 ],[2.73494816 5.09369333],[0.21895959 0.97855938],[3.41072584 3.17761108],[ 0.67801603 -0.71739499],[3.06662169 3.50687103],[-0.56209303  0.83871547],[6.35791098 3.45243758],[0.58345309 0.79870129],[5.87049691 2.94316287],[0.8157019  0.55581195]
[5.18456674 2.67600732],[-0.99568195 -0.21760451],[4.08772975 6.53034421],[0.93415067 0.33650606],[3.55762829 6.24425374],[0.7940015  0.60228217],[4.28969426 6.61934422],[-0.99368269 -0.29214466],[3.69413035 2.91063295],[-0.85848673  0.54011081],[2.84304164 4.05660829],[ 0.27151485 -0.95441599],[5.29546369 2.70597377],[-0.98004215 -0.27406719],[4.32803888 2.65270575],[-0.99434314  0.18795268],[2.79041108 4.45709766],[ 0.09648734 -1.00321395],[6.66709846 4.46724293],[-0.10721682 -0.9974057 ],[6.34464486 3.45448413],[-0.63757052 -0.80218573],[5.76048643 6.34855727],[-0.91090458  0.4652108 ],[2.90228009 3.80158352],[-0.39444539  0.93476748],[6.72023574 5.12374336],[-0.24001546  0.96767057],[3.06310603 5.81202933],[0.55632738 0.81791935],[5.6342512  6.41627654],[ 0.88633384 -0.43930185],[5.42656213 6.46314133],[ 0.91875662 -0.35855023],[2.9301017  3.83921594],[-0.41103535  0.92393357],[3.39600072 6.0936213 ],[-0.73546458 -0.71987439],[4.35865475 2.6491234 ],[-0.99550848  0.22912121],[5.99948598 3.06989835],[0.78456717 0.57372096],[6.64416507 4.08037264],[-0.29929854 -0.95992839],[5.23023881 6.58162355],[ 0.95033126 -0.26284888],[4.76401887 6.60293267],[ 0.99695044 -0.03029789],[2.81260575 4.29721147],[ 0.16934274 -0.98651657],[6.25604084 5.81355347],[ 0.61163875 -0.78136098],[5.48988906 6.50180888],[-0.98300206  0.30291772],[2.74643264 5.14241699],[0.23976792 0.96976982],[3.44496016 3.14211379],[ 0.69182415 -0.70191901],[3.03892965 3.54904729],[-0.54309519  0.85070488],[6.38656538 3.49277443],[0.56408828 0.81603572],[5.91098216 2.9715695 ],[0.80431612 0.58104419]
[5.13459045 2.66568156],[-1.00278498 -0.19501859],[4.13457549 6.54653959],[0.93920531 0.31092258],[3.59780656 6.27401113],[0.81236175 0.58735693],[4.24016266 6.60409784],[-0.98604477 -0.3161604 ],[3.65157505 2.93820124],[-0.84356974  0.56262284],[2.85700911 4.00889261],[ 0.29054286 -0.95063272],[5.24629287 2.69288312],[-0.98706299 -0.24999824],[4.27845557 2.66272571],[-0.98834395  0.2133481 ],[2.79579623 4.40700896],[ 0.11999107 -0.99912242],[6.66092089 4.41726769],[-0.14075935 -1.00231645],[6.31231114 3.41484025],[-0.65592166 -0.78378565],[5.71464391 6.37125471],[-0.92190723  0.44345923],[2.88304908 3.84848405],[-0.3730255   0.94292451],[6.70766654 5.17206337],[-0.26386177  0.96380728],[3.09142609 5.85257949],[0.57750658 0.80515458],[5.67821152 6.39368515],[ 0.87341147 -0.46286832],[5.47208867 6.44444142],[ 0.9047527 -0.3868678],[2.91013192 3.88567118],[-0.38722532  0.93468264],[3.35968057 6.05724137],[-0.71885925 -0.73675374],[4.30899292 2.66115929],[-0.99059833  0.25250361],[6.03834292 3.09912372],[0.76739331 0.59293911],[6.62854467 4.03254213],[-0.32621719 -0.95395372],[5.27764367 6.5679186 ],[ 0.94418575 -0.28685765],[4.813956   6.60093993],[ 1.000713   -0.04901236],[2.82164695 4.24800977],[ 0.19454272 -0.97921546],[6.28622244 5.77420871],[ 0.59434292 -0.79359817],[5.44050062 6.51630369],[-0.99252099  0.27676449],[2.75904703 5.19078386],[0.26300317 0.96308377],[3.47998451 3.10750698],[ 0.70978615 -0.68160658],[3.01240569 3.592018  ],[-0.51930301  0.86652446],[6.41429941 3.53402078],[0.54566053 0.83408878],[5.95090406 3.00125235],[0.7893988 0.6030657]
[5.08441594 2.65662903],[-1.00543619 -0.16844658],[4.18172371 6.56151101],[0.94612166 0.28746397],[3.63863334 6.30275721],[0.82101395 0.56285036],[4.19105411 6.58768589],[-0.97839783 -0.3403832 ],[3.60972849 2.96683665],[-0.83119415  0.58172269],[2.87206602 3.96152399],[ 0.30996669 -0.94569886],[5.19673253 2.68094162],[-0.99589769 -0.22838265],[4.22914693 2.67397341],[-0.98429871  0.23606402],[2.80245599 4.35723375],[ 0.14310087 -0.99504943],[6.6531562  4.36716832],[-0.16755249 -0.99935207],[6.27908968 3.37614589],[-0.67328043 -0.7644125 ],[5.66817279 6.39276344],[-0.93582028  0.41784118],[2.86495399 3.89583784],[-0.3492128   0.95268391],[6.69379787 5.22006067],[-0.29109526  0.95573108],[3.12085442 5.89253525],[0.60054276 0.79402249],[5.72155744 6.36996775],[ 0.85878245 -0.48733575],[5.51703758 6.42446617],[ 0.89148064 -0.41372318],[2.89114954 3.93244491],[-0.36973807  0.93855083],[3.32421229 6.02004221],[-0.69996391 -0.75121728],[4.25964763 2.67441549],[-0.98466894  0.27612128],[6.07631993 3.12929332],[0.75163028 0.61376015],[6.6116751  3.98511874],[-0.34923564 -0.94366277],[5.32477762 6.55307183],[ 0.93949724 -0.30846907],[4.86385055 6.59780175],[ 0.99642017 -0.07506942],[2.83199521 4.19922955],[ 0.2193573  -0.97192116],[6.31535998 5.7340939 ],[ 0.57027188 -0.81173551],[5.39061211 6.52944055],[-1.00224911  0.24937624],[2.77279886 5.23878302],[0.28510559 0.9549221 ],[3.51586996 3.07389633],[ 0.72458406 -0.66375566],[2.98701411 3.63569877],[-0.49780455  0.87914021],[6.44113447 3.57618477],[0.52597477 0.85057792],[5.99002511 3.03198489],[0.77600355 0.62676421]
[5.03401594 2.64879767],[-1.00848178 -0.14286389],[4.22923649 6.57533766],[0.95414385 0.26553303],[3.67991601 6.3303009 ],[0.83167556 0.54036637],[4.14242886 6.57016015],[-0.9684199  -0.36242013],[3.56855513 2.99645833],[-0.81623867  0.60248631],[2.88803895 3.91437116],[ 0.32679692 -0.94235932],[5.14680211 2.67013461],[-1.00103624 -0.20376179],[4.18010333 2.68639834],[-0.97671455  0.26151048],[2.81014474 4.30755623],[ 0.16518233 -0.99114914],[6.64420225 4.3173755 ],[-0.19205544 -0.99377409],[6.24492675 3.33834643],[-0.69325887 -0.74766384],[5.62114188 6.41310345],[-0.9445251   0.39654468],[2.84806574 3.94367295],[-0.32738124  0.95959689],[6.67854832 5.26761707],[-0.31905018  0.94622421],[3.15124746 5.9317434 ],[0.6167391  0.77592709],[5.76421331 6.34508768],[ 0.84509747 -0.51008497],[5.56131126 6.40315299],[ 0.88038606 -0.43771818],[2.87318299 3.9795394 ],[-0.34837759  0.94570209],[3.28972459 5.98215873],[-0.68153311 -0.76602035],[4.21065612 2.68889024],[-0.97453405  0.30316352],[6.11354158 3.16054294],[0.73746641 0.63641855],[6.59358208 3.9381466 ],[-0.37328933 -0.93403559],[5.37159303 6.53708459],[ 0.93195417 -0.33202062],[4.91368643 6.59353331],[ 0.99488633 -0.09762383],[2.84352158 4.15076654],[ 0.24245655 -0.96570395],[6.34331524 5.69311763],[ 0.54824133 -0.8268784 ],[5.34036075 6.54131047],[-1.00878309  0.22436333],[2.78758023 5.28629435],[0.30851284 0.94788916],[3.55254666 3.04124745],[ 0.74182412 -0.64274263],[2.96260188 3.67989628],[-0.47576533  0.891559  ],[6.46686695 3.61904973],[0.50546778 0.8660551 ],[6.0283508  3.06378125],[0.75650214 0.64450541]
[4.98348457 2.64225527],[-1.01291562 -0.11915517],[4.27703755 6.58796548],[0.95868121 0.24047717],[3.72186064 6.35685368],[0.8458482  0.52158048],[4.09430148 6.55152714],[-0.95761184 -0.38377981],[3.52824021 3.02720783],[-0.79707206  0.62663766],[2.9050804  3.86763292],[ 0.35168126 -0.93024788],[5.09666419 2.66059604],[-1.00487091 -0.1782981 ],[4.13145721 2.70009793],[-0.96935738  0.28609324],[2.81903081 4.25818185],[ 0.19162314 -0.98237255],[6.63398162 4.26783301],[-0.21718522 -0.98834679],[6.20968679 3.30130621],[-0.71551642 -0.73319972],[5.57366709 6.43235233],[-0.9560909   0.37163422],[2.83216648 3.9917393 ],[-0.30531289  0.96624665],[6.66202199 5.31479888],[-0.34127951  0.94154748],[3.1825966  5.97019075],[0.63567952 0.76047153],[5.80619511 6.31910006],[ 0.83461738 -0.52879469],[5.60507152 6.38070426],[ 0.87078065 -0.45928341],[2.85628777 4.02697766],[-0.32821641  0.95100231],[3.25612442 5.9435049 ],[-0.66269543 -0.7802643 ],[4.16217259 2.70470377],[-0.96580103  0.32821993],[6.14996737 3.19284291],[0.721588   0.65756064],[6.57428427 3.89166228],[-0.39644578 -0.92316937],[5.41795126 6.51985854],[ 0.92303395 -0.35619251],[4.96334716 6.58805362],[ 0.99176128 -0.12118938],[2.85619991 4.10262845],[ 0.26456707 -0.95979172],[6.37018426 5.65142198],[ 0.52739946 -0.83995011],[5.28972145 6.55184669],[-1.01708872  0.1966645 ],[2.80368961 5.33359618],[0.33365441 0.94193334],[3.59006843 3.00965113],[ 0.75938191 -0.62065525],[2.93938392 3.72478356],[-0.45176271  0.90499232],[6.49155128 3.66265838],[0.48248832 0.87876823],[6.06568486 3.0964497 ],[0.73734248 0.66265719]
[4.93283433 2.63698641],[-1.01472565 -0.09336075],[4.3251513  6.59943727],[0.96631899 0.21898849],[3.7644554  6.38241421],[0.85822945 0.50122416],[4.04666492 6.5317724 ],[-0.9460499  -0.40457467],[3.48871406 3.05897374],[-0.78482102  0.64298377],[2.92326932 3.8214189 ],[ 0.37664257 -0.91745832],[5.04627035 2.65225216],[-1.01006717 -0.15482747],[4.08327571 2.71510823],[-0.9603782   0.31170006],[2.82925868 4.20927264],[ 0.21769133 -0.97368437],[6.62248353 4.21855355],[-0.24118838 -0.98130095],[6.17341435 3.26506846],[-0.73621535 -0.71722998],[5.52556204 6.45027603],[-0.96778456  0.34553141],[2.81742316 4.04017101],[-0.28561448  0.96977547],[6.64425298 5.36159051],[-0.36924133  0.93020033],[3.21487043 6.0078408 ],[0.65412939 0.74444386],[5.8475624  6.29211001],[ 0.81990846 -0.55081811],[5.64839249 6.35724433],[ 0.86136623 -0.47960766],[2.84043967 4.07470665],[-0.30482521  0.95893121],[3.22352497 5.90420114],[-0.64179889 -0.79231733],[4.11410907 2.72173456],[-0.9600864   0.34945277],[6.1855557  3.22616079],[0.7014481  0.67460475],[6.55378949 3.84568993],[-0.42236872 -0.91474172],[5.46385799 6.50143921],[ 0.91316143 -0.38049092],[5.01282848 6.58138814],[ 0.98800592 -0.14474767],[2.87001949 4.0548395 ],[ 0.28902814 -0.95083059],[6.3960639  5.60914534],[ 0.50752185 -0.85126981],[5.23884248 6.56115583],[-1.02214745  0.17154326],[2.82099409 5.38052752],[0.35893144 0.93569115],[3.62845135 2.97916242],[ 0.77478624 -0.59992432],[2.91723989 3.77019652],[-0.42986796  0.91553481],[6.51512127 3.7069307 ],[0.46007084 0.89176948],[6.10208236 3.13004952],[0.71776174 0.68047597]
