[9.88424269 3.28039331],[-1.84940613 -3.06325497],[5.00337111 3.1385692 ],[-3.1099257  -0.59882909],[4.68819745 9.95803713],[-3.75466288 -2.50733847],[3.36565309 1.68488914],[-3.6885048 -3.6285723],[0.65230521 7.54510897],[-4.7396125  1.9276967],[6.41537492 4.3590607 ],[-3.8413879  -1.09547562],[7.90126422 3.28513849],[-3.56609095 -1.05533913],[2.25635422 9.98553971],[-0.91075889 -1.99387045],[1.6614203  0.97759462],[-3.15177414 -1.16364601],[4.84133697 3.5493092 ],[-0.03677743 -2.3499609 ]
[3.17292746 2.65397271],[-1.06647461  0.66173327],[3.14233806 2.6337325 ],[-1.06507117  0.6655042 ],[3.14766321 2.6486932 ],[-1.06590786  0.66482042],[3.19033347 2.67189298],[-1.06481133  0.66726947],[3.13467095 2.61526281],[-1.06823113  0.66251207],[3.15980337 2.65919404],[-1.06550724  0.65969485],[3.15563998 2.6479212 ],[-1.07062412  0.65541613],[3.19445838 2.65556146],[-1.07052945  0.65953098],[3.12919977 2.62441346],[-1.06685197  0.66011161],[3.14333455 2.62584837],[-1.0747236   0.64788721]
[3.06765006 2.7222697 ],[-1.03845377  0.7041766 ],[3.03726075 2.70243385],[-1.03643761  0.70794904],[3.04268315 2.71749323],[-1.03268985  0.71171269],[3.08523145 2.74070682],[-1.0347801  0.710912 ],[3.02941808 2.68380082],[-1.03463167  0.70992446],[3.054938   2.72764171],[-1.03071104  0.70974169],[3.04976923 2.71538534],[-1.04016167  0.6999447 ],[3.08893934 2.72378259],[-1.04177004  0.70240437],[3.02401757 2.69268305],[-1.03515334  0.70635481],[3.03727579 2.69282476],[-1.04453062  0.69301   ]
[2.96540288 2.79485758],[-1.00708854  0.74644589],[2.93534922 2.77551238],[-1.00204395  0.75284039],[2.94088593 2.79068582],[-0.99932926  0.75545597],[2.98342162 2.81401938],[-1.00456529  0.75156443],[2.92751024 2.75691064],[-1.00288906  0.75235355],[2.95325252 2.80061443],[-1.00149854  0.75054222],[2.94743762 2.78765858],[-1.00749711  0.74387657],[2.98643662 2.79626077],[-1.00930846  0.74555085],[2.92198429 2.76538428],[-1.00418023  0.74842005],[2.93431716 2.76423137],[-1.01442786  0.73470175]
[2.86625856 2.87146041],[-0.97274377  0.78815129],[2.83677685 2.85281254],[-0.96650429  0.79550623],[2.84236898 2.86802638],[-0.9704868   0.79128339],[2.88474026 2.8913235 ],[-0.97127816  0.79176238],[2.82881754 2.8341282 ],[-0.96686395  0.79555647],[2.85504144 2.87803704],[-0.96287295  0.79716513],[2.84849264 2.8642707 ],[-0.96964271  0.78959807],[2.88728079 2.87299052],[-0.97557168  0.78668933],[2.82332442 2.84239515],[-0.96772698  0.79251683],[2.83486676 2.84013645],[-0.97265429  0.78484145]
[2.77084243 2.95236798],[-0.93315328  0.8318754 ],[2.74176809 2.93422112],[-0.93048049  0.83528029],[2.74712577 2.94916208],[-0.93142918  0.83385864],[2.78920838 2.97229639],[-0.93868042  0.82779626],[2.73386249 2.9156386 ],[-0.93127183  0.83502741],[2.76028408 2.95953127],[-0.93252416  0.83179679],[2.7536001  2.94556308],[-0.93160337  0.83224615],[2.79157167 2.95373756],[-0.9384616   0.82782492],[2.72850701 2.92384498],[-0.92723234  0.83728604],[2.73944171 2.9207499 ],[-0.93747705  0.82513756]
[2.67919081 3.0372844 ],[-0.89715093  0.86859237],[2.65067976 3.01975527],[-0.88943048  0.87668723],[2.65575363 3.03435942],[-0.8952313   0.87031176],[2.69730885 3.05708016],[-0.89670445  0.86996235],[2.6426895  3.00114456],[-0.89290816  0.87379754],[2.66848867 3.04422349],[-0.90116676  0.86368521],[2.66251136 3.03093602],[-0.8902556   0.87453442],[2.69916979 3.03802297],[-0.91011952  0.8567586 ],[2.63763987 3.00949641],[-0.89006311  0.87517078],[2.64733337 3.00500199],[-0.90506428  0.85890404]
[2.59151034 3.12606933],[-0.85888126  0.90410655],[2.5637165  3.10927578],[-0.85038473  0.91258371],[2.56809896 3.12313078],[-0.8552935   0.90712612],[2.6094333  3.14574577],[-0.85820016  0.90540261],[2.55549844 3.09049849],[-0.85014336  0.91346438],[2.58058563 3.1326912 ],[-0.85825534  0.90374759],[2.5755352  3.12033358],[-0.85004428  0.91202864],[2.61016648 3.12559866],[-0.86992116  0.89425476],[2.55072735 3.09899071],[-0.8486384   0.91366325],[2.55884081 3.09282517],[-0.86383567  0.89793915]
[2.50770727 3.21828364],[-0.81673096  0.94005485],[2.48075233 3.20230414],[-0.80994723  0.94637427],[2.48431936 3.21529788],[-0.8189631   0.93701467],[2.52580235 3.23817907],[-0.81657475  0.94055587],[2.47242163 3.18348157],[-0.80766749  0.94932499],[2.49690791 3.22492712],[-0.81916641  0.93656331],[2.49242897 3.21314876],[-0.80924217  0.9465189 ],[2.5253768  3.21695655],[-0.82260286  0.93560211],[2.46795404 3.19214976],[-0.80516957  0.95056827],[2.47446854 3.18437549],[-0.82532923  0.93077861]
[2.42829485 3.31409143],[-0.77344933  0.97359057],[2.40163606 3.29834894],[-0.77093159  0.97544085],[2.40440716 3.31052686],[-0.77881977  0.9674969 ],[2.44646962 3.33409082],[-0.77136014  0.97584321],[2.39374245 3.28002007],[-0.76586617  0.98094556],[2.41707107 3.32021329],[-0.77727369  0.96889294],[2.41362311 3.30945186],[-0.76664632  0.97919725],[2.44504223 3.3120003 ],[-0.78181371  0.96701368],[2.38969282 3.28897966],[-0.75757588  0.98787042],[2.39428073 3.2793704 ],[-0.78060867  0.96633421]
[2.35303771 3.41291246],[-0.7312942   1.00269575],[2.32654734 3.39726519],[-0.72932654  1.00387852],[2.32854705 3.40868484],[-0.73686835  0.99660186],[2.3711005  3.43281349],[-0.73262598  1.00152581],[2.31956094 3.37986121],[-0.71881103  1.01423041],[2.34148164 3.41862177],[-0.73640102  0.99687095],[2.33922889 3.40899749],[-0.72030585  1.0120513 ],[2.36924027 3.41046525],[-0.73445665  1.00146647],[2.31609575 3.38925372],[-0.71315776  1.01828282],[2.31863155 3.37780663],[-0.73424363  0.99994777]
[2.28209611 3.51457865],[-0.68769469  1.02996715],[2.25588974 3.49912907],[-0.68341465  1.03322945],[2.25704361 3.50974877],[-0.69445101  1.02293278],[2.30022266 3.53455194],[-0.68765699  1.03001711],[2.25018855 3.48294564],[-0.67074951  1.04482137],[2.27005339 3.51974664],[-0.69142981  1.02580517],[2.26938005 3.51156403],[-0.67468192  1.0406785 ],[2.29800843 3.51203608],[-0.68906811  1.03049981],[2.24712388 3.49257382],[-0.66622423  1.04763155],[2.24744433 3.479258  ],[-0.68943901  1.02856671]
[2.2160157  3.61929285],[-0.63646699  1.0611437 ],[2.18970305 3.60363965],[-0.64068493  1.05619859],[2.18996766 3.61347484],[-0.64317462  1.05490869],[2.23389242 3.6390255 ],[-0.64089506  1.05698109],[2.18580748 3.58908559],[-0.61957853  1.07474597],[2.20326558 3.62373548],[-0.64583847  1.05191254],[2.20426239 3.61698462],[-0.62736872  1.06746605],[2.23132546 3.61635342],[-0.64359767  1.05632942],[2.18292019 3.59872615],[-0.61836716  1.07435941],[2.18084561 3.58351154],[-0.64069796  1.05771137]
[2.15462022 3.72651637],[-0.59249653  1.08184744],[2.12797881 3.71048399],[-0.59494916  1.07911614],[2.12815384 3.72033466],[-0.58995437  1.08475105],[2.17220095 3.74599717],[-0.59110778  1.08371895],[2.1263798  3.69788217],[-0.56744149  1.10209809],[2.14087677 3.73002053],[-0.6033363   1.07199746],[2.14415993 3.72518388],[-0.57523718  1.09535918],[2.16956831 3.72345801],[-0.59041059  1.08623591],[2.1236596  3.70753082],[-0.5676045  1.1004196],[2.11921356 3.69058738],[-0.59126635  1.0838726 ]
[2.09773858 3.8357868 ],[-0.54498257  1.10324131],[2.07116746 3.81979349],[-0.54228179  1.10539226],[2.07156723 3.82988898],[-0.54180175  1.10580075],[2.11528454 3.85526723],[-0.54686401  1.1017192 ],[2.07222135 3.80927496],[-0.51804208  1.12295271],[2.08297645 3.83841193],[-0.5555678   1.09437358],[2.0890318 3.8357533],[-0.52826981  1.11474519],[2.11306235 3.83329464],[-0.53582213  1.11368083],[2.06974173 3.81901619],[-0.51101763  1.12830964],[2.06235325 3.79994714],[-0.54256213  1.1061424 ]
[2.04590874 3.94732784],[-0.49120654  1.12729871],[2.01935281 3.93128283],[-0.49455995  1.12339118],[2.01978369 3.94139213],[-0.49323053  1.12441582],[2.06302895 3.96643873],[-0.49739601  1.12201969],[2.02311866 3.92271966],[-0.46282602  1.14641639],[2.02976454 3.94879435],[-0.50796304  1.11355264],[2.03872012 3.9482404 ],[-0.47784651  1.13461563],[2.06217095 3.94581354],[-0.48370874  1.13449893],[2.02108358 3.93270547],[-0.46202322  1.14516917],[2.01073299 3.91171407],[-0.49003929  1.12848558]
[1.99971867 4.06132567],[-0.43197174  1.15248007],[1.9723854  4.04450398],[-0.44346453  1.14185318],[1.97311931 4.05485719],[-0.43985629  1.14450891],[2.01570119 4.07946141],[-0.44931052  1.13777528],[1.97888208 4.03770017],[-0.41924036  1.15575883],[1.98156936 4.06118218],[-0.45788622  1.13175788],[1.99345339 4.06255435],[-0.42981842  1.1489193 ],[2.01626733 4.06005643],[-0.4298606  1.1542961],[1.97730318 4.04793843],[-0.41056658  1.16188778],[1.96415664 4.02535011],[-0.43969756  1.14553027]
[1.95928323 4.17745617],[-0.37837547  1.16795637],[1.93057706 4.15945369],[-0.3919928   1.15735464],[1.93185856 4.17021382],[-0.38531794  1.16215078],[1.97311711 4.19386645],[-0.40060028  1.15153947],[1.93994148 4.15439882],[-0.36475933  1.17246538],[1.93840629 4.17525639],[-0.40668477  1.14789992],[1.95326022 4.17842056],[-0.37740107  1.16456169],[1.97589125 4.17623081],[-0.37599516  1.17041425],[1.9385783  4.16459965],[-0.36034291  1.17457744],[1.92279439 4.1407089 ],[-0.38745308  1.16119706]
[1.92408572 4.29487401],[-0.32465242  1.18089507],[1.89433647 4.27618541],[-0.33435691  1.17506651],[1.89599568 4.28711213],[-0.32911646  1.17812413],[1.93600779 4.31005887],[-0.34419189  1.16900892],[1.90647699 4.27262668],[-0.30440007  1.1915118 ],[1.9004699  4.29088308],[-0.35458172  1.16159729],[1.91788098 4.29529695],[-0.33192789  1.17100328],[1.9407829  4.29375387],[-0.3236707  1.1821086],[1.90498522 4.28249902],[-0.30966192  1.18481149],[1.88678823 4.25759759],[-0.33362099  1.17511963]
[1.89448543 4.41364657],[-0.26742485  1.19386854],[1.86357002 4.3942182 ],[-0.28286735  1.18337306],[1.86594728 4.40560336],[-0.27131254  1.1916752 ],[1.90436359 4.42764061],[-0.28952644  1.18123736],[1.87882676 4.39232852],[-0.24959992  1.20107676],[1.86792474 4.40790116],[-0.29500056  1.17927169],[1.88733222 4.41299778],[-0.27738347  1.18410811],[1.9110448  4.41242939],[-0.2722239   1.18995121],[1.87684    4.40163314],[-0.25284024  1.19774298],[1.85643914 4.37597195],[-0.2753275   1.18971236]
[1.87091995 4.53382245],[-0.20520664  1.20763554],[1.83786632 4.51288948],[-0.23117832  1.18967473],[1.8417672  4.52534997],[-0.21288585  1.20210517],[1.87794143 4.54605658],[-0.23705389  1.18861619],[1.8563129  4.51253776],[-0.19870434  1.20476848],[1.84107631 4.52621804],[-0.24205476  1.18655499],[1.86249299 4.53205117],[-0.22016041  1.19562182],[1.88668276 4.53198995],[-0.21406227  1.20158965],[1.85425604 4.52176994],[-0.19784511  1.20545314],[1.83211119 4.49578665],[-0.21207184  1.20502249]
[1.85335679 4.65496616],[-0.14621282  1.21454102],[1.81780299 4.63248993],[-0.17133242  1.20051954],[1.82366381 4.64618315],[-0.14745944  1.21558375],[1.85708407 4.6653643 ],[-0.17951348  1.19761093],[1.83931127 4.63339243],[-0.14338176  1.20984026],[1.81989406 4.6454761 ],[-0.17921495  1.20026152],[1.84368367 4.6523409 ],[-0.16038239  1.20518214],[1.8679379  4.65234157],[-0.16125725  1.20461313],[1.83736401 4.6426947 ],[-0.13839722  1.21420466],[1.81399468 4.61679419],[-0.15043318  1.21452326]
[1.84156021 4.77651466],[-0.09123461  1.2146865 ],[1.80382372 4.75306152],[-0.10745369  1.21105649],[1.81161332 4.7676929 ],[-0.08943472  1.21818588],[1.84191475 4.78532871],[-0.12424074  1.20092538],[1.82788396 4.75465017],[-0.08369267  1.21627005],[1.80484033 4.76572925],[-0.12137085  1.2047367 ],[1.83023359 4.77284031],[-0.10615004  1.20694458],[1.85479008 4.77316142],[-0.10394729  1.20912124],[1.82657753 4.76444607],[-0.0801183  1.2176105],[1.80150849 4.73808983],[-0.09615882  1.21430993]
[1.83528165 4.89799654],[-0.03464693  1.21428916],[1.79586698 4.87412083],[-0.05302181  1.20854029],[1.80572015 4.88963996],[-0.02765264  1.22102494],[1.83260651 4.9057865 ],[-0.06548528  1.20409827],[1.82251663 4.87644261],[-0.02227712  1.22037515],[1.79564319 4.88633753],[-0.06410823  1.20551534],[1.82225662 4.89344105],[-0.05146336  1.20648336],[1.84749813 4.89438851],[-0.04159387  1.21514803],[1.82158385 4.88635171],[-0.02267431  1.21729227],[1.79486475 4.85963471],[-0.03684672  1.21612557]
[1.83484014 5.01947953],[0.02793125 1.21678307],[1.79364332 4.99510295],[0.00901128 1.21091124],[1.80575939 5.01147783],[0.02875336 1.21582348],[1.82930677 5.02651946],[1.94446305e-04 1.21052146e+00],[1.82331617 4.99846184],[0.03471579 1.21625477],[1.79197247 5.00671163],[-0.00769525  1.20326792],[1.81985287 5.01395247],[0.00354204 1.20352866],[1.84631169 5.01589347],[0.01697962 1.21357346],[1.82233533 5.00810057],[0.03539964 1.21489308],[1.7940953  4.98115809],[0.02156781 1.21409478]
[1.84055347 5.14090911],[0.08595719 1.21109522],[1.79728421 5.11581722],[0.06336348 1.20271669],[1.81174337 5.1329681 ],[0.08908003 1.21180446],[1.8323941  5.14748164],[0.06073534 1.20758162],[1.82995016 5.12008528],[0.09561345 1.21336069],[1.79469949 5.12742089],[0.06188235 1.20962375],[1.82304744 5.13412872],[0.06090581 1.20012784],[1.85078377 5.13691438],[0.07272098 1.20686869],[1.82856334 5.12916985],[0.08920054 1.20631167],[1.7990315  5.10222356],[0.07995827 1.20962816]
[1.85193224 5.26152301],[0.14047184 1.19977008],[1.80676655 5.23599776],[0.12600628 1.1999605 ],[1.82334559 5.25354625],[0.14475    1.20127501],[1.84156352 5.26802963],[0.12079773 1.20108839],[1.84258805 5.24118222],[0.15705986 1.20800412],[1.80375176 5.24791613],[0.11998322 1.20085989],[1.83217271 5.25398651],[0.12181338 1.19673632],[1.86070566 5.25705248],[0.12673265 1.19652961],[1.84034017 5.24944598],[0.15053373 1.20293866],[1.81028603 5.22313355],[0.14145701 1.20426148]
[1.86883769 5.38099317],[0.19827971 1.1898053 ],[1.82262661 5.35581171],[0.18991452 1.19445466],[1.84098855 5.3733979 ],[0.20531745 1.19252562],[1.85652951 5.3876028 ],[0.17756049 1.18908232],[1.8612538  5.36147719],[0.21784482 1.19908061],[1.81860719 5.36742368],[0.17751404 1.18935628],[1.84750879 5.37343707],[0.1831799  1.18987322],[1.87636858 5.3763626 ],[0.18659441 1.18925616],[1.85848842 5.36940555],[0.21197747 1.19533558],[1.82728644 5.34297333],[0.19724064 1.19110798]
[1.89166297 5.49945426],[0.25954493 1.18029698],[1.844765   5.47479049],[0.25285048 1.18463438],[1.86438923 5.49196341],[0.26560586 1.18126432],[1.877103   5.50581312],[0.23558958 1.17645668],[1.88602473 5.48075384],[0.2771765  1.18575277],[1.83937314 5.4858107 ],[0.23557817 1.17584095],[1.86879262 5.49185301],[0.24169987 1.17733231],[1.89811319 5.49486248],[0.24810115 1.18014251],[1.88243595 5.48813494],[0.26953906 1.18144829],[1.85000857 5.46154739],[0.25787648 1.18056588]
[1.92061255 5.61679805],[0.32079858 1.167474  ],[1.87327775 5.59269501],[0.31547487 1.17119366],[1.8936768  5.60911337],[0.32106024 1.16261139],[1.90327528 5.62244276],[0.28924065 1.1574143 ],[1.91692841 5.59875275],[0.33908165 1.1721547 ],[1.86605545 5.60283621],[0.29797988 1.16408782],[1.89588158 5.60884584],[0.30131899 1.16344782],[1.92588192 5.61217305],[0.30950192 1.16786501],[1.91203588 5.60525649],[0.32268115 1.16108807],[1.87908323 5.5791729 ],[0.32204288 1.16983573]
[1.95539932 5.73244911],[0.37889681 1.14911181],[1.90780076 5.70889012],[0.3734335  1.15084468],[1.92866215 5.72445825],[0.37832025 1.14362168],[1.93524135 5.7374853 ],[0.34910442 1.14193258],[1.95382108 5.7150768 ],[0.40010654 1.15531294],[1.89874716 5.71830569],[0.35500086 1.14423885],[1.92896881 5.72434215],[0.36066541 1.14642488],[1.95986364 5.72817168],[0.37286439 1.15426794],[1.94734138 5.72063258],[0.38366506 1.14627541],[1.91405745 5.6950774 ],[0.37944668 1.15005891]
[1.99621356 5.84634027],[0.43603857 1.12706071],[1.94796924 5.82281469],[0.4259345  1.12354619],[1.96925525 5.83768458],[0.43330853 1.12038526],[1.97343737 5.85105249],[0.41059216 1.1246263 ],[1.99689802 5.82966109],[0.46165344 1.13632007],[1.93742387 5.8319557 ],[0.41843264 1.12820036],[1.96811101 5.83811303],[0.41994635 1.12651195],[2.00025281 5.8426988 ],[0.43246672 1.13356456],[1.98874753 5.83437759],[0.44364562 1.12740007],[1.95496996 5.80907785],[0.43479333 1.12585372]
[2.04269951 5.95789101],[0.49467142 1.10463175],[1.99364653 5.93420323],[0.48598922 1.10233853],[2.01540912 5.94855536],[0.49009132 1.09699165],[2.01755826 5.96253389],[0.47405168 1.10680058],[2.04559436 5.94172406],[0.5117165  1.10447627],[1.9821357 5.9435534],[0.47567623 1.10341251],[2.01303542 5.94963612],[0.47541353 1.10067251],[2.04613195 5.95461645],[0.48698422 1.1065644 ],[2.03580224 5.94577947],[0.4989048  1.10191047],[2.00129997 5.92048283],[0.49095879 1.10115057]
[2.0949777  6.06702093],[0.55234184 1.07914622],[2.04530365 6.04333005],[0.54981567 1.0824626 ],[2.06741273 6.0571316 ],[0.5466671  1.07093805],[2.06792774 6.07198053],[0.5335649  1.08209642],[2.09910939 6.0504087 ],[0.55998261 1.07065565],[2.03262306 6.05262542],[0.53203487 1.07577631],[2.06348518 6.05848051],[0.53430604 1.07659741],[2.09748124 6.06378324],[0.54144858 1.07807709],[2.08887258 6.05500208],[0.56012725 1.07985929],[2.05299764 6.02909823],[0.54656411 1.0744454 ]
[2.15294886 6.17343158],[0.6079429  1.04977856],[2.10291688 6.14991628],[0.60233879 1.04911937],[2.12499442 6.16293078],[0.60277368 1.04258976],[2.12403354 6.17864262],[0.58587296 1.04840989],[2.15758392 6.15580477],[0.61111256 1.03878997],[2.08880029 6.15889796],[0.58786167 1.04581092],[2.11997224 6.16493493],[0.59292768 1.04974576],[2.15449622 6.17023089],[0.59720388 1.04903293],[2.14762158 6.16147754],[0.61204013 1.0467845 ],[2.1100715  6.13477504],[0.59974311 1.04373028]
[2.2162972  6.27665749],[0.6595867  1.01517549],[2.16592088 6.25325308],[0.65810437 1.01784077],[2.18826291 6.26587738],[0.66051761 1.01402462],[2.18542691 6.28194284],[0.64271887 1.01814037],[2.22147158 6.25823984],[0.66497455 1.00797394],[2.15063537 6.26216878],[0.64797217 1.01844516],[2.1820682  6.26836716],[0.64926747 1.01900058],[2.21688346 6.27349897],[0.6490853  1.01475678],[2.21173566 6.26476839],[0.67049638 1.01906923],[2.17299258 6.23780213],[0.65610015 1.01401041]
[2.28477426 6.3763353 ],[0.71125384 0.97960299],[2.23429597 6.35319282],[0.70850482 0.9800281 ],[2.25698762 6.3655715 ],[0.71375466 0.97958238],[2.2522842  6.38192169],[0.69742984 0.98432298],[2.29048481 6.35726231],[0.71539138 0.97247668],[2.21828687 6.36241317],[0.70211777 0.98340766],[2.250229   6.36906046],[0.71122908 0.99193805],[2.28444088 6.37326559],[0.70220804 0.98060018],[2.28147777 6.36499343],[0.72507323 0.98606918],[2.24145735 6.33768531],[0.71007015 0.98040556]
[2.358588   6.47256567],[0.76007175 0.94005355],[2.307871   6.44946935],[0.763822   0.94623461],[2.33075582 6.46149768],[0.7641716  0.94147913],[2.32472671 6.47856286],[0.75044754 0.94746172],[2.36487953 6.45301276],[0.77150753 0.94139701],[2.29103147 6.45879073],[0.75289551 0.94422267],[2.32392044 6.46631872],[0.76150561 0.95217795],[2.35727047 6.46951636],[0.75473152 0.94467693],[2.35624433 6.46144714],[0.77273419 0.94551271],[2.31516945 6.43400873],[0.76510667 0.94687733]
[2.43712467 6.56465649],[0.80723174 0.89830882],[2.38657922 6.5419252 ],[0.80843726 0.90101758],[2.40974366 6.55374849],[0.8130702  0.90104876],[2.40226696 6.57127425],[0.79881072 0.90520728],[2.44444316 6.54516481],[0.82093173 0.90280563],[2.36910966 6.55146293],[0.80394488 0.9044751 ],[2.40250011 6.55944551],[0.8117569 0.9120471],[2.43536516 6.56213734],[0.80495615 0.90552743],[2.43558559 6.55363585],[0.81676666 0.90099017],[2.39412252 6.52667037],[0.81330426 0.90573054]
[2.52006397 6.65223633],[0.85141785 0.85317038],[2.47002217 6.6301177 ],[0.85987507 0.86231572],[2.49347511 6.64179195],[0.86121672 0.85952663],[2.48452197 6.65961438],[0.84496277 0.86030322],[2.52867241 6.63316002],[0.864562   0.85807335],[2.4521331  6.63997928],[0.85746577 0.86682518],[2.48613399 6.64857054],[0.85966501 0.86928164],[2.51827162 6.65060846],[0.85180485 0.86255787],[2.51973302 6.64175859],[0.86487527 0.86021086],[2.47799022 6.61529443],[0.86033399 0.86309534]
[2.60748544 6.73534801],[0.89818577 0.81030402],[2.5582302  6.71405259],[0.90579015 0.81799356],[2.58183048 6.7254853 ],[0.90832801 0.81688383],[2.57150245 6.74356067],[0.89260732 0.81666007],[2.61728536 6.71669713],[0.90697793 0.81203232],[2.54025551 6.72447038],[0.90443739 0.82257238],[2.57419425 6.73305558],[0.90238429 0.8213738 ],[2.60549928 6.73440628],[0.89130077 0.81201184],[2.60830806 6.72541426],[0.90675605 0.81312759],[2.56626104 6.69935182],[0.90520552 0.81827524]
[2.6994236  6.81401071],[0.94390573 0.76641636],[2.65079338 6.79332723],[0.94727595 0.76945194],[2.67477307 6.80480321],[0.9517397  0.77084487],[2.66295762 6.82285291],[0.93552284 0.76833783],[2.71003952 6.79553331],[0.94675827 0.76345579],[2.63294079 6.80441678],[0.95049879 0.7777998 ],[2.66645632 6.81268868],[0.94277368 0.77131904],[2.69704169 6.8135113 ],[0.93783259 0.76850171],[2.70118365 6.80448056],[0.95127927 0.76889148],[2.65889901 6.77881637],[0.94684433 0.77045131]
[2.7956823  6.88805458],[0.9804489  0.71377963],[2.74749319 6.8677575 ],[0.98711248 0.71976383],[2.77177525 6.87925975],[0.9878207  0.71798499],[2.75863814 6.89725857],[0.98068636 0.72263006],[2.80672115 6.86947597],[0.98538686 0.7140347 ],[2.73019694 6.87989467],[0.99233098 0.72970979],[2.7625712  6.88714201],[0.97834304 0.71671701],[2.79279979 6.88784075],[0.97959315 0.72054541],[2.79830972 6.87894993],[0.99243405 0.72189051],[2.75585004 6.85367626],[0.99027282 0.7250783 ]
[2.89567552 6.95693546],[1.01865022 0.6633056 ],[2.84827531 6.93736372],[1.02715176 0.67127011],[2.87206605 6.94812391],[1.0191559  0.66058362],[2.85855138 6.96685423],[1.02026352 0.67224079],[2.90722553 6.93846178],[1.025479  0.6667647],[2.83138295 6.95036365],[1.02693732 0.67541599],[2.86235624 6.95626419],[1.0206556  0.66930798],[2.89273283 6.95741392],[1.01752386 0.66961926],[2.89947146 6.94868765],[1.02872704 0.67106177],[2.85657667 6.92347127],[1.02210461 0.66884188]
