[9.7803942  7.80386973],[ 3.10425333 -2.93719318],[3.44055187 9.8203091 ],[-4.85467104  3.30460226],[7.1311259  1.89577513],[ 1.14286695 -3.30021654],[4.42911105 3.94885856],[-0.94243545  3.19267967],[9.70130368 8.69295679],[3.23886918 2.69351453],[0.36739226 8.0247451 ],[-3.52546773  2.80256258],[2.53028635 8.41872774],[-3.0708844  -1.87925259],[5.8172056 2.1625362],[-1.83251155  2.93762731],[6.89075194 7.50558791],[ 1.64406202 -3.4561128 ],[2.94501111 8.02288023],[ 2.24089442 -3.13014657],[2.02464279 9.49057504],[0.11994915 0.67791287],[0.38776823 3.96684632],[-2.90488925 -1.40646159],[1.28660715 4.81870401],[3.99901044 0.10526574],[8.38920725 0.48650377],[-1.8076547  -0.38985987],[2.07569776 8.4242328 ],[ 2.61559238 -0.1719607 ],[8.31082483 9.84987563],[2.548417   3.77757139],[7.80262899 5.55413525],[-3.90884287  1.68140048],[9.39966111 0.3413489 ],[-1.96568444  0.43296734],[0.74068989 2.37587369],[ 0.56622405 -0.0827636 ],[0.85090233 7.87643476],[-4.33022435  4.77261819],[8.03670292 4.58670631],[-2.94179544 -3.3485199 ],[1.15827574 8.1016303 ],[-4.2373829   1.57023602],[1.57738003 8.24270165],[ 4.46121359 -3.27073909],[1.04460673 4.67082415],[4.18714745 1.22082148],[3.83733594 0.49223235],[-1.11426558 -3.52143014],[4.47480788 8.62004152],[2.24081265 4.87715487],[2.31686828 9.35064147],[1.31767937 4.54604487],[0.86701471 4.45093517],[-0.29465267 -1.16874006],[9.13180519 5.03301624],[4.63727035 4.10871538],[6.37163164 3.97482642],[2.07387105 3.1514579 ],[9.98292265 4.86999327],[-1.39636003 -2.91852654],[9.8781843  4.91841753],[2.62744888 2.04605318]
[6.32085169 6.71803406],[-0.81754006 -0.67432327],[3.53517471 2.74601826],[-1.26271286 -1.46227939],[1.12657469 3.1128008 ],[-0.34149306  0.43381461],[7.23308136 5.93458551],[0.85391124 0.95791289],[5.3144051  6.99613884],[1.01480461 0.38852538],[5.3580546  4.09286851],[ 0.1003745  -0.88786313],[5.55567582 5.58080797],[-0.8144784  -1.01401724],[3.23353002 3.6943876 ],[0.66759758 0.43864922],[5.42283655 6.76121343],[-0.87872032 -1.06300637],[4.22264915 4.42653023],[-0.88538479 -0.96096952],[7.88676675 5.26418223],[-0.76285695 -0.95237719],[7.1047591  6.83721992],[-0.70186846 -0.57467351],[4.82885278 4.90112059],[-0.44130157 -0.6409444 ],[6.92204591 7.18766453],[0.80084518 0.5597785 ],[3.45485097 4.23000628],[-0.50632061  0.38326344],[9.49416286 8.74093868],[0.46738047 0.13485205],[5.27520635 3.51221093],[0.45760992 0.43099358],[6.96753246 7.0967346 ],[-0.74747609 -0.62272089],[3.17018122 4.54308905],[1.30238011 1.10527853],[5.88147418 4.49049991],[1.14999155 0.83791813],[8.07184633 9.82234634],[-0.76296565 -0.79526524],[4.95780422 4.94909588],[-0.86306163 -0.88493138],[5.11387274 4.79720373],[-0.85665916 -0.675336  ],[4.53793062 4.14634219],[-1.06172901 -0.11909815],[4.40077288 6.00711924],[0.0431325  0.42232563],[6.14391882 5.9232858 ],[-0.21466326 -0.48568238],[4.86088515 4.13637102],[ 0.33901962 -0.0008571 ],[6.15332645 4.94107395],[0.53727029 0.60138818],[6.3047362  6.63338315],[1.06642961 1.12921766],[3.73916378 4.11450734],[-0.92169863 -0.58939696],[3.53103156 3.94642483],[-0.62275689 -0.93831279],[4.87444543 5.37372688],[0.53155095 0.45257165]
[6.25971103 6.67082872],[-0.48090005 -0.34257783],[3.42495748 2.61861068],[-0.99472518 -1.14191277],[1.05477766 3.11803095],[-0.98702075 -0.22738176],[7.30495236 6.01831966],[0.67832021 0.81253564],[5.43057806 7.04942458],[0.95901702 0.33279606],[5.36289861 4.00006078],[ 0.02044056 -0.9463801 ],[5.47284075 5.47865463],[-0.84407176 -1.02920913],[3.31195925 3.74912128],[0.93607053 0.69512411],[5.32393551 6.643564  ],[-1.00235474 -1.19325502],[4.12787643 4.32431861],[-0.95477698 -1.02782352],[7.82328556 5.18520976],[-0.53066506 -0.6528213 ],[7.04816891 6.79396259],[-0.39688384 -0.2563751 ],[4.78903564 4.84072243],[-0.52497371 -0.73500465],[6.99496152 7.23591928],[0.9364743  0.68416047],[3.41618652 4.28183521],[-0.06595132  0.84946088],[9.53479595 8.74797521],[ 0.07653846 -0.26359768],[5.35462665 3.59119365],[0.84687004 0.86458716],[6.86648584 7.00756989],[-0.87131874 -0.75951516],[3.31512153 4.66903749],[1.59210703 1.41251902],[5.96758303 4.54800263],[0.48794683 0.21711318],[7.98521819 9.73046605],[-0.81844395 -0.89081891],[4.8798546  4.86902312],[-0.86275498 -0.88335143],[5.00852481 4.70980243],[-1.06129174 -0.88816313],[4.45724691 4.16093861],[-0.45454499  0.51954844],[4.38731119 6.03124707],[-0.21296951  0.15993152],[6.11792972 5.86962414],[-0.398714   -0.68104203],[4.90894883 4.1500299 ],[0.75586408 0.41131793],[6.23315961 5.02878621],[0.92218545 1.01294415],[6.42673853 6.76075541],[1.25085692 1.29461753],[3.66562322 4.07377232],[-0.49348991 -0.16293627],[3.47693594 3.86031967],[-0.49151837 -0.81509619],[4.9350601  5.42563471],[0.79791002 0.7045548 ]
[6.19664343 6.62131401],[-0.57910109 -0.44625501],[3.30853941 2.48976109],[-1.22811973 -1.32963678],[0.97814614 3.11540516],[-0.47838313  0.25352023],[7.37356094 6.10174299],[0.49135679 0.65531742],[5.53837927 7.09368706],[1.19583811 0.55349141],[5.33384025 3.87856294],[-0.05648851 -0.93218714],[5.37325185 5.36145041],[-1.2680344  -1.42798759],[3.39122254 3.80370627],[1.03563842 0.78290216],[5.21430071 6.51509909],[-0.99323405 -1.1813672 ],[4.02575179 4.21507689],[-1.0461864 -1.1147578],[7.80275849 5.15543383],[ 0.03981047 -0.02304923],[7.05231941 6.81315475],[0.454076   0.61354516],[4.73547175 4.76589136],[-0.47409449 -0.68755413],[7.06161518 7.27672054],[0.69018071 0.4232009 ],[3.41738401 4.37457593],[0.33130271 1.23390976],[9.52315854 8.70195873],[-0.40037373 -0.74253585],[5.43763097 3.67810281],[0.66111678 0.7218372 ],[6.78419311 6.93620951],[-0.97236788 -0.86596095],[3.45209606 4.78912082],[1.08624213 0.91533358],[6.03031068 4.58465801],[0.92307611 0.67717102],[7.87382925 9.61026231],[-1.14831205 -1.24751155],[4.80951323 4.79668248],[-0.60778568 -0.62755354],[4.88746815 4.60516777],[-1.28964884 -1.13455428],[4.43050344 4.23399645],[-0.25475063  0.76312544],[4.37896225 6.05979045],[-0.0301467   0.33442914],[6.09533928 5.81844459],[ 0.00167384 -0.29179774],[4.96819377 4.17509131],[0.36153148 0.01853397],[6.30319093 5.10933889],[0.81739442 0.93691516],[6.54335168 6.88096508],[1.13478716 1.16390319],[3.61898388 4.06087654],[-0.50667866 -0.16094821],[3.41385895 3.76481643],[-0.71696838 -1.03877151],[5.01928134 5.4999747 ],[1.19969896 1.09794494]
[6.1532331  6.59109784],[-0.37212175 -0.24039172],[3.19190277 2.36495037],[-1.10586739 -1.1703335 ],[0.93036386 3.14041887],[-0.15160733  0.57380049],[7.43138109 6.17771717],[0.67781365 0.87461269],[5.65770729 7.14899437],[1.24071519 0.60777512],[5.35641637 3.81400742],[ 0.59846705 -0.27627449],[5.27346071 5.24695621],[-0.85699042 -0.9959506 ],[3.49452931 3.88221915],[0.91825637 0.67316196],[5.12699155 6.4083655 ],[-0.7930305  -0.99538354],[3.93692174 4.11938455],[-1.02955147 -1.09738573],[7.81495599 5.1644727 ],[-0.08327457 -0.08258498],[7.09376426 6.87119302],[0.35478956 0.52839806],[4.6922283 4.7008359],[-0.45098053 -0.67277279],[7.10970949 7.29709706],[0.30935549 0.01877623],[3.46886798 4.51087329],[0.62284259 1.4045378 ],[9.49924207 8.64414248],[ 0.12198546 -0.21764761],[5.50402302 3.75283207],[0.79309389 0.89741041],[6.69016629 6.85235115],[-1.25867534 -1.16196069],[3.54080661 4.8596414 ],[0.6476783  0.44975758],[6.12036092 4.65213245],[1.1343722  0.93167309],[7.7642586  9.48966006],[-0.99388999 -1.11768333],[4.74259014 4.72779407],[-1.04443457 -1.06353612],[4.76177607 4.49420892],[-1.47712593 -1.34185195],[4.40964565 4.31653163],[-0.37641499  0.67244287],[4.39297838 6.1095194 ],[0.35278628 0.70109582],[6.0970269  5.78982373],[ 0.1545978  -0.15855133],[5.03846608 4.2112672 ],[0.86886081 0.5360674 ],[6.35182291 5.17154963],[0.22407611 0.37851008],[6.63781654 6.97775745],[0.66358014 0.68221957],[3.57972304 4.05702543],[-0.10660448  0.25707737],[3.36915639 3.68774059],[-0.29833288 -0.63238174],[5.13007118 5.6007183 ],[0.96079713 0.860183  ]
[6.08971585 6.54048518],[-0.74318638 -0.61795045],[3.07201183 2.24013388],[-1.18565336 -1.21945586],[0.9395127  3.22078702],[0.12936463 0.82155502],[7.48937943 6.25696304],[0.52986164 0.75845174],[5.7615329  7.18873599],[0.93836911 0.28522345],[5.42749295 3.79734896],[ 0.86012677 -0.01203503],[5.2134746  5.17324545],[-0.25004803 -0.38848   ],[3.60957995 3.97355261],[1.24847368 1.02212724],[5.06230887 6.32225631],[-0.6036227  -0.83355673],[3.85662355 4.03232434],[-0.57360442 -0.64260103],[7.85553257 5.20852023],[0.82365878 0.89206368],[7.15290225 6.94811029],[0.66648006 0.84648566],[4.65661089 4.64258293],[-0.49369579 -0.72643618],[7.1264252  7.28315958],[ 0.28498422 -0.03804499],[3.53361215 4.64780005],[0.51980802 1.18096853],[9.54113001 8.65175192],[0.48853267 0.14438448],[5.55002235 3.8116577 ],[0.4184638  0.57227843],[6.57545892 6.74638038],[-0.98175541 -0.90171736],[3.61168165 4.90878621],[0.68461172 0.44914184],[6.22523271 4.73925288],[1.22797461 1.07776123],[7.69457279 9.40581939],[-0.42780432 -0.591203  ],[4.66258753 4.64595918],[-0.92309446 -0.94081003],[4.65222265 4.39757968],[-1.01651387 -0.88968085],[4.36441737 4.37842132],[-0.64750117  0.44565576],[4.40292359 6.15338784],[0.27101713 0.60238257],[6.09438836 5.75486701],[-0.11211147 -0.44480214],[5.0990173  4.23897013],[0.5481366  0.21986797],[6.37659027 5.21391662],[0.45169806 0.64861209],[6.68303299 7.02447124],[0.44227224 0.45357592],[3.56847782 4.08325668],[-0.07417322  0.31117365],[3.33692453 3.62103564],[-0.16840762 -0.52477184],[5.19317881 5.65322023],[0.13467926 0.02020645]
[6.01678686 6.47955839],[-0.7702516  -0.65505739],[2.9437236  2.10982204],[-1.29210655 -1.29988984],[0.95696034 3.30545328],[0.22107726 0.8720502 ],[7.52807559 6.32062309],[0.5431873  0.81327501],[5.87038581 7.23179569],[1.09283247 0.42984003],[5.50636735 3.78952708],[ 0.83485927 -0.02694308],[5.20305809 5.14845866],[ 0.14031001 -0.00936303],[3.72459179 4.06689815],[1.28324163 1.07472679],[4.99350298 6.22919088],[-0.64192007 -0.89379321],[3.81991817 3.98829044],[-0.41571458 -0.49344988],[7.92515871 5.28822102],[0.50361379 0.63713956],[7.23888006 7.05161892],[0.69417917 0.86498266],[4.59239184 4.55524851],[-0.73023227 -0.95772269],[7.15063251 7.27335803],[ 0.08433101 -0.27307765],[3.59661759 4.77262295],[0.58794161 1.16108721],[9.59563453 8.67182002],[0.64870608 0.30502955],[5.57738764 3.85720092],[0.42669676 0.63676896],[6.46159895 6.63985332],[-1.16244303 -1.09691264],[3.6419221  4.91298481],[-0.27972606 -0.56730717],[6.35580127 4.85793375],[1.28622391 1.19850823],[7.66252944 9.35473083],[-0.48871331 -0.70613047],[4.57637116 4.55808254],[-0.73845129 -0.75443761],[4.54415896 4.30173791],[-1.07468316 -0.95490352],[4.29158495 4.41675159],[-0.94650384  0.17848239],[4.3963964  6.17920463],[-0.23785347  0.07843654],[6.10407792 5.73022375],[ 0.18045417 -0.17395023],[5.19456935 4.30297059],[1.0851098  0.79068686],[6.43702364 5.29558736],[0.74318574 0.96798684],[6.73580439 7.07798308],[0.57695944 0.58036501],[3.53973898 4.09416331],[-0.41984378 -0.01299336],[3.29975495 3.54729133],[-0.27817745 -0.65064845],[5.2129423  5.66039549],[0.19202299 0.05461882]
[5.95123375 6.42500232],[-0.63907441 -0.53274129],[2.80225011 1.9686283 ],[-1.40158396 -1.38920377],[1.00262789 3.41240173],[0.56179027 1.13136523],[7.59540837 6.41605516],[0.53836385 0.82775424],[5.95422017 7.24692858],[ 0.69070335 -0.02310875],[5.57500172 3.77207007],[ 0.67444556 -0.1851239 ],[5.22254321 5.15232283],[0.44700383 0.28440035],[3.85446286 4.17748801],[1.33797776 1.15862775],[4.93082426 6.14020549],[-0.55436323 -0.83119852],[3.79751285 3.95757001],[-0.21197315 -0.30059878],[8.00770757 5.38713633],[1.06820811 1.25448651],[7.32256472 7.15222694],[1.16299139 1.32585755],[4.51808749 4.45890706],[-0.63766067 -0.85274247],[7.15277728 7.23799613],[ 0.00046872 -0.39136692],[3.65600616 4.88553388],[0.41818515 0.92585178],[9.67789903 8.72072633],[0.773301   0.45121418],[5.61858622 3.92199589],[0.64090769 0.90325491],[6.34869378 6.53283502],[-1.22643772 -1.17365499],[3.61388425 4.85369025],[-0.44374602 -0.77965944],[6.47263834 4.96861024],[0.9547528  0.91575551],[7.63092328 9.29882064],[-0.00535556 -0.27758496],[4.47020388 4.45043456],[-1.22897235 -1.24229519],[4.45333773 4.22286242],[-0.81903129 -0.69857749],[4.18183773 4.41816524],[-1.06098026  0.03559267],[4.39570167 6.20931328],[-0.21059657  0.08836554],[6.1519627  5.74174625],[0.56518102 0.19534315],[5.2966315  4.37792319],[0.76360856 0.50999162],[6.48043188 5.36325387],[0.58229393 0.84294677],[6.76900462 7.1111113 ],[0.33498134 0.33003398],[3.47547141 4.07121725],[-0.87779605 -0.46587018],[3.27467331 3.48355299],[-0.38612258 -0.783573  ],[5.21039772 5.64288565],[-0.08612775 -0.24800164]
[5.90062042 6.38472034],[-0.51002583 -0.40962109],[2.71164133 1.88022695],[-0.8288571  -0.79657482],[1.06578996 3.52815984],[0.95034661 1.41851354],[7.63207157 6.4836277 ],[0.23235053 0.56345777],[6.04739043 7.26650227],[0.93765936 0.18753529],[5.66047622 3.77261379],[0.90927717 0.07387728],[5.25645513 5.16943776],[ 0.08157961 -0.09272028],[4.0009275  4.30802345],[1.30573832 1.16431969],[4.87776499 6.05789628],[-0.50748376 -0.81484423],[3.77345776 3.92407271],[-0.32967696 -0.42970629],[8.09815677 5.49783712],[0.49614213 0.72480829],[7.44182172 7.28643865],[1.23685402 1.37072333],[4.45634224 4.37584265],[-0.69397073 -0.90540836],[7.17436554 7.21855311],[ 0.41725937 -0.01193555],[3.70782868 4.98624286],[0.51653174 0.97827003],[9.78484081 8.79750662],[1.05823896 0.78320707],[5.66397104 3.99605149],[0.42267032 0.73359722],[6.22192391 6.41058562],[-1.07213399 -1.03343757],[3.58222543 4.78616133],[-0.42344327 -0.80496333],[6.56846244 5.06254585],[0.67926504 0.67988956],[7.63838157 9.27563364],[0.41599216 0.07441488],[4.36571214 4.34474526],[-0.79036679 -0.80143234],[4.38887168 4.17086621],[-0.59758977 -0.46762483],[4.05331494 4.39606304],[-1.53008559 -0.51858426],[4.39498702 6.2375887 ],[0.45958059 0.7383165 ],[6.20862882 5.76071719],[0.63869031 0.25590195],[5.34517087 4.40149893],[0.43184061 0.1845505 ],[6.53611686 5.44626301],[0.68111026 0.96907386],[6.79384821 7.13500822],[0.51741252 0.50337003],[3.40769431 4.04465212],[-0.54486023 -0.12940017],[3.25119939 3.41906586],[-0.26425376 -0.68751281],[5.1977271 5.6127219],[-0.33632832 -0.52365991]
[5.8240181  6.31760133],[-0.88257782 -0.79480062],[2.62652924 1.79932297],[-0.99729174 -0.94582043],[1.14784132 3.65112708],[0.83140234 1.1879633 ],[7.67471814 6.56138068],[0.5276537  0.89367607],[6.10874454 7.24951916],[ 0.56784026 -0.25465132],[5.74601679 3.77638864],[0.85586165 0.04924162],[5.25625111 5.1510657 ],[-0.03856665 -0.22758549],[4.13468379 4.4288679 ],[1.36336141 1.24392362],[4.85826447 6.00524178],[-0.11217506 -0.47053024],[3.72805766 3.86826662],[-0.34051772 -0.44893161],[8.1618914  5.58734098],[0.44071805 0.72825816],[7.55055515 7.40749751],[0.78595482 0.90256778],[4.38573139 4.28461491],[-0.47423162 -0.67597826],[7.22347082 7.22327908],[ 0.38937101 -0.07186512],[3.7534957  5.07621271],[0.39342822 0.82133913],[9.89333018 8.88079739],[1.11610872 0.88821806],[5.68343632 4.04958944],[-0.02204414  0.35239393],[6.1024774  6.29453706],[-1.46661038 -1.4385226 ],[3.52037283 4.68526308],[-0.72391866 -1.11841558],[6.65907188 5.15505595],[0.81280504 0.84959694],[7.68104219 9.2807481 ],[ 0.30090382 -0.11075578],[4.27603363 4.25403402],[-0.57198957 -0.58169171],[4.3175187  4.11298882],[-0.7784654  -0.64195534],[3.92329974 4.36156255],[-1.10681175 -0.18625493],[4.40906143 6.27820187],[-0.06260084  0.19054508],[6.28345796 5.79720573],[0.79042408 0.40810577],[5.38084051 4.41264363],[ 0.2056322  -0.03830851],[6.61816335 5.55725748],[0.73991452 1.02837416],[6.85894657 7.19826494],[0.54761318 0.52494165],[3.3378888  4.01661011],[-0.87235832 -0.45589529],[3.25269133 3.37633207],[-0.14286381 -0.60434641],[5.16237904 5.55758848],[-0.26854693 -0.47697807]
[5.74056806 6.24216168],[-0.94079282 -0.86772181],[2.53591031 1.71471168],[-0.81515627 -0.74628171],[1.23369144 3.76759809],[0.78812468 1.04732523],[7.71540553 6.6403929 ],[0.30081416 0.70174497],[6.1742684  7.22931915],[ 0.62852632 -0.26532691],[5.8128934  3.76303444],[0.87361863 0.07532998],[5.28052071 5.15569127],[ 0.09695393 -0.10713967],[4.28527952 4.56884358],[1.50997799 1.41749188],[4.86749658 5.97562921],[-0.00808398 -0.42836235],[3.68180449 3.81076574],[-0.27461298 -0.3912864 ],[8.21621296 5.67380867],[0.58122089 0.92929922],[7.6147153  7.48335072],[0.39664859 0.51641224],[4.31784057 4.19681867],[-0.82414386 -1.01816265],[7.27466294 7.22682144],[ 0.45451452 -0.03938524],[3.81383275 5.17731108],[0.78284887 1.16027234],[10.00421988  8.97134799],[1.09109852 0.91046876],[5.68423817 4.09138211],[-0.03271792  0.41442434],[5.95579454 6.1500314 ],[-1.33353675 -1.31735138],[3.46040877 4.58573534],[-0.22872392 -0.63551413],[6.74653368 5.24790636],[0.83736625 0.90838747],[7.68649803 9.24118154],[-0.15322195 -0.64051822],[4.24791319 4.22494199],[-0.03886633 -0.0487198 ],[4.29277088 4.10259715],[0.04973139 0.20255104],[3.80689744 4.33527287],[-1.43281001 -0.56433471],[4.39988587 6.29316328],[-0.02221176  0.20689243],[6.36765997 5.84358649],[0.85788971 0.48559604],[5.41611705 4.423681  ],[0.4622309 0.2225478],[6.70128172 5.66951311],[0.93478034 1.22041127],[6.87134607 7.20786415],[ 0.02140623 -0.01226433],[3.28542653 4.00600095],[-0.3128898   0.11329217],[3.22670328 3.30296287],[-0.32039302 -0.79977765],[5.14384379 5.51696474],[ 0.13317278 -0.10169374]
[5.64823011 6.15628387],[-0.72713528 -0.67066811],[2.42511342 1.6113902 ],[-1.0356131  -0.95639793],[1.31459318 3.87029633],[0.80292616 0.98236085],[7.76210861 6.72895871],[0.79592806 1.21970394],[6.26198288 7.22488306],[1.25949265 0.32438348],[5.88750161 3.75901853],[0.82646444 0.04727436],[5.29557126 5.14948006],[0.32886192 0.10755158],[4.41823577 4.69339189],[1.01698861 0.93754671],[4.88404332 5.94685887],[ 0.19336009 -0.29382772],[3.65932392 3.77596553],[-0.31581496 -0.44569189],[8.24316496 5.73947682],[0.03888091 0.46873201],[7.64525938 7.52644439],[0.25643178 0.38813026],[4.2613779  4.12116069],[-0.60718494 -0.79963299],[7.29703644 7.19774081],[ 0.0135531  -0.52153358],[3.86903363 5.26780583],[0.49130828 0.8276455 ],[10.12079655  9.07219938],[1.25963466 1.12647588],[5.6795918  4.13533034],[-0.06162837  0.46285482],[5.81111707 6.00651034],[-1.02595822 -1.01847593],[3.45538961 4.53709101],[ 0.00531654 -0.46189956],[6.8326474  5.34280571],[1.03832326 1.14008019],[7.69939506 9.20165875],[ 0.34353819 -0.22129832],[4.24372344 4.21974775],[0.19788621 0.18763003],[4.31081856 4.1368236 ],[0.17057802 0.34137619],[3.6618113  4.27066735],[-1.50264229 -0.7716583 ],[4.4020145  6.31685622],[0.30943702 0.51061001],[6.48153948 5.92194658],[1.34507265 1.0200411 ],[5.46791375 4.45193259],[0.78056548 0.55133859],[6.78735689 5.78386852],[0.82403725 1.10495986],[6.88415411 7.21670355],[0.1045902  0.05870421],[3.25376449 4.01791934],[-0.13966997  0.30575345],[3.20180967 3.22901465],[-0.27896915 -0.77818424],[5.18835435 5.53654057],[0.60949319 0.34785284]
[5.55869916 6.07163437],[-0.874884   -0.83394894],[2.31826384 1.51297776],[-1.10442396 -1.01462552],[1.39917203 3.96899164],[0.48425941 0.58891411],[7.83513169 6.84387194],[0.83763125 1.25031947],[6.3753402  7.24513645],[1.31487077 0.3882807 ],[5.98055957 3.77608519],[1.08576526 0.35426079],[5.3426345  5.17378728],[0.62186342 0.38820692],[4.50719106 4.77417416],[1.24602069 1.16357205],[4.91609366 5.92670003],[ 0.39241076 -0.16481502],[3.64669262 3.74966211],[ 0.07981216 -0.06476083],[8.22897235 5.77322962],[-0.42689211  0.10399643],[7.70142009 7.59605568],[0.6397238  0.77636763],[4.18444205 4.02560674],[-0.62181592 -0.80026408],[7.30994359 7.15507364],[ 0.21930348 -0.35673673],[3.93052657 5.36073338],[0.58243563 0.8752696 ],[10.20929487  9.14921747],[0.61387217 0.512757  ],[5.71900022 4.22942525],[0.70265485 1.25842459],[5.70811092 5.90395589],[-0.8171416  -0.81537097],[3.47980109 4.51135734],[ 0.25308743 -0.28350868],[6.93182574 5.45340602],[1.30132008 1.42574546],[7.77264355 9.21515879],[0.76821586 0.14251464],[4.25444095 4.22940907],[0.23513399 0.22425344],[4.33715262 4.18108614],[0.45881574 0.64631703],[3.51486561 4.19001772],[-1.38485879 -0.79111047],[4.44426818 6.37726999],[0.62720299 0.78813364],[6.60192299 6.01254067],[1.15322061 0.8806933 ],[5.58018055 4.54350042],[1.30885876 1.12820476],[6.89473395 5.91841656],[1.34411146 1.59536268],[6.90370142 7.23100256],[0.3514406  0.29218972],[3.25367379 4.06321337],[0.02916023 0.48807604],[3.1974198  3.17330739],[ 0.15858466 -0.37358914],[5.24710531 5.5680033 ],[0.50189052 0.21693993]
[5.49326257 6.00963254],[-0.5288645  -0.50070538],[2.21337839 1.41756848],[-1.04913825 -0.94932598],[1.45013516 4.02736232],[0.6088823  0.65179223],[7.90637169 6.95560548],[0.51963029 0.92428585],[6.48468363 7.26200133],[1.09140157 0.16576188],[6.09361569 3.82035943],[1.04336709 0.40034996],[5.39081473 5.19799919],[0.38110222 0.13477148],[4.63528216 4.89442327],[1.29159598 1.21863172],[5.00988304 5.96289274],[1.30861605 0.73629197],[3.66526942 3.75291327],[0.33347536 0.17170364],[8.19465907 5.79736687],[-0.13942273  0.49877163],[7.73972222 7.648484  ],[0.37367712 0.52034323],[4.13458111 3.95774669],[-0.79311034 -0.9722699 ],[7.31909169 7.10458529],[-0.10990932 -0.72266289],[3.97947087 5.43727339],[0.47674265 0.73753092],[10.26599925  9.19698611],[0.60416766 0.52567592],[5.80273029 4.36573996],[0.65403152 1.16150167],[5.6386547  5.83441142],[-0.45594567 -0.45953128],[3.52485411 4.4992085 ],[0.64285456 0.03867486],[7.05364517 5.58797153],[1.07467433 1.20617845],[7.84837551 9.22511153],[0.73126719 0.04337398],[4.26627653 4.24011658],[0.11074891 0.09902738],[4.38601476 4.24920088],[0.57771968 0.77365424],[3.37406518 4.1026596 ],[-1.2874862  -0.80572887],[4.51927743 6.46577197],[0.82263668 0.93018827],[6.69350557 6.07824932],[0.59561725 0.34591627],[5.68567544 4.63337428],[0.83022273 0.69160779],[7.0396015 6.084834 ],[1.24838799 1.43837008],[6.92961583 7.25028374],[0.20477846 0.13116248],[3.25715731 4.11330351],[0.21880802 0.69068721],[3.23529814 3.15579407],[ 0.50204171 -0.07274911],[5.28132555 5.57203703],[0.36926938 0.04994741]
[5.42078696 5.93931361],[-0.83947742 -0.82482301],[2.11416644 1.32887623],[-0.97203977 -0.86144759],[1.52261883 4.10089881],[0.81345922 0.79152887],[7.94723557 7.0379113 ],[0.12314181 0.55510664],[6.57558171 7.25864706],[1.0008988  0.04148221],[6.18133641 3.84627817],[0.91085826 0.31594258],[5.45268351 5.2348214 ],[0.88392838 0.63076811],[4.76898947 5.02135793],[1.30090825 1.23738136],[5.12052436 6.01754212],[1.07571804 0.51307735],[3.70927822 3.78000131],[0.47273093 0.29610798],[8.17378672 5.84567743],[-0.28271935  0.46317835],[7.8084196  7.73184553],[0.65991975 0.80509112],[4.09382186 3.89922871],[-0.12941798 -0.31062369],[7.29003565 7.01402597],[-0.41422459 -1.02660117],[4.02491781 5.50730046],[0.61993874 0.85063447],[10.30727854  9.23154219],[0.21951341 0.16292043],[5.8685551  4.48226699],[0.88902182 1.39004296],[5.5557814  5.75091126],[-1.22378078 -1.23234255],[3.58001724 4.49073168],[ 0.61587821 -0.05505144],[7.15207999 5.70034796],[0.8797228  1.02973912],[7.93196617 9.23717787],[0.85990653 0.11771511],[4.29654946 4.26917112],[0.49329141 0.48070776],[4.45021165 4.33316005],[1.02573978 1.22138571],[3.26929158 4.04347481],[-0.81223072 -0.3723601 ],[4.6213809  6.57574244],[1.30896838 1.35789871],[6.75294415 6.11283686],[0.56741164 0.3201257 ],[5.77276004 4.70820585],[0.80804037 0.69968653],[7.16408143 6.22680324],[1.02312324 1.1901352 ],[6.94128338 7.25377822],[0.29890798 0.20885577],[3.29319874 4.19595531],[0.32402435 0.78150445],[3.27597345 3.13683761],[ 0.46360496 -0.15530921],[5.31619791 5.57314011],[0.50725663 0.15127726]
