[5.80503326 2.80686357],[ 4.22141962 -3.89122168],[5.79654822 7.07584654],[ 0.53870353 -2.12637513],[0.78121514 0.16725332],[ 0.05268639 -2.04573964],[6.40563389 4.11992662],[-2.25903668  3.42049617],[9.58348262 7.70907276],[3.02735207 3.32920425],[5.04498543 3.37363073],[-2.7158341   1.12647029],[6.13868955 0.61834098],[ 0.21331384 -1.16054558],[9.05294954 0.85092044],[-1.50460967  4.49169326],[2.4350711  2.74879049],[1.39984726 3.50086995],[4.5530903 3.6786744],[-4.91157399 -3.07859411]
[6.2043783  3.85723886],[-0.47288661  0.84953669],[4.96764305 1.04758414],[-0.99208418 -0.22675369],[5.93037467 0.77112432],[0.67632489 0.78046433],[2.44418274 1.6974483 ],[ 0.27054876 -0.89016801],[6.37184049 4.60872174],[ 0.72538613 -0.3752252 ],[4.04588378 5.10832737],[0.92956961 0.19013135],[2.22699494 2.17722786],[0.07424018 1.04834603],[2.85178338 3.67570891],[-0.51370306 -0.83092146],[6.27428512 3.26789636],[ 0.12656462 -1.05142941],[5.36848543 0.60067081],[0.89448299 0.45825101]
[6.15520177 3.94105458],[-0.51439209  0.82251704],[4.86847548 1.0272193 ],[-0.99338895 -0.1829084 ],[5.99622267 0.85129335],[0.63852272 0.82047191],[2.47443374 1.60933641],[ 0.33522127 -0.87085625],[6.4433339 4.5680884],[ 0.70413939 -0.43716915],[4.14029705 5.12466648],[0.95626296 0.13496771],[2.23769828 2.28232759],[0.13845143 1.05172621],[2.80290013 3.59150562],[-0.46416142 -0.85329076],[6.28485627 3.16267856],[ 0.08353354 -1.05404155],[5.45680413 0.64887968],[0.87182206 0.50589775]
[6.10178247 4.02192428],[-0.5560422  0.7922972],[4.76913744 1.01112341],[-0.99446548 -0.1404132 ],[6.05818226 0.93526905],[0.59939388 0.8573737 ],[2.51111705 1.52325961],[ 0.39849447 -0.85002927],[6.51228927 4.52102143],[ 0.67632548 -0.50212084],[4.23697013 5.13524674],[0.97749909 0.07766612],[2.25439586 2.38717939],[0.19673092 1.04617299],[2.75857255 3.50467309],[-0.42266949 -0.88344916],[6.29112375 3.05728291],[ 0.04194525 -1.05370153],[5.54278665 0.70181248],[0.84983053 0.55481197]
[6.04435925 4.099771  ],[-0.5905171   0.76596586],[4.66998136 0.99949658],[-0.99112055 -0.09475384],[6.11600585 1.02261309],[0.55677752 0.88876565],[2.55435408 1.43966264],[ 0.46460411 -0.82290345],[6.57872935 4.46794323],[ 0.65069156 -0.56036182],[4.33505306 5.13955336],[0.98353942 0.00822966],[2.27717524 2.4915772 ],[0.25350175 1.03616888],[2.71885068 3.41531396],[-0.37422994 -0.90604363],[6.29357344 2.95228919],[ 0.00490347 -1.0482937 ],[5.62652978 0.75962753],[0.82449198 0.60092614]
[5.98335858 4.17467846],[-0.62960195  0.73153271],[4.57073261 0.99190848],[-0.99139271 -0.05487429],[6.16991315 1.11331489],[0.51653819 0.91992698],[2.60331986 1.35811883],[ 0.51504683 -0.80668172],[6.64245055 4.40914275],[ 0.62276797 -0.61566648],[4.43394093 5.13725447],[ 0.99657081 -0.05105051],[2.30532351 2.59458791],[0.30657116 1.02109022],[2.68371933 3.32349397],[-0.32641367 -0.92813543],[6.29215605 2.84771176],[-0.03267263 -1.04264944],[5.70789398 0.82222034],[0.7979487  0.64600124]
[5.91848602 4.24601251],[-0.66510797  0.69729724],[4.47204098 0.98882196],[-0.98135168 -0.00596482],[6.21955731 1.20676495],[0.47358987 0.9458078 ],[2.65764473 1.2787756 ],[ 0.57009926 -0.78065903],[6.70292102 4.34463707],[ 0.58548067 -0.6745798 ],[4.53389554 5.1290398 ],[ 1.00039374 -0.11459364],[2.33854318 2.69580772],[0.35825202 1.0036844 ],[2.65381723 3.22994977],[-0.27228237 -0.9432625 ],[6.28687828 2.74362986],[-0.07323929 -1.03913744],[5.78610151 0.88879859],[0.76766889 0.68686555]
[5.8503303  4.31401345],[-0.69872963  0.6614139 ],[4.37400535 0.99021993],[-0.97918301  0.03359354],[6.2645742 1.3023498],[0.42464233 0.96338313],[2.7173971  1.20221488],[ 0.62369334 -0.75089185],[6.75958425 4.27447139],[ 0.5486809  -0.72675805],[4.634093   5.11454895],[ 1.00380255 -0.17403246],[2.37707102 2.79536415],[0.41235657 0.98725851],[2.62913429 3.13474559],[-0.22104844 -0.9601426 ],[6.27795357 2.64034087],[-0.11028995 -1.03163579],[5.86156542 0.95971929],[0.73672506 0.72645513]
[5.77903585 4.37847427],[-0.73270393  0.62166707],[4.27623119 0.99548728],[-0.97446846  0.07306507],[6.30481521 1.39970921],[0.38308155 0.98609423],[2.78228717 1.12867909],[ 0.67516145 -0.71785448],[6.81256734 4.1994064 ],[ 0.50912519 -0.77529317],[4.73434252 5.09408835],[ 1.00094425 -0.23450313],[2.42092315 2.8931212 ],[0.4690092  0.97198964],[2.60953279 3.03790049],[-0.1716821  -0.97706885],[6.26523456 2.53775859],[-0.14577008 -1.02166983],[5.93365849 1.03427529],[0.70518356 0.76445789]
[5.70442555 4.43886188],[-0.76098519  0.58399509],[4.17948705 1.00516922],[-0.95940026  0.1213288 ],[6.34108084 1.4993421 ],[0.34102755 1.00470171],[2.85219664 1.05859157],[ 0.72258109 -0.68341618],[6.86115107 4.11938048],[ 0.46368065 -0.82295105],[4.83423039 5.06776822],[ 0.99582852 -0.29185041],[2.47045732 2.98927568],[0.52240551 0.9517518 ],[2.5951787  2.93977275],[-0.11622389 -0.98594807],[6.24901625 2.43623936],[-0.18028406 -1.01035545],[6.002306  1.1122808],[0.66745667 0.795064  ]
[5.62712138 4.4954425 ],[-0.78889805  0.5432198 ],[4.08395608 1.01930652],[-0.9478717   0.16441581],[6.3732419 1.6007665],[0.3016913  1.02257885],[2.92654272 0.99191505],[ 0.76589745 -0.6476534 ],[6.90516279 4.03489842],[ 0.41580168 -0.86634976],[4.93338922 5.03577511],[ 0.98559461 -0.34883811],[2.52490067 3.08294517],[0.56798205 0.9232116 ],[2.58602594 2.84052997],[-0.06394915 -0.99556669],[6.22956088 2.33607117],[-0.21052434 -0.99472789],[6.06715885 1.19326087],[0.63212885 0.82675194]
[5.54688405 4.54761749],[-0.81698778  0.49853498],[3.98986478 1.03795582],[-0.93467917  0.20749393],[6.401213   1.70354955],[0.25573367 1.03060702],[3.00543448 0.92930134],[ 0.81094356 -0.60470792],[6.94436296 3.94638617],[ 0.36926361 -0.90185537],[5.03126324 4.99808303],[ 0.96957587 -0.40645116],[2.58402299 3.17387383],[0.61457504 0.89550871],[2.58238988 2.74072122],[-0.00896805 -1.00029157],[6.2068633  2.23725859],[-0.24315042 -0.98123745],[6.12822202 1.27707811],[0.59121389 0.85138038]
[5.46395403 4.59524933],[-0.84045843  0.45471064],[3.8968312  1.06052324],[-0.92379405  0.24555913],[6.42482976 1.80724549],[0.21716502 1.04315923],[3.08870379 0.87112877],[ 0.85343867 -0.55882375],[6.97857647 3.85429952],[ 0.31546081 -0.93832642],[5.12739355 4.95473684],[ 0.95135787 -0.46126674],[2.64790545 3.26212296],[0.66080279 0.86729115],[2.58437686 2.64068265],[ 0.04852275 -1.00017226],[6.18097968 2.13988766],[-0.27220555 -0.96387939],[6.18560386 1.36368431],[0.55653098 0.88047585]
[5.37901834 4.63867036],[-0.85547387  0.41601946],[3.80550074 1.0873971 ],[-0.89956556  0.29494445],[6.44456144 1.91198844],[0.17930554 1.05278744],[3.17590541 0.81749631],[ 0.89006875 -0.51351171],[7.00726749 3.75875213],[ 0.26036593 -0.96963884],[5.22143802 4.90589786],[ 0.92846316 -0.51577449],[2.71620452 3.34735535],[0.70447045 0.83678615],[2.5921217  2.54078537],[ 0.10620327 -0.99743357],[6.1524978  2.04453448],[-0.30110031 -0.9468577 ],[6.23928525 1.45286647],[0.51607387 0.9018493 ]
[5.29269699 4.6781979 ],[-0.87174126  0.37325748],[3.71628444 1.11881598],[-0.88146376  0.33636555],[6.46010517 2.01713421],[0.13335358 1.05159231],[3.26683911 0.76872457],[ 0.93011614 -0.45947561],[7.03082415 3.66071729],[ 0.20860652 -0.9924352 ],[5.31309419 4.85175635],[ 0.90356326 -0.5673198 ],[2.78843355 3.42912889],[0.74081791 0.79958332],[2.60551465 2.44118468],[ 0.1608945  -0.99471605],[6.12073175 1.95052496],[-0.332651 -0.931681],[6.28903671 1.54421305],[0.47817712 0.92387409]
[5.20477158 4.71331466],[-0.8880497   0.32718912],[3.6290392  1.15442148],[-0.86456778  0.37411874],[6.47118105 2.12219385],[0.0903976  1.05133374],[3.36156737 0.72543133],[ 0.96483454 -0.40513025],[7.048961   3.56040887],[ 0.15141856 -1.01552315],[5.40209544 4.79254242],[ 0.87747065 -0.61512957],[2.86430549 3.50722843],[0.77740719 0.76340262],[2.62420462 2.34187396],[ 0.21657808 -0.98722439],[6.08589473 1.85814495],[-0.36339674 -0.9151826 ],[6.33474341 1.63740827],[0.4341245  0.93788294]
[5.1149776  4.74339746],[-0.90707074  0.27452281],[3.54383569 1.19401455],[-0.84040292  0.41643747],[6.47804769 2.22718702],[0.04782751 1.04898652],[3.45966049 0.68773572],[ 0.99845364 -0.34646408],[7.06146019 3.45813122],[ 0.09861193 -1.02933679],[5.48864825 4.72896413],[ 0.85238394 -0.65681576],[2.94413597 3.58205587],[0.81166663 0.7258527 ],[2.64880615 2.24380054],[ 0.27641248 -0.97279302],[6.04821585 1.76766609],[-0.39065074 -0.89490734],[6.37588311 1.73178356],[0.39319557 0.95377062]
[5.02374389 4.76848764],[-0.9165516   0.22780061],[3.46109159 1.23775933],[-0.815425    0.45702296],[6.48064256 2.33181753],[0.00476708 1.04395982],[3.56058319 0.65563167],[ 1.02208734 -0.29287719],[7.06863062 3.35461267],[ 0.04147439 -1.04370435],[5.57233905 4.66110107],[ 0.82178345 -0.69932875],[3.02703913 3.65282635],[0.84535791 0.68879746],[2.67921556 2.14714771],[ 0.32987377 -0.96143056],[6.00749621 1.67892186],[-0.42484273 -0.88093438],[6.41332065 1.82801827],[0.35703685 0.97186023]
[4.93169089 4.78887926],[-0.92344825  0.18067538],[3.38106418 1.28564537],[-0.78379268  0.50161171],[6.47893381 2.43585312],[-0.0341665   1.04102347],[3.66368741 0.62891432],[ 1.04051804 -0.24037216],[7.07006908 3.24985594],[-0.01160141 -1.04986839],[5.6530579  4.58929984],[ 0.79157879 -0.7369918 ],[3.11320445 3.71985055],[0.87534588 0.64937477],[2.71497144 2.05184115],[ 0.38405471 -0.94520055],[5.96344302 1.59171476],[-0.45467246 -0.86161405],[6.44723049 1.92600679],[0.32363098 0.98980872]
[4.83885283 4.80430198],[-0.93323007  0.12737605],[3.30408001 1.33773825],[-0.75500939  0.54061622],[6.47367839 2.53977119],[-0.06942614  1.03836931],[3.76858375 0.60759363],[ 1.05312755 -0.18996262],[7.06604691 3.14448006],[-0.06919323 -1.05738538],[5.73045122 4.51363714],[ 0.75630684 -0.77556443],[3.20207746 3.78270799],[0.90041975 0.60631888],[2.75581286 1.95804049],[ 0.43178101 -0.93098956],[5.91645735 1.50651514],[-0.4858703  -0.84314449],[6.47758138 2.02541964],[0.28186156 0.99657727]
[4.74552885 4.81472018],[-0.93210814  0.08181711],[3.23020031 1.39380643],[-0.72103958  0.5817814 ],[6.46474191 2.64312345],[-0.11145392  1.02624752],[3.87448394 0.59117745],[ 1.06277155 -0.14005518],[7.05645089 3.03870683],[-0.12153976 -1.05662997],[5.80445418 4.43445297],[ 0.72167744 -0.80955456],[3.29348117 3.84134756],[0.92732787 0.5665098 ],[2.80169726 1.86615455],[ 0.48654751 -0.90544672],[5.8666734  1.42351314],[-0.50767181 -0.81483667],[6.50380187 2.12547045],[0.24262159 1.00408975]
[4.65223058 4.82038012],[-0.93646778  0.0281026 ],[3.15990678 1.45402798],[-0.68621812  0.62069361],[6.45184283 2.74541854],[-0.14772174  1.01795352],[3.98122136 0.57974789],[ 1.07286387 -0.08722574],[7.04179837 2.93327024],[-0.1751052  -1.05536014],[5.87510895 4.35217033],[ 0.69171537 -0.83523616],[3.38755174 3.89607607],[0.95281027 0.52718006],[2.85266866 1.77663481],[ 0.53526251 -0.88182069],[5.81467893 1.34330855],[-0.53249409 -0.78950482],[6.52614183 2.22620241],[0.20240787 1.00843451]
[4.55831849 4.82027823],[-0.94347502 -0.03245122],[3.09326003 1.51813637],[-0.64500483  0.662609  ],[6.43543952 2.84687652],[-0.17960289  1.01141   ],[4.08883465 0.57361748],[ 1.07931647 -0.03509002],[7.02180687 2.82809732],[-0.22324592 -1.04646331],[5.94240933 4.2671287 ],[ 0.65499499 -0.8643274 ],[3.48373787 3.94652459],[0.97318283 0.48440688],[2.90851116 1.68969016],[ 0.58088421 -0.85702198],[5.76006986 1.26552889],[-0.55726035 -0.76363702],[6.54440754 2.32723118],[0.16220578 1.01100975]
[4.46405747 4.81425708],[-0.94135308 -0.08804224],[3.03061125 1.58613568],[-0.60831854  0.69643003],[6.41573593 2.94743224],[-0.21059533  1.00306926],[4.1968501  0.57257132],[1.08217198 0.01569006],[6.9971352  2.72398838],[-0.27147842 -1.03688281],[6.00622598 4.17952581],[ 0.6237493  -0.88487387],[3.58187189 3.99270002],[0.98915927 0.43906404],[2.96914369 1.60567026],[ 0.63403796 -0.82044934],[5.7029284  1.19030479],[-0.5836095  -0.73887084],[6.55853543 2.42831339],[0.11930336 1.00927489]
[4.37002481 4.8025165 ],[-0.93772021 -0.14568583],[2.97208957 1.65778804],[-0.56352959  0.73457718],[6.392729   3.04682288],[-0.24810425  0.9858812 ],[4.30502933 0.57658784],[1.08093668 0.06444252],[6.96789272 2.62113622],[-0.31128536 -1.0182105 ],[6.06703909 4.0901144 ],[ 0.5917419  -0.90374591],[3.6819197 4.0347559],[1.01226732 0.40308323],[3.03498323 1.52539737],[ 0.68235338 -0.78466342],[5.64316465 1.11759616],[-0.61014666 -0.7137501 ],[6.56847418 2.52924553],[0.07959019 1.00921959]
[4.27670236 4.78519456],[-0.9268406  -0.19921309],[2.917736   1.73275226],[-0.52332403  0.76429275],[6.3664856  3.14490594],[-0.27812042  0.97396995],[4.41297747 0.58545219],[1.07930075 0.11429824],[6.93485282 2.52030691],[-0.35089239 -0.99988311],[6.12436729 3.99866075],[ 0.55565757 -0.9241144 ],[3.78387052 4.07295336],[1.02493511 0.35939155],[3.10563929 1.44890776],[ 0.72743911 -0.74769898],[5.58088352 1.04756013],[-0.63838696 -0.68983262],[6.57464253 2.63027109],[0.04534798 1.01231187]
[4.18433334 4.76224192],[-0.91895455 -0.25880413],[2.86746819 1.81056535],[-0.47974657  0.79362423],[6.3369459  3.24139971],[-0.31260235  0.95572102],[4.52049966 0.59911608],[1.07060976 0.15849801],[6.89767436 2.42114348],[-0.39250676 -0.98320489],[6.17800004 3.90520758],[ 0.51573916 -0.94574677],[3.88687203 4.10665671],[1.03380033 0.31357643],[3.18030351 1.37584027],[ 0.76490398 -0.71385091],[5.5158734 0.9800382],[-0.65905348 -0.65782727],[6.57729846 2.73137408],[0.00672167 1.00840307]
[4.09331309 4.73374168],[-0.90094173 -0.31104868],[2.82202063 1.89156669],[-0.43067476  0.82422001],[6.30424003 3.33625952],[-0.34462471  0.93797232],[4.62730677 0.61740192],[1.06537826 0.20721126],[6.85645091 2.32378236],[-0.43050473 -0.96259163],[6.22732199 3.80942602],[ 0.47409137 -0.96606062],[3.99057705 4.13565393],[1.04269331 0.2691821 ],[3.25857911 1.30623988],[ 0.80486464 -0.67317531],[5.44875343 0.91569506],[-0.68314708 -0.62881977],[6.57624934 2.83214505],[-0.0297014   1.00462045]
[4.00380296 4.69959223],[-0.88645811 -0.36959966],[2.78146737 1.97540115],[-0.38078158  0.85143586],[6.26819866 3.42913334],[-0.37208407  0.92320603],[4.7333514  0.64038587],[1.05466776 0.25168576],[6.81124024 2.22830531],[-0.47249475 -0.94565108],[6.272941   3.71218487],[ 0.43838713 -0.97841347],[4.09520537 4.16035816],[1.04885298 0.22429886],[3.34109676 1.24117859],[ 0.84440252 -0.62843191],[5.37946702 0.8545184 ],[-0.70440555 -0.59652126],[6.57125857 2.932158  ],[-0.07027984  0.99517675]
[3.91599028 4.65969421],[-0.86613277 -0.42500588],[2.74588503 2.0617358 ],[-0.32805173  0.8773072 ],[6.22946139 3.52045641],[-0.40424978  0.90139874],[4.83841417 0.66795126],[1.04624461 0.29945837],[6.7623551  2.13505658],[-0.5064572  -0.92069881],[6.31465851 3.61347957],[ 0.39666094 -0.99456355],[4.20041772 4.18063796],[1.0564917  0.18289421],[3.42712058 1.18035946],[ 0.87281868 -0.59056885],[5.30815994 0.79670007],[-0.72390528 -0.56198551],[6.56227743 3.03122322],[-0.10805018  0.98711215]
[3.83055097 4.61449397],[-0.84148634 -0.47805964],[2.71524765 2.15012217],[-0.28241564  0.89217493],[6.18739587 3.60941482],[-0.43623272  0.87841136],[4.94236993 0.70008248],[1.03459792 0.34498015],[6.71014242 2.04435466],[-0.53975531 -0.89536725],[6.35247932 3.51353922],[ 0.35785964 -1.00576806],[4.30579129 4.19626726],[1.05453053 0.1334218 ],[3.51621971 1.12375524],[ 0.91014469 -0.53978186],[5.23501056 0.74246865],[-0.74111929 -0.52462732],[6.54921988 3.12910973],[-0.15205836  0.97150628]
[3.74796353 4.5642948 ],[-0.81129178 -0.52712772],[2.68997977 2.24059636],[-0.22491366  0.91455891],[6.14197522 3.69584861],[-0.47108117  0.85112096],[5.04495599 0.73660282],[1.0162822 0.3844778],[6.65451914 1.95609997],[-0.57445718 -0.87149053],[6.38638254 3.41254351],[ 0.31940628 -1.01470221],[4.41158097 4.2076694 ],[1.05922347 0.09313667],[3.60834868 1.07173789],[ 0.93315286 -0.499298  ],[5.15984971 0.69170652],[-0.76238874 -0.49092421],[6.53214101 3.22574335],[-0.19019335  0.96028077]
[3.66820572 4.50892372],[-0.78497648 -0.58162928],[2.67029821 2.33291854],[-0.16953556  0.93044349],[6.09349968 3.77989778],[-0.49922559  0.8287298 ],[5.1453475  0.77668033],[0.99268231 0.41803786],[6.59534505 1.87016088],[-0.60934756 -0.8476875 ],[6.41645993 3.31076135],[ 0.28503152 -1.01788148],[4.51761517 4.21495625],[1.05872732 0.05028179],[3.70295097 1.02411645],[ 0.95842273 -0.4529794 ],[5.08271628 0.64448402],[-0.77938363 -0.45263047],[6.51113671 3.32106131],[-0.23054377  0.94513644]
[3.59098871 4.44793194],[-0.75736181 -0.63631918],[2.65594652 2.42643   ],[-0.11614354  0.94061651],[6.04229675 3.86169521],[-0.52592004  0.80575112],[5.24342756 0.82013075],[0.96942448 0.45134861],[6.53282248 1.78674046],[-0.64152368 -0.82123502],[6.44310323 3.20870956],[ 0.24706947 -1.02369228],[4.6234755  4.21793626],[1.05892708 0.01024489],[3.80001064 0.98124106],[ 0.98363547 -0.40298504],[5.00381871 0.60104397],[-0.79886338 -0.41649148],[6.48633188 3.41500866],[-0.26824723  0.9307298 ]
[3.51698761 4.38188054],[-0.72386908 -0.68590934],[2.6475876 2.521393 ],[-0.05448801  0.95443392],[5.98810878 3.94078394],[-0.55925762  0.77434309],[5.33931925 0.86703542],[0.94708364 0.48538606],[6.466655   1.70553576],[-0.68016512 -0.80124362],[6.46596503 3.10616909],[ 0.20750556 -1.02946989],[4.72942053 4.21712962],[ 1.05915439 -0.02664858],[3.89953128 0.94350555],[ 1.00602721 -0.35180846],[4.92331935 0.56157701],[-0.80953825 -0.37122294],[6.45749209 3.50716873],[-0.31014356  0.91058116]
[3.44660045 4.31111758],[-0.68252835 -0.72793031],[2.64538807 2.61750315],[0.00930998 0.96584653],[5.9306904 4.0167513],[-0.58978018  0.74401835],[5.43282124 0.9171774 ],[0.92296826 0.51736504],[6.39696594 1.62666607],[-0.71344949 -0.77611259],[6.48462985 3.00292886],[ 0.16837231 -1.03251289],[4.83506828 4.21245811],[ 1.05174193 -0.06854453],[4.00113083 0.91091504],[ 1.02389504 -0.30147335],[4.84150108 0.52641163],[-0.82440073 -0.32969702],[6.42469597 3.59746482],[-0.34616929  0.89452602]
[3.38034257 4.23614977],[-0.64146621 -0.77013742],[2.64914073 2.71412197],[0.06683744 0.96715779],[5.87047983 4.08984702],[-0.61467563  0.71728228],[5.52398167 0.97058046],[0.89879552 0.5492007 ],[6.32423933 1.55057685],[-0.73931679 -0.7440631 ],[6.49958461 2.89965097],[ 0.13150131 -1.03207862],[4.94003255 4.20375347],[ 1.0450187  -0.10761274],[4.10406228 0.88305503],[ 1.03100219 -0.25927776],[4.75846219 0.49568317],[-0.83623531 -0.28476759],[6.38832781 3.68606809],[-0.38154051  0.87682971]
[3.31809322 4.15688806],[-0.60076215 -0.81212787],[2.65913559 2.81116878],[0.13203562 0.97203498],[5.80776742 4.16014883],[-0.64092861  0.6870506 ],[5.61281129 1.0272553 ],[0.87353615 0.5799696 ],[6.24905658 1.47779356],[-0.76463829 -0.71205848],[6.51110186 2.79670532],[ 0.09616637 -1.0293736 ],[5.04421399 4.19114081],[ 1.03858979 -0.14411599],[4.20752535 0.85929941],[ 1.03816407 -0.21560206],[4.67429202 0.46951428],[-0.84780404 -0.23932889],[6.34823062 3.77260515],[-0.42021907  0.85377373]
[3.26026279 4.07381586],[-0.55778201 -0.85094714],[2.67509073 2.90796106],[0.18708356 0.96351776],[5.74250395 4.22739587],[-0.66450283  0.65737407],[5.69904089 1.08692462],[0.85093748 0.6132392 ],[6.17139449 1.40823287],[-0.78345531 -0.67414429],[6.51893507 2.69394943],[ 0.06159893 -1.02458151],[5.14793663 4.17522385],[ 1.03198368 -0.1775579 ],[4.31160474 0.83991193],[ 1.04171021 -0.17362421],[4.58912082 0.44804841],[-0.85694384 -0.19135421],[6.30437081 3.8568438 ],[-0.45272183  0.83483654]
[3.2065984 3.9868062],[-0.51520353 -0.88851735],[2.69687101 3.00408306],[0.24541662 0.95546149],[5.6746777 4.291361 ],[-0.69131464  0.62227323],[5.78285856 1.14977012],[0.82557656 0.6437681 ],[6.09181776 1.34240951],[-0.81035409 -0.64477862],[6.5232555 2.5916589],[ 0.02428062 -1.02151582],[5.25072464 4.15581819],[ 1.02240901 -0.21150787],[4.41604415 0.82481192],[ 1.04541582 -0.1297645 ],[4.50290164 0.43122989],[-0.86563791 -0.14328026],[6.25713604 3.93893953],[-0.49102897  0.807656  ]
[3.15762753 3.89656564],[-0.46617898 -0.91794127],[2.72426806 3.09906233],[0.30111057 0.94245715],[5.60410228 4.35163286],[-0.71844317  0.58451891],[5.8638931  1.21541446],[0.79776155 0.67165674],[6.00976728 1.27970242],[-0.8340308  -0.61292311],[6.52389463 2.4898002 ],[-0.01035163 -1.01438827],[5.35226296 4.13283221],[ 1.00790931 -0.24831622],[4.52062154 0.81394079],[ 1.0477252  -0.08571352],[4.41599342 0.41938937],[-0.87391515 -0.09507926],[6.20614076 4.0182823 ],[-0.52871668  0.77897858]
[3.11349302 3.80341774],[-0.41301588 -0.94120179],[2.7571489  3.19255865],[0.35627281 0.92692603],[5.53105954 4.40825438],[-0.74215159  0.54777667],[5.9423909  1.28408608],[0.77122029 0.70071181],[5.92548533 1.22027709],[-0.85122298 -0.57535505],[6.52105147 2.38868124],[-0.04599215 -1.00724917],[5.45232185 4.10622992],[ 0.99312659 -0.28352427],[4.62561269 0.80778063],[ 1.05419283 -0.03498365],[4.32831205 0.4123751 ],[-0.87617507 -0.04180298],[6.15132712 4.094599  ],[-0.56431906  0.75015717]
[3.07495628 3.7082934 ],[-0.35821689 -0.96145441],[2.79542142 3.28428048],[0.40656977 0.90476756],[5.45565177 4.46108058],[-0.76458386  0.50979568],[6.01801177 1.35542808],[0.74105296 0.72588807],[5.83933203 1.16442277],[-0.86839362 -0.53843013],[6.5144075  2.28812297],[-0.08555953 -1.00237012],[5.55100611 4.0763202 ],[ 0.98054746 -0.31422198],[4.73068055 0.80624989],[1.04666997 0.00387979],[4.24041466 0.41067293],[-0.88347497  0.00575778],[6.0928182 4.1677735],[-0.60490878  0.71387688]
[3.04195299 3.61128703],[-0.30217993 -0.97867368],[2.83895664 3.37395352],[0.46885644 0.89311907],[5.3777412  4.50971635],[-0.79341757  0.46258752],[6.090447   1.42910515],[0.7063247  0.74622766],[5.75194644 1.11273492],[-0.88136287 -0.49747498],[6.50415866 2.18847052],[-0.11904302 -0.99015197],[5.64816925 4.04319808],[ 0.96242057 -0.34825109],[4.8351395  0.80878941],[1.04136018 0.04592363],[4.15196328 0.41380871],[-0.88427295  0.05797174],[6.03043639 4.23737867],[-0.64145184  0.67904275]
[3.01420492 3.51233338],[-0.25151103 -0.99863281],[2.88852959 3.46215426],[0.52062089 0.86880316],[5.29703205 4.55355153],[-0.81964492  0.41466289],[6.15952067 1.50491577],[0.67705892 0.77178216],[5.66283532 1.06468127],[-0.89845671 -0.46141021],[6.49047802 2.08999887],[-0.15684044 -0.98124913],[5.74318141 4.00640931],[ 0.93835684 -0.38679475],[4.93907922 0.81562051],[1.03581521 0.08924589],[4.06400967 0.4226901 ],[-0.87527241  0.1190682 ],[5.9648558  4.30381342],[-0.6758652   0.64346084]
[2.99193751 3.4119291 ],[-0.19296856 -1.00819863],[2.94341487 3.54800916],[0.57555125 0.84666537],[5.21424616 4.59298345],[-0.83641966  0.37323315],[6.22547233 1.58307105],[0.64313136 0.79238055],[5.57250295 1.02069828],[-0.90752259 -0.41767086],[6.47267989 1.9921936 ],[-0.19844251 -0.97389886],[5.83553989 3.96557033],[ 0.91087397 -0.42767894],[5.04247432 0.82687505],[1.03117803 0.13525934],[3.97679141 0.43746408],[-0.87000246  0.17511435],[5.89541671 4.36612188],[-0.7112351   0.60387055]
[2.97511367 3.31028511],[-0.14196696 -1.02239142],[3.00342357 3.63124645],[0.62575471 0.81924076],[5.12943595 4.62777301],[-0.85774844  0.32402798],[6.28806243 1.66330356],[0.60909124 0.81258872],[5.48090053 0.98070182],[-0.92257825 -0.38050118],[6.4511453  1.89562775],[-0.23161549 -0.95665982],[5.92542053 3.92099525],[ 0.88677157 -0.46343368],[5.1451335  0.84255364],[1.02113684 0.17756995],[3.89014737 0.45777274],[-0.86096442  0.23254678],[5.82255868 4.4244279 ],[-0.74354874  0.56409085]
[2.96336774 3.20738711],[-0.09277534 -1.03460956],[3.06812532 3.71140749],[0.66872166 0.78455175],[5.0428827  4.65786999],[-0.87288059  0.27784692],[6.34727086 1.74556495],[0.57693644 0.83434564],[5.38825478 0.94485693],[-0.93206892 -0.33823831],[6.42620543 1.80074373],[-0.26569819 -0.93937659],[6.01271627 3.87276843],[ 0.8598836 -0.5000218],[5.24658848 0.8623152 ],[1.00743931 0.2172722 ],[3.80507831 0.4843997 ],[-0.84095649  0.29908011],[5.74692446 4.47905204],[-0.77079555  0.52622546]
[2.95669642 3.10362351],[-0.03932148 -1.03875585],[3.13701543 3.78800845],[0.7069884 0.7455423],[4.95514031 4.68353097],[-0.88505588  0.23188166],[6.40307605 1.82979014],[0.53966407 0.85058313],[5.29468098 0.91323254],[-0.94104122 -0.29598402],[6.39814492 1.70791086],[-0.29979857 -0.92145745],[6.09732184 3.82098753],[ 0.83098375 -0.53648764],[5.3463788  0.88577817],[0.99009636 0.25379953],[3.72184255 0.51739446],[-0.82368847  0.36032727],[5.66835118 4.52950796],[-0.79921451  0.48378015]
[2.95507226 2.99933138],[ 0.00734972 -1.04582256],[3.20983428 3.86083938],[0.74793835 0.70981758],[4.86576727 4.70401075],[-0.90317025  0.17626181],[6.45512311 1.91559857],[0.50359028 0.86780037],[5.19992986 0.88550226],[-0.95349413 -0.25842739],[6.36602876 1.61632139],[-0.34193902 -0.90941795],[6.17898948 3.76562114],[ 0.80008492 -0.57275841],[5.44484491 0.9133726 ],[0.97565312 0.29463494],[3.64050178 0.55651863],[-0.80757414  0.41695135],[5.58707839 4.57568728],[-0.82395624  0.44159136]
