[5.43789295 1.81633312],[-1.56167376 -3.55592478],[9.05350995 6.70514605],[-2.46243412 -4.92482385],[0.21622598 8.18311529],[ 4.84086137 -3.95229892],[8.95451031 2.23292933],[-4.70766435  1.23746042],[3.25083639 8.04753335],[-3.19754649  2.37702519],[6.13606293 8.57415863],[ 2.7585082  -3.77124439],[2.7287606  3.04495899],[ 2.65819999 -4.41872647],[1.36078897 1.18427029],[-4.60936665 -1.20819751],[9.73806647 7.51423737],[-4.02287534  3.68049531],[3.39493903 5.85024387],[-1.30950974 -0.83157073]
[0.86935621 3.36122436],[0.48628341 0.94983099],[4.20240338 0.68759677],[-1.05904238  0.09348825],[4.95231277 3.12274499],[ 0.08546185 -0.99560366],[3.73212464 4.99266468],[-1.0451214   0.03874275],[1.63878306 4.52901612],[ 1.12286698 -0.11524919],[3.51429886 0.72086547],[-0.84154484 -0.22519717],[5.2474668  3.76155917],[-0.43486905  0.94797767],[2.30362497 5.04948157],[1.07037888 0.19319053],[3.08772415 5.71175997],[-0.89638013 -0.0782691 ],[4.43192179 1.25066485],[0.83378364 0.61120579]
[0.92079171 3.45546421],[0.54250941 0.9349663 ],[4.09665716 0.70057311],[-1.0575616   0.16356212],[4.9590232  3.02354763],[ 0.04678999 -0.99011689],[3.62785658 4.99459177],[-1.04019641e+00 -2.15828374e-04],[1.75178021 4.51634289],[ 1.13617357 -0.1375327 ],[3.42902555 0.70137235],[-0.86593342 -0.16686031],[5.20146041 3.85495506],[-0.48331331  0.9214888 ],[2.41095489 5.06641183],[1.077721   0.14763228],[2.99757908 5.70073788],[-0.90389341 -0.14024488],[4.51350494 1.31395336],[0.79699493 0.65368948]
[0.97760579 3.54795218],[0.59506095 0.91615625],[3.99093021 0.72015007],[-1.05688187  0.22679474],[4.96168843 2.92481228],[ 0.00609332 -0.98478954],[3.5240878  4.99259768],[-1.03577929 -0.04030488],[1.8655583  4.50131101],[ 1.13803779 -0.1635036 ],[3.34166832 0.68803965],[-0.88020203 -0.09884468],[5.15107359 3.94602124],[-0.52655251  0.89717112],[2.51903157 5.07900401],[1.08331467 0.10441457],[2.90692884 5.68354583],[-0.90747411 -0.2026013 ],[4.59126453 1.38136196],[0.75942389 0.69568419]
[1.03936088 3.63825884],[0.63885935 0.88905756],[3.88560427 0.74606053],[-1.04973174  0.29023657],[4.96011868 2.82654717],[-0.03747119 -0.98013669],[3.42065327 4.98643225],[-1.03235142 -0.08263516],[1.97948105 4.4839382 ],[ 1.13820134 -0.18516547],[3.25308514 0.68170548],[-0.89381198 -0.030429  ],[5.09624828 4.03439641],[-0.56644894  0.87326497],[2.62734409 5.08712286],[1.08476238 0.06049059],[2.81642946 5.66044484],[-0.90491435 -0.26235467],[4.66550726 1.45322482],[0.72364922 0.73972433]
[1.1054888  3.72590315],[0.68085377 0.86128495],[3.78089344 0.77789388],[-1.04363193  0.34599928],[4.95479891 2.72943234],[-0.07059122 -0.96378356],[3.31742117 4.97580306],[-1.02849955 -0.12632475],[2.09319173 4.46442709],[ 1.13490987 -0.20538338],[3.1633176  0.68232732],[-0.90443103  0.0395346 ],[5.03753006 4.12030671],[-0.60767311  0.84468276],[2.73544334 5.09065331],[1.07745215 0.01066849],[2.72628829 5.631299  ],[-0.89849472 -0.32164637],[4.73609451 1.52941168],[0.68564755 0.78144199]
[1.17567327 3.81069986],[0.72325176 0.83536298],[3.67716106 0.81533175],[-1.02760219  0.40525489],[4.94582855 2.63366982],[-0.10761451 -0.9500847 ],[3.21500576 4.96119078],[-1.02175367 -0.16785568],[2.20657363 4.44311921],[ 1.13170579 -0.22113686],[3.07246459 0.68978774],[-0.91032108  0.11149071],[4.97488401 4.2033992 ],[-0.64490894  0.81693082],[2.84320204 5.08972447],[ 1.07672501 -0.02957287],[2.63680403 5.59608065],[-0.88723733 -0.37915078],[4.80268573 1.60955687],[0.6441097  0.81922144]
[1.24975706 3.89264287],[0.76016391 0.8055985 ],[3.57533071 0.85873419],[-1.00915946  0.46170733],[4.93289239 2.5390966 ],[-0.15178624 -0.94162127],[3.11334122 4.94244548],[-1.00892485 -0.2044021 ],[2.3191952  4.41996246],[ 1.12384455 -0.23845452],[2.98132125 0.70460427],[-0.91358118  0.18308037],[4.90875107 4.28378796],[-0.68010417  0.78796025],[2.95057499 5.08463797],[ 1.07168961 -0.07083263],[2.54870346 5.55525951],[-0.87279792 -0.43555489],[4.86500472 1.69333186],[0.60477948 0.85856229]
[1.3276004 3.9717701],[0.79742038 0.77806897],[3.47537595 0.90753196],[-0.98920552  0.51400924],[4.9155478  2.44551517],[-0.19352392 -0.92810236],[3.01299658 4.92007913],[-0.99790874 -0.24294028],[2.43125219 4.39546845],[ 1.11464651 -0.25374672],[2.88997116 0.72648359],[-0.91225743  0.25479064],[4.83870951 4.36073904],[-0.71734597  0.75392484],[3.05736831 5.07549808],[ 1.06653651 -0.10901765],[2.46234672 5.5090137 ],[-0.8528535  -0.48805866],[4.92321029 1.78080338],[0.55890088 0.89018718]
[1.40927487 4.0483581 ],[0.83225475 0.75032778],[3.37742877 0.96129229],[-0.96844829  0.56154173],[4.89391691 2.35329019],[-0.23672165 -0.91370323],[2.91386129 4.89393189],[-0.98255641 -0.27775144],[2.54193586 4.36906031],[ 1.09919547 -0.2739824 ],[2.79916775 0.75570841],[-0.90503161  0.32754457],[4.76502169 4.43420836],[-0.75388592  0.71746411],[3.16350676 5.06257071],[ 1.05533701 -0.14993488],[2.37818884 5.45766569],[-0.83111378 -0.53980326],[4.97674511 1.87130071],[0.51313818 0.92080952]
[1.49344161 4.12129342],[0.84808257 0.7057432 ],[3.28205267 1.02005043],[-0.94060599  0.61129286],[4.86792936 2.26258461],[-0.2824357  -0.89941043],[2.81639708 4.86444457],[-0.96782358 -0.31313968],[2.65111324 4.34072331],[ 1.08415843 -0.29277285],[2.7089005  0.79172232],[-0.89997562  0.39182991],[4.68812118 4.50431696],[-0.78360874  0.68472669],[3.26821898 5.04534975],[ 1.04082346 -0.19225156],[2.29587377 5.40075511],[-0.81158515 -0.59486149],[5.02589482 1.9649663 ],[0.46900147 0.95121518]
[1.57947189 4.19014538],[0.87040217 0.6695758 ],[3.18946163 1.08354908],[-0.91250467  0.65662651],[4.83805835 2.17409816],[-0.31641164 -0.87163968],[2.72045487 4.83144464],[-0.95096795 -0.34681134],[2.75902335 4.31082402],[ 1.0683071  -0.31081755],[2.61956694 0.83424498],[-0.88459926  0.4595571 ],[4.60851305 4.57126816],[-0.80954324  0.65285321],[3.37164909 5.02417815],[ 1.03020592 -0.22812189],[2.21602664 5.3388308 ],[-0.7827791  -0.64095902],[5.07017366 2.06112963],[0.41773228 0.97289028]
[1.66774947 4.25549985],[0.89584833 0.63866729],[3.09972176 1.15139356],[-0.88160751  0.70021623],[4.80414548 2.08783622],[-0.35960026 -0.85102062],[2.62639399 4.79527024],[-0.93075314 -0.37711886],[2.86515236 4.27894455],[ 1.05438789 -0.32643683],[2.53161113 0.88302981],[-0.87164317  0.5177129 ],[4.5261376  4.63471379],[-0.83600079  0.61755427],[3.47389301 4.99945217],[ 1.0158314  -0.26478525],[2.13929261 5.27254167],[-0.75226813 -0.68505075],[5.10953981 2.15958288],[0.36836574 0.99457288]
[1.75834825 4.31765853],[0.91668377 0.60551566],[3.01290082 1.2232091 ],[-0.85092329  0.73930399],[4.76582591 2.00366718],[-0.40748733 -0.8325783 ],[2.53412259 4.75582483],[-0.91535842 -0.41252512],[2.97002457 4.24571505],[ 1.04285925 -0.33807757],[2.44572254 0.93804344],[-0.84502146  0.58251836],[4.44144965 4.69482709],[-0.85488523  0.58722086],[3.57446851 4.97094735],[ 0.99607467 -0.30460585],[2.0657804  5.20204035],[-0.72060929 -0.72741246],[5.14402568 2.26015288],[0.32067492 1.0156551 ]
[1.85096734 4.37655775],[0.93410862 0.571298  ],[2.92899118 1.29857652],[-0.8266163   0.76803292],[4.72291481 1.92167966],[-0.44971338 -0.80582584],[2.4436978  4.71312092],[-0.89297636 -0.44128209],[3.07351373 4.21115681],[ 1.02882286 -0.35096092],[2.36262295 0.99932566],[-0.8191366   0.63973044],[4.35508705 4.75201306],[-0.87428175  0.55424415],[3.67301248 4.93849656],[ 0.97408291 -0.34482112],[1.9959559  5.12786531],[-0.67626441 -0.75625366],[5.17370976 2.36266394],[0.27115074 1.03221986]
[1.94537195 4.43219341],[0.95229312 0.54017736],[2.84801656 1.37713431],[-0.79482023  0.80061427],[4.67572163 1.84241916],[-0.49636538 -0.78123391],[2.35554078 4.6675802 ],[-0.87235571 -0.47171509],[3.1755484  4.17532032],[ 1.01520927 -0.3623347 ],[2.28213449 1.06599265],[-0.79149736  0.69156765],[4.26658608 4.80557955],[-0.89511333  0.51729401],[3.76919781 4.90194688],[ 0.94985833 -0.38563   ],[1.93014721 5.05043502],[-0.63724545 -0.78944822],[5.19812221 2.4664047 ],[0.21567356 1.04082711]
[2.04097932 4.48419924],[0.96243609 0.50284173],[2.77019698 1.45876004],[-0.76242507  0.83053378],[4.62372194 1.76560724],[-0.54362361 -0.75468314],[2.2696141  4.61915282],[-0.84650919 -0.49703322],[3.27635876 4.13855601],[ 0.99820713 -0.37565518],[2.20512268 1.13821677],[-0.75175193  0.74878817],[4.17608642 4.85541086],[-0.91434094  0.47947768],[3.86321027 4.86167042],[ 0.93066616 -0.41915118],[1.8678722 4.9693818],[-0.60656622 -0.82958948],[5.21711728 2.5710368 ],[0.16286461 1.05014438]
[2.13777356 4.53273893],[0.9731325  0.46801707],[2.69579289 1.5433995 ],[-0.72749737  0.85993491],[4.56735422 1.69191725],[-0.58600394 -0.72114439],[2.18605143 4.56797631],[-0.82561034 -0.52736368],[3.37523029 4.10022701],[ 0.98129991 -0.38867752],[2.13162312 1.21537326],[-0.71666368  0.79485214],[4.08336437 4.90102109],[-0.93753014  0.43481148],[3.95545951 4.81834407],[ 0.91145928 -0.44972652],[1.8094582  4.88518522],[-0.56520721 -0.85752444],[5.23056651 2.67624331],[0.1078712  1.05532612]
[2.23571674 4.57797588],[0.9863856  0.43784251],[2.62474864 1.63070349],[-0.69803814  0.88109028],[4.50667471 1.62160552],[-0.62996836 -0.68725365],[2.10467344 4.51384383],[-0.80271872 -0.55600774],[3.47287216 4.06112506],[ 0.96815214 -0.39654705],[2.06193463 1.29712686],[-0.6772793   0.83903605],[3.98874896 4.942451  ],[-0.95271528  0.39551881],[4.04565903 4.77196443],[ 0.88940401 -0.48056003],[1.75481606 4.79792161],[-0.52724906 -0.88694047],[5.23870807 2.78203554],[0.0565911  1.06153987]
[2.33471468 4.620042  ],[0.99302377 0.40321775],[2.5567069  1.72006203],[-0.66401585  0.90447054],[4.44174831 1.55492106],[-0.66556695 -0.64325898],[2.02550571 4.45675483],[-0.77912065 -0.58423328],[3.56856121 4.02062485],[ 0.94458835 -0.41459581],[1.99639398 1.38321341],[-0.63557034  0.87970342],[3.89307376 4.9803225 ],[-0.96057431  0.36192689],[4.13333061 4.72229178],[ 0.86192806 -0.51469034],[1.70430886 4.70814979],[-0.48208613 -0.90732467],[5.24168084 2.88825056],[0.00326281 1.0626561 ]
[2.43417461 4.65851557],[0.99617918 0.36649899],[2.49222451 1.81179235],[-0.62630337  0.92906993],[4.37336233 1.49281532],[-0.70271698 -0.59924097],[1.94908814 4.39723246],[-0.75020936 -0.60715339],[3.66219017 3.97861702],[ 0.92810432 -0.42533897],[1.9350209  1.47309246],[-0.59154051  0.91736397],[3.79641895 5.01456043],[-0.97192637  0.32313661],[4.21790852 4.6689491 ],[ 0.82971291 -0.55175961],[1.65829803 4.6163973 ],[-0.44204216 -0.93122474],[5.23918692 2.99431588],[-0.05335051  1.05800693]
[2.53410191 4.69353869],[1.0010621 0.3330474],[2.43123045 1.90558656],[-0.59287211  0.94718386],[4.30099221 1.43491202],[-0.74524272 -0.55929101],[1.87555692 4.33541229],[-0.72151817 -0.63032318],[3.75383981 3.93523205],[ 0.90534128 -0.4419027 ],[1.87827814 1.56670442],[-0.54255866  0.95475441],[3.69872222 5.04491365],[-0.9793264   0.28629179],[4.29956484 4.61230561],[ 0.80104524 -0.58306699],[1.61591519 4.52201852],[-0.40368098 -0.95390671],[5.23123292 3.09998716],[-0.10809547  1.05257618]
[2.6346561  4.72545289],[1.00877074 0.30442636],[2.37337339 2.00089556],[-0.56457087  0.95850444],[4.22429916 1.38097109],[-0.78468341 -0.51556159],[1.80478329 4.27115699],[-0.69212135 -0.65291094],[3.84332153 3.89031448],[ 0.88364657 -0.45705975],[1.82636807 1.66373853],[-0.49716546  0.98365201],[3.60038849 5.0716094 ],[-0.98754147  0.24710527],[4.37844267 4.55274141],[ 0.77354084 -0.61078161],[1.5776818  4.42580395],[-0.36466496 -0.97360398],[5.21813107 3.20528756],[-0.15446524  1.05212683]
[2.73573041 4.75435914],[1.01109163 0.27244159],[2.31838857 2.09731495],[-0.53523405  0.96959409],[4.14425375 1.33203235],[-0.81605883 -0.46303355],[1.7367809  4.20446936],[-0.66562421 -0.67850278],[3.9307169  3.84398899],[ 0.86501356 -0.46859596],[1.77855084 1.76303056],[-0.45959182  1.00134481],[3.50138472 5.09444026],[-0.99215364  0.20970934],[4.45446417 4.49042107],[ 0.74319065 -0.63892411],[1.54338188 4.32779008],[-0.32182279 -0.98670338],[5.20016252 3.31011806],[-0.20312924  1.04559668]
[2.83690068 4.78001468],[1.00760112 0.23605921],[2.26667119 2.19509953],[-0.50136555  0.98354717],[4.0608485  1.28814365],[-0.85183063 -0.41470176],[1.67176181 4.13555198],[-0.63661186 -0.70166059],[4.01609393 3.79638848],[ 0.84397683 -0.48182265],[1.73469747 1.86415319],[-0.41965201  1.01856906],[3.40194707 5.11348453],[-0.99631355  0.1711361 ],[4.52712071 4.42507178],[ 0.71190656 -0.66569297],[1.5133075  4.22852178],[-0.28132145 -0.99981201],[5.17727175 3.41405872],[-0.25340006  1.03401946]
[2.9376832  4.80201975],[1.00683556 0.20302443],[2.21787538 2.29375587],[-0.47201491  0.99192706],[3.97397178 1.24916635],[-0.88609177 -0.36551057],[1.60951018 4.06418496],[-0.60478004 -0.72198603],[4.09956633 3.74770764],[ 0.82699714 -0.49012775],[1.69473132 1.96677728],[-0.37612331  1.03696741],[3.30197031 5.12844996],[-1.00350271  0.12745141],[4.59660912 4.35712778],[ 0.67752156 -0.6931338 ],[1.48738531 4.1281752 ],[-0.23426194 -1.0039113 ],[5.14973024 3.51704316],[-0.29603635  1.02628747]
[3.03858056 4.8209917 ],[1.0103964  0.17606697],[2.17202762 2.39320883],[-0.44267664  0.99921924],[3.88385303 1.21522931],[-0.91420676 -0.31149234],[1.5505867  3.99092739],[-0.57336331 -0.74279004],[4.18139752 3.69830581],[ 0.80869265 -0.49867006],[1.65908411 2.07105752],[-0.33747449  1.04766718],[3.20147727 5.13912969],[-1.00723438  0.08492039],[4.66254152 4.286444  ],[ 0.6411744  -0.72009015],[1.4662146  4.02752895],[-0.19044522 -1.00988493],[5.11751966 3.61866712],[-0.34646553  1.00735806]
[3.1396235  4.83716236],[1.00935184 0.14650886],[2.12926529 2.49347706],[-0.41234905  1.00627813],[3.79097624 1.18667142],[-0.94221181 -0.25902111],[1.49491193 3.91569726],[-0.5399274 -0.761568 ],[4.26125122 3.64794219],[ 0.79326402 -0.50354841],[1.62724608 2.17626868],[-0.2964381   1.05910689],[3.1007386  5.14557387],[-1.00725756  0.04404705],[4.72515993 4.21350784],[ 0.61073441 -0.7387177 ],[1.44927745 3.92625058],[-0.15003543 -1.01687288],[5.08068654 3.71865476],[-0.39126648  0.99075967]
[3.24019478 4.85006462],[1.00290482 0.11249478],[2.08962811 2.59448659],[-0.37753719  1.0165679 ],[3.69572355 1.16367199],[-0.95932145 -0.19774735],[1.44260225 3.83861208],[-0.50736417 -0.78118816],[4.34013303 3.59773614],[ 0.77965644 -0.50511532],[1.59973955 2.28273019],[-0.25334679  1.07007353],[3.00026454 5.14812608],[-1.00212897  0.00700845],[4.78461849 4.13870824],[ 0.57662612 -0.75869675],[1.4362741  3.82431465],[-0.1120397  -1.02339592],[5.03969874 3.81712342],[-0.43114404  0.9752977 ]
[3.34041947 4.85992588],[0.99954057 0.08290967],[2.05321749 2.69619641],[-0.35173437  1.01654142],[3.59889933 1.14686068],[-0.97651688 -0.13830461],[1.39365434 3.75967738],[-0.47303404 -0.79890077],[4.41694572 3.54670112],[ 0.75637019 -0.51573395],[1.57642655 2.39006776],[-0.21209843  1.07722191],[2.90038058 5.14700501],[-0.99232715 -0.02631706],[4.84032221 4.06169105],[ 0.5367422  -0.78194902],[1.42702594 3.72183897],[-0.07101662 -1.023824  ],[4.99456636 3.913713  ],[-0.47350098  0.9539597 ]
[3.44002996 4.86660547],[0.99246275 0.05058653],[2.01935646 2.79786675],[-0.32403414  1.0182376 ],[3.50060242 1.13611838],[-0.99351891 -0.08128527],[1.34804341 3.67888657],[-0.43822854 -0.81582112],[4.49161897 3.49482463],[ 0.7363407  -0.52245237],[1.55741156 2.49820007],[-0.16648318  1.08664642],[2.80159695 5.1426601 ],[-0.98414069 -0.06150685],[4.89186916 3.98231489],[ 0.49611321 -0.8032025 ],[1.42167598 3.61923787],[-0.03409392 -1.02576236],[4.94504485 4.00787366],[-0.51327423  0.93233449]
[3.53825131 4.86936   ],[0.97623232 0.00873629],[1.98869541 2.90007559],[-0.28975339  1.0250876 ],[3.40107583 1.13137861],[-0.99913882 -0.0161765 ],[1.30612193 3.5966247 ],[-0.39842058 -0.82760272],[4.56406969 3.44208949],[ 0.71352177 -0.53129454],[1.54300387 2.60717824],[-0.12554939  1.0889189 ],[2.70336831 5.13445897],[-0.97921154 -0.10155585],[4.93917335 3.90077115],[ 0.45098573 -0.82614513],[1.42023925 3.51678412],[ 0.00262001 -1.02554369],[4.89148781 4.09965028],[-0.55563688  0.90493146]
[3.63533363 4.86841648],[ 0.9669992  -0.02580969],[1.96074112 3.00220911],[-0.26817261  1.01882846],[3.30080983 1.13280752],[-1.00542393  0.04478964],[1.26812296 3.51312372],[-0.36147768 -0.84219828],[4.63427325 3.38854095],[ 0.68990911 -0.540207  ],[1.53242254 2.71609123],[-0.08489979  1.09022046],[2.60573625 5.12226698],[-0.97263102 -0.14174806],[4.98210804 3.81722113],[ 0.40611848 -0.84594749],[1.42257273 3.41458988],[ 0.04380102 -1.01840368],[4.83408158 4.18891436],[-0.59456543  0.87777286]
[3.731418   4.86398188],[ 0.95792187 -0.05941039],[1.93547641 3.10422999],[-0.2372396   1.02135916],[3.19994063 1.14014739],[-1.01126094  0.10186939],[1.23393033 3.42829271],[-0.32208836 -0.85401787],[4.70175251 3.33377086],[ 0.66034161 -0.55443219],[1.52609672 2.82523376],[-0.04365156  1.0904313 ],[2.50890658 5.10610897],[-0.96142176 -0.17899195],[5.02043165 3.73172013],[ 0.35769878 -0.86621696],[1.42906287 3.31322234],[ 0.08373781 -1.01092332],[4.77270467 4.27523781],[-0.6324865   0.84867089]
[3.8266067  4.85626469],[ 0.94573412 -0.09493548],[1.91315956 3.20630639],[-0.20776563  1.02136227],[3.09893188 1.15341316],[-1.00954258  0.16203721],[1.20374041 3.34235409],[-0.28472616 -0.86757761],[4.76625594 3.27759444],[ 0.62969317 -0.56900342],[1.52383621 2.93427339],[-0.00587659  1.08595727],[2.41332706 5.08630446],[-0.9509296  -0.21808284],[5.05378488 3.64423628],[ 0.31029417 -0.88203737],[1.4395058  3.21265272],[ 0.12180876 -1.00334806],[4.70774704 4.35870674],[-0.66586547  0.8209765 ]
[3.92025073 4.84468996],[ 0.92667941 -0.13706599],[1.89375876 3.30830502],[-0.17899215  1.0196791 ],[2.99797918 1.172338  ],[-1.00829588  0.21669218],[1.17731516 3.25513101],[-0.24393007 -0.87690848],[4.82763425 3.2199445 ],[ 0.59861804 -0.58310278],[1.52525531 3.04275002],[0.03550744 1.08465649],[2.31902965 5.06274934],[-0.93574713 -0.25384145],[5.08247087 3.55539194],[ 0.26157543 -0.89622597],[1.4537508  3.11295047],[ 0.16310937 -0.99042834],[4.63945396 4.43925195],[-0.70161217  0.78781066]
[4.01228139 4.829203  ],[ 0.91288114 -0.17350727],[1.87708729 3.40995154],[-0.15307858  1.01450665],[2.89774961 1.19708576],[-0.99840363  0.27539889],[1.15478115 3.16682359],[-0.20625833 -0.88850896],[4.88574518 3.16077722],[ 0.56321926 -0.60044589],[1.53100902 3.15119561],[0.0774391  1.08191728],[2.22603213 5.0353296 ],[-0.92477894 -0.29538011],[5.10612753 3.46513512],[ 0.21125117 -0.90866338],[1.47180737 3.01431197],[ 0.20056524 -0.979346  ],[4.56734841 4.51609602],[-0.7403276  0.7487451]
[4.1031171  4.81031932],[ 0.90347892 -0.20415767],[1.86344244 3.51146565],[-0.11828861  1.01693427],[2.79837749 1.22732389],[-0.98677737  0.33074415],[1.1360246  3.07742925],[-0.16623409 -0.8965304 ],[4.94078589 3.10040577],[ 0.53583037 -0.60856046],[1.54045951 3.25883604],[0.11464437 1.07398554],[2.13420621 5.00373084],[-0.90804387 -0.33314399],[5.12496306 3.37400194],[ 0.16697174 -0.91217324],[1.49390257 2.91715722],[ 0.24142482 -0.96333989],[4.49219294 4.58970344],[-0.76189024  0.72380384]
[4.19272366 4.7881663 ],[ 0.88892453 -0.23839932],[1.8527314  3.61260772],[-0.09478967  1.00708776],[2.70042575 1.2631135 ],[-0.97137955  0.38513635],[1.12137158 2.98738092],[-0.12628352 -0.90368499],[4.99280652 3.0390068 ],[ 0.50359291 -0.62019345],[1.55356424 3.36558151],[0.14943102 1.06307357],[2.04398686 4.96821182],[-0.89522978 -0.37636622],[5.1390499  3.28232071],[ 0.11418386 -0.92147137],[1.51976054 2.82137492],[ 0.27685226 -0.95074965],[4.41453882 4.66032825],[-0.79275169  0.68665751]
[4.28085728 4.76263777],[ 0.87499258 -0.27061057],[1.8445789  3.71295996],[-0.06791494  1.00024938],[2.60432606 1.30442523],[-0.95127994  0.43962635],[1.11093314 2.8968832 ],[-0.08268986 -0.90621051],[5.04188845 2.97679881],[ 0.47664487 -0.62515373],[1.57013488 3.47121045],[0.18086238 1.04845721],[1.95535252 4.92858866],[-0.87850943 -0.41741917],[5.14780882 3.18983734],[ 0.059939   -0.92872517],[1.54955528 2.72733648],[ 0.3174678  -0.93129742],[4.33386835 4.72716054],[-0.82156544  0.64860355]
[4.3670513  4.73340216],[ 0.85048454 -0.31237587],[1.83912296 3.81260454],[-0.04060851  0.99308034],[2.51014699 1.35085312],[-0.93252141  0.48781954],[1.10485149 2.80617807],[-0.0376468  -0.90630688],[5.08780961 2.91370329],[ 0.44248783 -0.63579375],[1.58970637 3.57525376],[0.20989072 1.03180554],[1.86834675 4.88472292],[-0.85944445 -0.45792532],[5.15145281 3.09709095],[ 0.01039964 -0.92829313],[1.58336992 2.63528524],[ 0.35839973 -0.9099063 ],[4.25042242 4.7901451 ],[-0.84456544  0.61342761]
[4.45097862 4.7002194 ],[ 0.82489609 -0.3542775 ],[1.83649585 3.91157903],[-0.01165642  0.98649807],[2.41802493 1.40202389],[-0.90601514  0.53874093],[1.10336246 2.71560084],[ 0.00987636 -0.90308667],[5.13026717 2.84958245],[ 0.40877753 -0.64425803],[1.61230339 3.67775789],[0.24336355 1.01957393],[1.78337474 4.83686016],[-0.83655797 -0.49602833],[5.14966252 3.00406956],[-0.04613649 -0.93147063],[1.62107164 2.54525819],[ 0.39616379 -0.88978849],[4.16480958 4.84961377],[-0.86750805  0.57567413]
[4.53209603 4.66263326],[ 0.79782044 -0.39689377],[1.83709639 4.0101454 ],[0.02234635 0.98317649],[2.32837067 1.45787407],[-0.88394795  0.58054132],[1.10625374 2.62503212],[ 0.05092418 -0.90487931],[5.16900285 2.78435838],[ 0.36823031 -0.65758832],[1.63801903 3.77878388],[0.27114216 1.00122491],[1.70085182 4.78529167],[-0.81282272 -0.53438302],[5.14242147 2.91110393],[-0.09927004 -0.9280387 ],[1.66255803 2.45734734],[ 0.43171307 -0.86982895],[4.0767971  4.90505835],[-0.89234656  0.53313349]
[4.61073034 4.62108099],[ 0.77337887 -0.43530207],[1.8408086  4.10801138],[0.05173232 0.97378333],[2.24139821 1.51814765],[-0.85630588  0.6233513 ],[1.11342105 2.5345476 ],[ 0.0934279  -0.90341676],[5.20393404 2.71815625],[ 0.32781298 -0.66867202],[1.66673951 3.87818931],[0.30160427 0.9851678 ],[1.62093135 4.73006079],[-0.78613809 -0.57085393],[5.12957067 2.81834297],[-0.15833409 -0.92722673],[1.70747145 2.37142725],[ 0.4669932  -0.84772767],[3.9863526  4.95614796],[-0.91524378  0.48943725]
[4.68680686 4.5756686 ],[ 0.7451854 -0.4755826],[1.84732093 4.20474659],[0.07680127 0.95918636],[2.15723651 1.58252351],[-0.82720769  0.66316695],[1.12516985 2.44461931],[ 0.14040213 -0.89598246],[5.23434793 2.65049998],[ 0.28023419 -0.68420602],[1.6984137  3.97586719],[0.32818639 0.96477301],[1.54353505 4.6709862 ],[-0.75908503 -0.6080623 ],[5.11067348 2.72571241],[-0.21879144 -0.92403764],[1.75590686 2.28782453],[ 0.50115103 -0.82452212],[3.89366993 5.0027642 ],[-0.93820133  0.44258184]
[4.76000473 4.52626529],[ 0.71865724 -0.51219587],[1.85622425 4.29989313],[0.10283768 0.9452469 ],[2.07609323 1.65077692],[-0.79682241  0.70003733],[1.14155485 2.35546172],[ 0.19047279 -0.88379967],[5.26005364 2.58149036],[ 0.23245833 -0.69695032],[1.73275031 4.07150875],[0.35767199 0.94710997],[1.46907484 4.60837614],[-0.73024717 -0.64435851],[5.08574041 2.63358595],[-0.27819668 -0.91636689],[1.80760928 2.20651115],[ 0.53398096 -0.80024785],[3.79895866 5.04480213],[-0.95386027  0.39994798]
[4.83043834 4.4732087 ],[ 0.68933571 -0.54920774],[1.86812876 4.39397229],[0.13205094 0.93296433],[1.99781631 1.72233842],[-0.76617869  0.73307813],[1.16298131 2.26761362],[ 0.23623391 -0.87456891],[5.28084029 2.51122575],[ 0.18312061 -0.70795594],[1.77011798 4.16542368],[0.38863586 0.93002147],[1.39765946 4.54225624],[-0.69505649 -0.67508633],[5.05510624 2.54260897],[-0.33114986 -0.89960224],[1.86261887 2.12776594],[ 0.56525887 -0.77522666],[3.70284001 5.08261367],[-0.96926233  0.35510731]
[4.8976159  4.41624962],[ 0.65344374 -0.59030732],[1.88270395 4.4865194 ],[0.15774498 0.91617207],[1.92289713 1.79730694],[-0.7332266  0.7646599],[1.18925627 2.18106403],[ 0.28776912 -0.85761379],[5.2967283  2.44006388],[ 0.13160363 -0.71776269],[1.81029275 4.2573084 ],[0.41554329 0.90821274],[1.32998265 4.47324975],[-0.65720304 -0.70381248],[5.01939988 2.45361333],[-0.38213023 -0.87924114],[1.92027743 2.05117089],[ 0.58818144 -0.75597585],[3.60535871 5.11597856],[-0.97852287  0.31375664]
[4.96084715 4.35495702],[ 0.61528032 -0.63095109],[1.89966961 4.57717545],[0.18137904 0.89662684],[1.85116245 1.87514354],[-0.69988573  0.79308959],[1.22029916 2.09592789],[ 0.3328799  -0.84475386],[5.30717316 2.36782416],[ 0.07384364 -0.72982363],[1.85296781 4.34679568],[0.43765088 0.8811893 ],[1.26585237 4.40109981],[-0.62578772 -0.73957492],[4.97828971 2.36643935],[-0.44115283 -0.86495121],[1.98043065 1.97682761],[ 0.61326645 -0.73211069],[3.50699054 5.14514468],[-0.98789362  0.27012932]
