[2.20112512 8.80314036],[-2.58387233 -1.37855659],[1.27192031 1.98453648],[ 2.54682965 -3.67307312],[4.5338199  8.36166362],[4.64657167 2.00858172],[2.87590363 2.63349394],[ 1.64755992 -1.21479314],[2.678272   8.49695422],[1.15801334 3.09408089],[9.86444043 2.3609445 ],[-3.54924906  3.89619633],[3.43969097 9.79997311],[1.93931467 3.65528723],[6.21249773 9.09730433],[-4.55760763  4.08865507],[9.68478375 0.63931794],[3.02072386 2.51257683],[5.62179056 2.70815779],[-1.38402625 -2.31071015]
[4.74933376 3.66855056],[1.09755793 0.22284728],[6.60785997 4.74623363],[0.54331427 0.90398899],[5.5263483  3.96958959],[-0.72363915 -0.5140157 ],[6.54746329 6.83483034],[-0.30533518  0.89437058],[6.92255571 5.9151717 ],[ 0.06626984 -1.03252887],[4.39930032 7.52518913],[-0.90105556 -0.1679313 ],[6.98603761 6.01548682],[ 0.16747554 -1.00101872],[3.59106056 4.06735267],[ 1.0743994  -0.33021028],[6.52853134 7.62628055],[-0.46349935  0.73501096],[3.64606495 7.71276605],[1.07306955 0.29597112]
[4.8585764  3.69311305],[1.08697702 0.26810292],[6.6606738  4.83753144],[0.51338357 0.92204364],[5.45324355 3.91994579],[-0.73623315 -0.47658285],[6.51544892 6.9233645 ],[-0.33322212  0.87773416],[6.92734505 5.81206036],[ 0.02715561 -1.03177397],[4.30987175 7.50602615],[-0.88720378 -0.21539797],[7.00076089 5.91511253],[ 0.12761797 -1.00554709],[3.69949743 4.03696683],[ 1.0947727  -0.27649446],[6.48056651 7.69854127],[-0.49816348  0.70741811],[3.75410442 7.73930851],[1.08720861 0.23508908]
[4.96684556 3.72230881],[1.07712411 0.31463235],[6.71044569 4.93049083],[0.48103351 0.93578471],[5.3791333  3.87433749],[-0.74927239 -0.43883912],[6.4807931  7.01028411],[-0.35899119  0.8612399 ],[6.92836449 5.70923825],[-0.00726627 -1.0251598 ],[4.22197961 7.48213735],[-0.87205434 -0.26419564],[7.01172759 5.81459903],[ 0.09041865 -1.00582414],[3.80947432 4.01161562],[ 1.10475589 -0.2303003 ],[6.42892943 7.76771879],[-0.53326904  0.67699625],[3.86375999 7.7601695 ],[1.10466869 0.18175693]
[5.07363137 3.75566186],[1.05875164 0.35233965],[6.75672783 5.02449918],[0.44619848 0.94573033],[5.30356539 3.83237236],[-0.76242712 -0.40074295],[6.44362993 7.09552415],[-0.38343366  0.84412589],[6.9261327 5.6072815],[-0.03736154 -1.01397088],[4.13571275 7.45333486],[-0.85276693 -0.31168353],[7.01886902 5.71403614],[ 0.05369593 -1.00394049],[3.92044842 3.99097575],[ 1.11809162 -0.17871689],[6.37397963 7.83391804],[-0.56891264  0.64336392],[3.9750627  7.77585405],[1.120916   0.13253661]
[5.17892397 3.79311256],[1.04593457 0.39547607],[6.79961783 5.11952767],[0.41463236 0.95753616],[5.22660578 3.79416622],[-0.77558428 -0.36220713],[6.4039643  7.17890359],[-0.41007649  0.82302671],[6.92070698 5.50626915],[-0.07278795 -1.007735  ],[4.05117116 7.41943915],[-0.83603501 -0.36466851],[7.02240137 5.61378812],[ 0.01908387 -0.99871842],[4.03286182 3.97577552],[ 1.12941779 -0.12567965],[6.31571112 7.89686422],[-0.5968829   0.61464632],[4.08755204 7.78644686],[1.1298333  0.08115211]
[5.28274634 3.83469542],[1.02922369 0.43481088],[6.83954907 5.21583535],[0.38296457 0.96725757],[5.1483021 3.7598052],[-0.78995411 -0.32451059],[6.36229741 7.26073828],[-0.42468493  0.81183955],[6.91156278 5.40577574],[-0.10996269 -1.00172944],[3.968692   7.38048749],[-0.81100981 -0.41212127],[7.02273627 5.51435381],[-0.01478729 -0.99223956],[4.14602601 3.96561413],[ 1.13400587 -0.07722101],[6.25416217 7.9563091 ],[-0.6346689   0.57317713],[4.20080311 7.79201629],[1.13573631 0.03169145]
[5.38470708 3.87999624],[1.0105904  0.47174585],[6.87625701 5.31298442],[0.35409612 0.97825124],[5.0685533  3.72921039],[-0.80342934 -0.28582446],[6.31863424 7.34081515],[-0.45006777  0.78800638],[6.89863592 5.30590329],[-0.14658181 -0.99359551],[3.88908807 7.33705774],[-0.78326313 -0.45895277],[7.01949188 5.41544076],[-0.05108917 -0.986814  ],[4.25968026 3.96041867],[ 1.13865924 -0.02677903],[6.18893089 8.01154613],[-0.66879212  0.53218416],[4.31460803 7.79285688],[ 1.13941285 -0.01487258]
[5.48486359 3.92904044],[0.98934289 0.50581446],[6.91008968 5.41113999],[0.32427678 0.98628691],[4.98791406 3.70295934],[-0.80829039 -0.23801834],[6.27204777 7.41807054],[-0.48054683  0.75803996],[6.88244402 5.20727367],[-0.17901596 -0.98065649],[3.81233016 7.28890129],[-0.752666   -0.50523457],[7.01275152 5.31727353],[-0.08140006 -0.97417724],[4.37336056 3.95990244],[1.13416977 0.01564168],[6.12012921 8.06235269],[-0.70489329  0.48568618],[4.42831431 7.78878907],[ 1.13431091 -0.0661715 ]
[5.58266885 3.9812207 ],[0.96539596 0.53623579],[6.94069572 5.50978156],[0.28866455 0.98720301],[4.90645981 3.68118707],[-0.81745398 -0.19411088],[6.22278837 7.49264142],[-0.50423424  0.73350285],[6.86302112 5.10998951],[-0.21059361 -0.96615463],[3.73877725 7.23615466],[-0.72005174 -0.55161825],[7.00284785 5.22026612],[-0.11484509 -0.9639685 ],[4.48648067 3.96351182],[1.13122784 0.05963438],[6.04798669 8.10858966],[-0.73474795  0.44166579],[4.54169192 7.77996847],[ 1.13099935 -0.11168932]
[5.67812578 4.03644906],[0.94192894 0.56635326],[6.96793358 5.60866544],[0.25858036 0.99259961],[4.82464124 3.66438983],[-0.81881367 -0.14166564],[6.17123245 7.56474885],[-0.52627506  0.70897842],[6.84026355 5.01402339],[-0.24363834 -0.95210656],[3.66844394 7.17862324],[-0.68263902 -0.59526164],[6.98935256 5.12410044],[-0.15588261 -0.95977659],[4.59946176 3.971737  ],[1.1309191  0.10773231],[5.97313225 8.1505149 ],[-0.76405893  0.39449597],[4.65481044 7.76689248],[ 1.12687252 -0.15342317]
[5.77131755 4.0947393 ],[0.92161947 0.59905714],[6.99207806 5.70792389],[0.22454769 0.99259518],[4.74265213 3.65283999],[-0.81886167 -0.08719104],[6.11753651 7.6343827 ],[-0.5485555   0.68252395],[6.81442302 4.91972077],[-0.27462794 -0.93531735],[3.60197961 7.11676837],[-0.64480432 -0.64018842],[6.97219698 5.02889396],[-0.18734615 -0.94436387],[4.71237643 3.98484357],[1.12737152 0.15456231],[5.89524711 8.18741196],[-0.79246754  0.34396669],[4.76701381 7.74932654],[ 1.11505788 -0.19954409]
[5.86233703 4.15614033],[0.89678834 0.6268269 ],[7.01298253 5.80728918],[0.19067286 0.99162211],[4.66070426 3.64681567],[-0.81804344 -0.03120919],[6.06165679 7.70133253],[-0.57117514  0.65406391],[6.78557935 4.82723043],[-0.30394089 -0.91613553],[3.53943511 7.0504796 ],[-0.60158616 -0.68122925],[6.95167869 4.93506492],[-0.22306703 -0.93203514],[4.82445783 4.00218781],[1.11464328 0.19257358],[5.81467218 8.21919349],[-0.8183171   0.29164854],[4.87767807 7.72690802],[ 1.09904738 -0.24763173]
[5.95075912 4.2201684 ],[0.87155614 0.65346183],[7.03008213 5.90612779],[0.1525594  0.98633633],[4.57887515 3.64644396],[-0.81543708  0.02683549],[6.00384455 7.7656803 ],[-0.58765221  0.63001497],[6.753973   4.73685646],[-0.32829455 -0.8914586 ],[3.48184883 6.98065329],[-0.55206758 -0.71735696],[6.92763351 4.84259115],[-0.25673381 -0.91615694],[4.93541721 4.02348617],[1.10021952 0.22886385],[5.73158157 8.24558127],[-0.84091639  0.23801618],[4.98686644 7.69994216],[ 1.08299397 -0.29291911]
[6.03677149 4.28694558],[0.84438498 0.67762373],[7.04364746 6.00468365],[0.11787102 0.98379626],[4.49746427 3.65204608],[-0.81340124  0.08438749],[5.94385226 7.82700318],[-0.61241263  0.59593883],[6.71956142 4.64860689],[-0.36136798 -0.87471041],[3.42890239 6.90684693],[-0.50870646 -0.76061232],[6.90058708 4.75211455],[-0.2855796  -0.89468541],[5.044762   4.04819451],[1.08529211 0.26378356],[5.64653361 8.26669616],[-0.86196669  0.18163511],[5.09450794 7.66865088],[ 1.06988884 -0.3322172 ]
[6.11985657 4.35589145],[0.81704343 0.70086621],[7.05368702 6.10289217],[0.08125995 0.97859939],[4.41641584 3.66352778],[-0.81025432  0.1423233 ],[5.88173719 7.88518152],[-0.63013805  0.56708067],[6.68169132 4.5619677 ],[-0.39431992 -0.8561281 ],[3.38055413 6.82895725],[-0.45761998 -0.79652231],[6.87033208 4.66351492],[-0.32034167 -0.87788974],[5.15238975 4.07612962],[1.06895169 0.29652044],[5.55955567 8.2821171 ],[-0.87990281  0.12367876],[5.20072034 7.63348612],[ 1.05678597 -0.36800241]
[6.20016716 4.42709163],[0.78835229 0.72218363],[7.06031843 6.20078941],[0.04871471 0.97647463],[4.3356945  3.68074019],[-0.8035296   0.20223773],[5.81757425 7.94010393],[-0.65511816  0.52903418],[6.6407346  4.47745911],[-0.42693379 -0.83593509],[3.33745245 6.74760067],[-0.40501803 -0.83107967],[6.83661732 4.57669259],[-0.35746124 -0.86179897],[5.2589413  4.10792413],[1.06092337 0.33841872],[5.47092231 8.29163784],[-0.89176331  0.06704733],[5.30584966 7.5951829 ],[ 1.04381985 -0.39945554]
[6.2778859  4.50067574],[0.76196804 0.74531382],[7.06322063 6.29797704],[0.01148381 0.96922205],[4.25575486 3.70396733],[-0.79737169  0.25965239],[5.75061022 7.99080588],[-0.68295535  0.48580767],[6.59665569 4.3951817 ],[-0.45563166 -0.81044808],[3.29951504 6.66271904],[-0.35364214 -0.86620354],[6.79928952 4.49167305],[-0.38948194 -0.83875621],[5.3640285  4.14327865],[1.04125273 0.3689362 ],[5.38089336 8.29505269],[-0.90799326  0.00121752],[5.40944801 7.55366788],[ 1.02525371 -0.43326605]
[6.35276152 4.57634276],[0.73653657 0.76888603],[7.06240737 6.39441218],[-0.02761673  0.95951499],[4.17657173 3.73292848],[-0.78255545  0.32282529],[5.68117879 8.03737567],[-0.7015851   0.44930252],[6.549648   4.31545581],[-0.48681453 -0.78617882],[3.2670305  6.57469584],[-0.29669428 -0.89459867],[6.75857004 4.40884621],[-0.42587525 -0.81847549],[5.46719221 4.1817034 ],[1.02173445 0.39916916],[5.28986131 8.29225629],[-0.91155668 -0.05660637],[5.51063585 7.5083164 ],[ 0.99976127 -0.47219069]
[6.42505604 4.65430301],[0.71047824 0.79130523],[7.05757174 6.48975585],[-0.06754177  0.94877539],[4.09908652 3.76828696],[-0.76667714  0.38419932],[5.61032571 8.08062802],[-0.71646449  0.41441531],[6.49954816 4.23825848],[-0.51513874 -0.75756885],[3.24008429 6.48376047],[-0.24365121 -0.92499112],[6.71405672 4.32799445],[-0.46337181 -0.79727645],[5.56850114 4.22323935],[1.00537844 0.43247057],[5.19866663 8.28369311],[-0.9155126 -0.1185117],[5.60967363 7.45958632],[ 0.98071127 -0.50219994]
[6.49464329 4.73437556],[0.68092751 0.80967079],[7.04908074 6.58431381],[-0.10395182  0.94051604],[4.02350185 3.80991341],[-0.74277127  0.44988617],[5.5375637  8.11984635],[-0.73977806  0.36846827],[6.44640397 4.16378385],[-0.54640075 -0.73040499],[3.21849794 6.38998724],[-0.1876339  -0.94940862],[6.66592276 4.24948422],[-0.49874766 -0.77213671],[5.66794714 4.26788661],[0.98503841 0.46186985],[5.10686197 8.26848267],[-0.91887189 -0.18463021],[5.70654307 7.40772285],[ 0.95732801 -0.53403459]
[6.56162169 4.81659993],[0.65721063 0.83319786],[7.03710003 6.67813876],[-0.13621678  0.93501413],[3.95060265 3.85820143],[-0.71469476  0.51558992],[5.4626042  8.15444882],[-0.7592654   0.32323333],[6.39046113 4.09242503],[-0.57113498 -0.69527459],[3.20249192 6.29391268],[-0.1337102  -0.97253617],[6.61456683 4.17388219],[-0.52938947 -0.74071244],[5.76568379 4.3158184 ],[0.96653254 0.49354715],[5.01516906 8.24690526],[-0.91559908 -0.24807258],[5.80137108 7.35309955],[ 0.93945372 -0.55770569]
[6.62569486 4.90060916],[0.6231761 0.8458343],[7.02146018 6.7709082 ],[-0.17781241  0.91907984],[3.88026029 3.9125577 ],[-0.68974418  0.57299879],[5.38548943 8.1841521 ],[-0.77928509  0.27402013],[6.33183725 4.02444463],[-0.60147647 -0.66425398],[3.19219094 6.19603257],[-0.07234727 -0.98449549],[6.56007015 4.10142435],[-0.5623388  -0.71000521],[5.86084271 4.36616724],[0.93725975 0.51383306],[4.92394071 8.21893436],[-0.90682087 -0.309644  ],[5.89437513 7.29621766],[ 0.91800031 -0.58221127]
[6.68641078 4.98591069],[0.58793001 0.85695101],[7.00208395 6.86246202],[-0.2125836   0.90885298],[3.81287813 3.97283823],[-0.65584623  0.63365068],[5.30645497 8.20884188],[-0.80363411  0.21687727],[6.27016241 3.95963202],[-0.63040646 -0.63017743],[3.18751125 6.0966419 ],[-0.01989031 -1.00097989],[6.5020428  4.03189049],[-0.59955404 -0.68177693],[5.95361409 4.41906559],[0.91683102 0.54278131],[4.83381559 8.18488472],[-0.89383665 -0.36983908],[5.98496338 7.23671238],[ 0.89517064 -0.60608621]
[6.74333075 5.07205702],[0.55163589 0.8670998 ],[6.97884762 6.95255565],[-0.25290164  0.89203411],[3.74912039 4.0391145 ],[-0.62018364  0.68991831],[5.22522239 8.22783317],[-0.81943832  0.16391848],[6.2058866  3.89860096],[-0.65641642 -0.59153341],[3.18828507 5.99606157],[ 0.03471816 -1.0104143 ],[6.44041134 3.9653848 ],[-0.63260781 -0.64765868],[6.04400948 4.47452685],[0.89303735 0.56837779],[4.745252   8.14496401],[-0.87798833 -0.42944127],[6.07323353 7.17489385],[ 0.86783914 -0.63239221]
[6.79663936 5.15923219],[0.51240275 0.87430602],[6.95147539 7.04081752],[-0.29503151  0.87254875],[3.68889832 4.11066454],[-0.58658374  0.73766579],[5.1424699  8.24139188],[-0.83452281  0.10768062],[6.13829973 3.84080282],[-0.69317466 -0.56212345],[3.19482207 5.8950643 ],[ 0.09378135 -1.01100705],[6.37533723 3.90223441],[-0.66774454 -0.61403508],[6.13221936 4.53275484],[0.8689841  0.59402281],[4.65829815 8.09899496],[-0.86127649 -0.49035395],[6.15877131 7.11053142],[ 0.84205818 -0.65539356]
[6.84645051 5.24755846],[0.48159618 0.88979476],[6.92009351 7.12727356],[-0.33439226  0.85454675],[3.63210303 4.18673719],[-0.54894104  0.78311786],[5.05818944 8.24908727],[-0.85031866  0.04625819],[6.06748485 3.78646146],[-0.72385118 -0.52528567],[3.20699163 5.79396404],[ 0.14990587 -1.00984144],[6.30681252 3.84258305],[-0.70261672 -0.57870524],[6.21771893 4.59324393],[0.84041109 0.61512107],[4.5732662  8.04709844],[-0.83849447 -0.5468353 ],[6.24152965 7.04375801],[ 0.8145318  -0.67834746]
[6.8928905  5.33712152],[0.44496325 0.89915264],[6.8842277  7.21132652],[-0.38351387  0.82580665],[3.57915291 4.26712228],[-0.50867937  0.82492409],[4.97240895 8.25046921],[-0.85961028 -0.01359693],[5.99364575 3.73590702],[-0.75067533 -0.48340991],[3.22472282 5.69316441],[ 0.20290636 -1.00706663],[6.23518723 3.78691995],[-0.73166439 -0.53619109],[6.3005988 4.6560857],[0.81731678 0.64186044],[4.49057797 7.98956593],[-0.81178116 -0.60034668],[6.32171724 6.97496652],[ 0.78699304 -0.6994264 ]
[6.93544144 5.42740535],[0.40950103 0.90990753],[6.84366795 7.29267457],[-0.42695007  0.80155816],[3.53068451 4.35182598],[-0.46097975  0.86778744],[4.8858422  8.24579691],[-0.87027164 -0.07918562],[5.91706587 3.68954011],[-0.77999204 -0.44292988],[3.24798017 5.59310689],[ 0.26076939 -0.99480777],[6.16061089 3.73552643],[-0.76126265 -0.49297036],[6.38102207 4.72147242],[0.79041155 0.66512059],[4.41088607 7.92699236],[-0.78105695 -0.65005038],[6.39884019 6.9038425 ],[ 0.75673786 -0.72149   ]
[6.97435555 5.51865969],[0.36787356 0.91432563],[6.79867958 7.37142046],[-0.47224824  0.77358758],[3.48670373 4.44023071],[-0.41742929  0.90059786],[4.79833398 8.2344407 ],[-0.87929944 -0.14817211],[5.83787899 3.64759164],[-0.8028532  -0.39506815],[3.27690414 5.49436479],[ 0.31482751 -0.9821088 ],[6.08315816 3.68859291],[-0.78704343 -0.44484975],[6.45837792 4.78881659],[0.75702932 0.68205683],[4.33416685 7.85935295],[-0.75325695 -0.70252786],[6.47309676 6.83076153],[ 0.72614936 -0.74208576]
[7.00946308 5.61072052],[0.33293478 0.92534453],[6.74913153 7.44723787],[-0.51666955  0.74439034],[3.44736175 4.53192427],[-0.36774207  0.9339641 ],[4.71031782 8.2163342 ],[-0.88088657 -0.21448647],[5.75616295 3.6102233 ],[-0.83140961 -0.3522711 ],[3.31109275 5.39699322],[ 0.36911533 -0.96442174],[6.00326011 3.64666579],[-0.81637587 -0.39912486],[6.53261942 4.85808965],[0.72681878 0.70243026],[4.26062624 7.78689302],[-0.72026673 -0.74914565],[6.54399843 6.75541572],[ 0.69302387 -0.76339571]
[7.04065642 5.70344894],[0.29214028 0.93047179],[6.69523129 7.52010021],[-0.56014148  0.71357341],[3.41281352 4.62650849],[-0.32319349  0.95703183],[4.6224945  8.19174221],[-0.87741202 -0.27975505],[5.67190694 3.57745534],[-0.85346663 -0.30283504],[3.35066324 5.30155992],[ 0.42234955 -0.94344836],[5.92026449 3.60915446],[-0.84323595 -0.35080557],[6.6038981  4.92947643],[0.6980338  0.72459756],[4.1903799 7.7098227],[-0.68524014 -0.79251825],[6.61175583 6.67819911],[ 0.66192451 -0.78084426]
[7.06744576 5.79639088],[0.24609891 0.9308644 ],[6.63688951 7.58964575],[-0.60780173  0.6757276 ],[3.38318104 4.72362576],[-0.27002725  0.98387258],[4.53532443 8.16074387],[-0.86701295 -0.34165254],[5.58548585 3.54968178],[-0.87693271 -0.25479399],[3.39553863 5.20841937],[ 0.47340596 -0.92033627],[5.8344871  3.57637668],[-0.87162763 -0.3042145 ],[6.67223085 5.00303183],[0.66956193 0.74745601],[4.12367996 7.6285404 ],[-0.64643568 -0.83041868],[6.67618939 6.5991174 ],[ 0.6264385  -0.80078702]
[7.08968436 5.88945342],[0.20229454 0.93400443],[6.57400296 7.65547268],[-0.65215987  0.63801002],[3.3587928  4.82311152],[-0.21848221  1.00429237],[4.449123   8.12332158],[-0.85274113 -0.40287366],[5.49690806 3.52686817],[-0.89432301 -0.20130724],[3.44506555 5.1173802 ],[ 0.52148035 -0.89531485],[5.7459312  3.54827901],[-0.90072426 -0.25928657],[6.73735133 5.07852742],[0.63262437 0.76226739],[4.06078943 7.54349714],[-0.60872182 -0.86735626],[6.73723786 6.51830066],[ 0.59253395 -0.8172364 ]
[7.10773862 5.98301316],[0.16017564 0.9384848 ],[6.5068015 7.7174736],[-0.69062575  0.6026364 ],[3.3392901  4.92417406],[-0.17015996  1.01789646],[4.36441059 8.07971271],[-0.83816889 -0.46630286],[5.40648757 3.50926526],[-0.91531654 -0.15236194],[3.49920428 5.02886971],[ 0.56121287 -0.874091  ],[5.65487691 3.52500938],[-0.91688381 -0.20286065],[6.79889026 5.15564352],[0.59783149 0.77976603],[4.00183538 7.45503959],[-0.57230896 -0.9032207 ],[6.79436022 6.43541291],[ 0.54982399 -0.84024049]
[7.12179511 6.07719554],[0.12039338 0.94440535],[6.43587452 7.77587354],[-0.73043721  0.56218687],[3.32479555 5.02659562],[-0.12090401  1.02897364],[4.28167182 8.03017537],[-0.81520412 -0.52320469],[5.31453224 3.49704607],[-0.92345293 -0.09183342],[3.55714179 4.94255058],[ 0.59362835 -0.85533162],[5.5621702  3.50730373],[-0.93771913 -0.1520907 ],[6.85689986 5.23448572],[0.56073853 0.79550055],[3.9464062  7.36303353],[-0.53357611 -0.93361759],[6.84754933 6.35068023],[ 0.51413983 -0.85396572]
[7.13151894 6.17158228],[0.07622579 0.94539678],[6.36089467 7.82995522],[-0.77047239  0.51742241],[3.31513357 5.12989612],[-0.07103159  1.03789425],[4.20139773 7.97505209],[-0.79130971 -0.58037802],[5.22165433 3.49072465],[-0.93466978 -0.03549873],[3.61852631 4.85854569],[ 0.62840602 -0.82969423],[5.46761676 3.49481039],[-0.95630427 -0.1012647 ],[6.91148137 5.31520546],[0.52713272 0.81512539],[3.89509499 7.26837188],[-0.49267195 -0.95900998],[6.89693723 6.2644433 ],[ 0.47163738 -0.87233378]
[7.13688454 6.26609058],[0.03043125 0.9439772 ],[6.2820993 7.8795344],[-0.80518798  0.47368427],[3.3105006  5.23398127],[-0.02293102  1.04217137],[4.12333261 7.91397815],[-0.76495347 -0.63605182],[5.12768422 3.48995835],[-0.94589154  0.01849505],[3.6832836  4.77720821],[ 0.66762919 -0.79556184],[5.37145748 3.48751048],[-0.96671118 -0.0450269 ],[6.96197415 5.39719637],[0.48532552 0.82736873],[3.84785408 7.17130705],[-0.4517896 -0.9813741],[6.94208032 6.17650859],[ 0.43299008 -0.88430495]
[7.13725125 6.36003463],[-0.02097751  0.93695595],[6.19956721 7.924249  ],[-0.84535094  0.41988703],[3.31109025 5.33876372],[0.03021874 1.04850213],[4.04835164 7.84777866],[-0.73757144 -0.69074181],[5.03312911 3.49499698],[-0.94537476  0.08179135],[3.75144697 4.69895038],[ 0.69733459 -0.76726934],[5.27452661 3.48598996],[-0.97232111  0.01380232],[7.00843542 5.48059238],[0.44167745 0.83847542],[3.80502159 7.07245933],[-0.40731775 -0.99749333],[6.9834436  6.08755796],[ 0.39433859 -0.89426365]
[7.13287657 6.45363885],[-0.06887634  0.93259299],[6.11329155 7.96360178],[-0.87688019  0.36968989],[3.31633468 5.44343066],[0.07779681 1.04774347],[3.97614212 7.77615982],[-0.70466547 -0.73945924],[4.93866681 3.50630214],[-0.9445744  0.1431303],[3.82290269 4.62402242],[ 0.73128434 -0.73121404],[5.17689555 3.4900727 ],[-0.9777565   0.06977652],[7.05070021 5.56531344],[0.40429597 0.85655647],[3.76615398 6.9716826 ],[-0.36967406 -1.01705069],[7.02090668 5.99768722],[ 0.35714885 -0.90066191]
[7.12352301 6.54658147],[-0.11805217  0.92613811],[6.0240112  7.99785349],[-0.90636534  0.31693365],[3.32642041 5.54800228],[0.11986775 1.03962388],[3.90747037 7.69996719],[-0.66863339 -0.78394714],[4.84450976 3.52382603],[-0.93964732  0.20567766],[3.89755384 4.55267161],[ 0.76141804 -0.69557174],[5.07927011 3.50016096],[-0.97376039  0.13252647],[7.0889619  5.65158681],[0.35942311 0.86747081],[3.73105803 6.86914371],[-0.33002904 -1.03093331],[7.0547492  5.90735964],[ 0.31871653 -0.90657702]
[7.10912601 6.63869341],[-0.16994563  0.91586077],[5.93225595 8.0270835 ],[-0.92724249  0.26856765],[3.34095377 5.65197432],[0.17177465 1.04032398],[3.8422028  7.61920829],[-0.6325849  -0.82669831],[4.75091317 3.54750083],[-0.93353427  0.26588423],[3.9749828  4.48481487],[ 0.78615896 -0.66204766],[4.98173683 3.51606337],[-0.97660779  0.18498376],[7.12257645 5.73883465],[0.31540988 0.88008285],[3.70043194 6.76584494],[-0.28366267 -1.03581812],[7.08467268 5.8164672 ],[ 0.27759897 -0.91305018]
[7.08971319 6.72988271],[-0.21767689  0.90818607],[5.83817559 8.05103167],[-0.95376407  0.21018372],[3.36039836 5.7556266 ],[0.21729115 1.03277045],[3.78095273 7.53468418],[-0.59160495 -0.86254288],[4.65784946 3.57689445],[-0.92636839  0.32262242],[4.05465971 4.42023657],[ 0.80606415 -0.63034682],[4.8843205  3.53739104],[-0.97145738  0.24115216],[7.15169118 5.82726259],[0.26700057 0.88866715],[3.67402551 6.66176692],[-0.24445872 -1.04517023],[7.11018014 5.7247587 ],[ 0.23300873 -0.92021506]
[7.06529595 6.81997629],[-0.2697761   0.89423047],[5.74163272 8.06907706],[-0.97591586  0.15115948],[3.38418789 5.8582751 ],[0.25623563 1.01798675],[3.7237766  7.44666492],[-0.55252225 -0.89792043],[4.56551834 3.61173543],[-0.91687394  0.37670626],[4.13684376 4.35949725],[ 0.83377633 -0.58775302],[4.78762249 3.56434323],[-0.96406834  0.29555512],[7.17580331 5.91642392],[0.21745593 0.89684014],[3.65202384 6.55736485],[-0.19583559 -1.04294885],[7.13107207 5.6323215 ],[ 0.18405068 -0.9287738 ]
[7.03589262 6.90878621],[-0.32225694  0.87763892],[5.64321889 8.08133363],[-0.98778497  0.09801156],[3.41142169 5.95902961],[0.28902099 0.99790381],[3.67049731 7.3552404 ],[-0.51360104 -0.93052626],[4.47464547 3.6522634 ],[-0.90179455  0.43176945],[4.22147367 4.30284959],[ 0.85695074 -0.5466051 ],[4.69175748 3.59659879],[-0.95058485  0.35153768],[7.19536605 6.00680206],[0.175131   0.91187474],[3.63421936 6.4526262 ],[-0.16013605 -1.05110525],[7.14718543 5.53930656],[ 0.13833497 -0.93100346]
[7.00079265 6.99540882],[-0.37731541  0.85675223],[5.54358986 8.08807673],[-1.00319592  0.03773749],[3.44197507 6.05785742],[0.32375214 0.98043124],[3.62120618 7.26081139],[-0.47183765 -0.9570944 ],[4.38535364 3.69812144],[-0.88301024  0.48551817],[4.30832126 4.2503678 ],[ 0.87892597 -0.50360651],[4.59742826 3.63444718],[-0.93805173  0.40255258],[7.21032416 6.09827644],[0.1253005  0.91872428],[3.62010447 6.34736274],[-0.12237131 -1.05385006],[7.15881923 5.44628234],[ 0.09042623 -0.93290281]
[6.96027981 7.0799068 ],[-0.43189368  0.83375331],[5.44292967 8.08910613],[-1.01065768 -0.01819364],[3.4765296  6.15544511],[0.3683369  0.97209644],[3.57634862 7.16413056],[-0.42500261 -0.97576569],[4.29812404 3.74929262],[-0.86096892  0.53763441],[4.39674769 4.20170238],[ 0.88807425 -0.47090013],[4.504613   3.67742323],[-0.91858736  0.45589681],[7.22014258 6.19026479],[0.07103598 0.92087494],[3.60968701 6.24189291],[-0.08748087 -1.05643755],[7.1648804  5.35248813],[ 0.032972   -0.94010332]
[6.91451812 7.16216304],[-0.48337081  0.81070982],[5.34154262 8.0843927 ],[-1.01604915 -0.0754326 ],[3.51521385 6.25181755],[0.40624989 0.95623177],[3.53593486 7.06548049],[-0.38201752 -0.99533835],[4.21307566 3.80539926],[-0.83952603  0.58408644],[4.48631332 4.15663865],[ 0.90365274 -0.42956691],[4.41390082 3.72567765],[-0.8964764   0.50763487],[7.22473473 6.28263888],[0.02180674 0.92743877],[3.60275006 6.13632039],[-0.05123268 -1.05452818],[7.16537141 5.25835628],[-0.01890777 -0.93777504]
[6.8635131  7.24184742],[-0.53564009  0.78341457],[5.23999251 8.07419607],[-1.01482101 -0.12862892],[3.55752671 6.34643122],[0.44089729 0.93702736],[3.49980304 6.96502282],[-0.33781771 -1.01046764],[4.13002339 3.86573741],[-0.81662913  0.62675541],[4.5774748 4.1158883],[ 0.91799691 -0.38656194],[4.32530972 3.77878994],[-0.87631988  0.55283737],[7.22417221 6.37537125],[-0.03516141  0.92503031],[3.59944083 6.03106722],[-0.01494775 -1.05008224],[7.16065233 5.16459169],[-0.07298687 -0.9344723 ]
[6.80759024 7.31891645],[-0.58368281  0.75641331],[5.138293   8.05827551],[-1.01858721 -0.18967466],[3.60336582 6.43918726],[0.47577672 0.91805658],[3.46810823 6.863213  ],[-0.29512039 -1.0241344 ],[4.04956456 3.93040802],[-0.78901208  0.66940582],[4.66970818 4.07919906],[ 0.92896509 -0.34452086],[4.23892451 3.83637803],[-0.85077615  0.59878971],[7.21793953 6.46785868],[-0.08860255  0.92523903],[3.5995169  5.92613975],[ 0.01376787 -1.0504556 ],[7.15062228 5.07142065],[-0.12911393 -0.9299716 ]
