[1.01472531 2.92295678],[3.31733621 4.45997942],[5.1946151  7.49854447],[4.38816143 3.72606525],[8.61310337 3.28205537],[ 3.57117023 -0.91893295],[2.11905001 0.18511143],[4.72514966 0.01155988],[9.73378549 8.75994939],[ 0.77237662 -4.94982381],[0.44013303 2.53463443],[-1.95814408  2.6096809 ],[1.90586656 2.07059405],[4.26661693 1.46817922],[7.38692549 8.77811961],[1.46847092 3.82697473],[9.58401556 6.57337956],[3.43280693 1.0710327 ],[9.86255863 8.37550144],[3.01390997 1.94773018]
[5.84984471 7.4437397 ],[ 1.09526188 -0.07268804],[7.5247313  3.86434046],[-0.61429585 -0.71573606],[6.25246011 7.26447024],[-0.90805981  0.21864815],[7.48669618 3.33243266],[0.65263773 0.91674942],[4.35093831 4.5915089 ],[-0.23928727  0.99957027],[5.21829706 7.45564737],[0.97943375 0.3559861 ],[5.16393773 4.98280851],[0.94325437 0.69761714],[8.4402063  5.48257615],[ 0.06749536 -0.97349151],[6.99727308 7.55017063],[-1.0584608  -0.05056646],[8.18200637 3.95991258],[-0.57916681 -0.73905713]
[5.95918341 7.43434359],[ 1.09474278 -0.11111323],[7.46181337 3.79462431],[-0.64516718 -0.67960237],[6.1613856  7.28428176],[-0.90951036  0.18123679],[7.5499835  3.42573564],[0.61149571 0.94714924],[4.32969269 4.69224556],[-0.18366384  1.01649968],[5.31738136 7.48871397],[1.00149522 0.30515012],[5.25814553 5.05195753],[0.94265162 0.68720655],[8.44463237 5.38520157],[ 0.02032402 -0.97430582],[6.89179094 7.54296113],[-1.05226405 -0.09484051],[8.12171996 3.88765685],[-0.62669678 -0.70604823]
[6.06810626 7.42095301],[ 1.08290705 -0.1570235 ],[7.39557251 3.72833382],[-0.67571484 -0.64218577],[6.07038855 7.30049932],[-0.91325988  0.13993719],[7.60909144 3.52187723],[0.57042948 0.97486463],[4.31402775 4.79448873],[-0.1310531   1.02656832],[5.41834078 7.51651112],[1.01697752 0.25060261],[5.35227067 5.12007661],[0.93903331 0.67443688],[8.44424542 5.28778657],[-0.026424   -0.97200588],[6.7867795  7.53109762],[-1.04786316 -0.14252142],[8.05672991 3.81881547],[-0.67400342 -0.67157902]
[6.17585952 7.40310429],[ 1.07159025 -0.19999297],[7.3267102  3.66626597],[-0.70260522 -0.60015009],[5.97897606 7.31241778],[-0.91705961  0.09594054],[7.6639874  3.62054037],[0.5264583  0.99686462],[4.30386389 4.89781952],[-0.07244558  1.03920667],[5.52100333 7.53916134],[1.03525915 0.20222116],[5.44612607 5.18703446],[0.93675013 0.66350284],[8.43908713 5.19062597],[-0.07801005 -0.97205326],[6.68225905 7.51441911],[-1.04202403 -0.19062577],[7.98720113 3.75366053],[-0.71730402 -0.63222246]
[6.28265321 7.38128741],[ 1.0634816  -0.23653173],[7.2554297  3.60872583],[-0.72531719 -0.5528452 ],[5.8872132  7.31982245],[-0.91721986  0.05274551],[7.71463811 3.72141557],[0.48439262 1.01794204],[4.29924437 5.00192854],[-0.01962818  1.04287771],[5.62515168 7.55682982],[1.0459506  0.15001708],[5.53981734 5.25299044],[0.93689352 0.65559049],[8.42903182 5.09385832],[-0.12394466 -0.96385556],[6.57875743 7.49331115],[-1.02752406 -0.2310857 ],[7.91338785 3.69251476],[-0.75755542 -0.58930992]
[6.38829343 7.35563777],[ 1.04855908 -0.2768573 ],[7.18151782 3.55560979],[-0.75609539 -0.51259731],[5.79557882 7.32293037],[-0.91551165  0.009068  ],[7.76106933 3.82424618],[0.44519867 1.03902195],[4.30027472 5.10661773],[0.03676551 1.0469581 ],[5.73038615 7.569472  ],[1.05709465 0.10200689],[5.63372085 5.31839796],[0.939023   0.65061051],[8.41422103 4.99785537],[-0.17287184 -0.95639947],[6.47673767 7.46817011],[-1.01279839 -0.27166755],[7.83566514 3.63578919],[-0.79771588 -0.54610771]
[6.49254546 7.32619162],[ 1.03456892 -0.31349947],[7.10459761 3.50661872],[-0.78112517 -0.46596975],[5.70421867 7.32165236],[-0.90943377 -0.03266603],[7.80322612 3.92868531],[0.39953481 1.05093282],[4.30647993 5.21114118],[0.0877224 1.0436664],[5.83628128 7.57704336],[1.06086461 0.0501825 ],[5.72753275 5.38304328],[0.93667707 0.64184676],[8.39462515 4.9028296 ],[-0.21780658 -0.94272569],[6.37610891 7.43885394],[-0.9996248  -0.31457922],[7.75372708 3.58316662],[-0.84159043 -0.50720976]
[6.59510734 7.29291398],[ 1.01508354 -0.35326505],[7.02505764 3.46220859],[-0.80864193 -0.42124312],[5.6138733  7.31652616],[-0.89887806 -0.0714469 ],[7.84101218 4.0343948 ],[0.35748984 1.06398477],[4.31818633 5.31562131],[0.14461172 1.04373616],[5.94234768 7.57939079],[ 1.06026902 -0.00284634],[5.82103195 5.4467613 ],[0.93124749 0.6305007 ],[8.37036334 4.80908935],[-0.26573877 -0.93004991],[6.27656723 7.40495086],[-0.99008763 -0.36263644],[7.66830133 3.5352919 ],[-0.86975151 -0.45327287]
[6.6959864  7.25604475],[ 1.00163029 -0.38440469],[6.94299293 3.4225138 ],[-0.83405999 -0.37408344],[5.5246287 7.3074846],[-0.88756773 -0.11119075],[7.87442097 4.14111514],[0.31348358 1.07273648],[4.33544101 5.41984598],[0.200311   1.04016563],[6.04827716 7.57651128],[ 1.0590864  -0.05333422],[5.91386044 5.50922699],[0.92411198 0.61762138],[8.34126578 4.71668321],[-0.31679053 -0.9182741 ],[6.1784491  7.36664829],[-0.97289615 -0.40409752],[7.57983928 3.49254825],[-0.89669574 -0.39899804]
[6.79525142 7.21593647],[ 0.98550886 -0.41540107],[6.85833825 3.38748085],[-0.85731844 -0.32498492],[5.43665989 7.29452271],[-0.87169397 -0.14815484],[7.90399411 4.24912243],[0.27807682 1.08675343],[4.35804191 5.5233828 ],[0.25100683 1.02974565],[6.15399996 7.56867579],[ 1.05464585 -0.10348546],[6.00590708 5.57034137],[0.91562629 0.6034619 ],[8.30699974 4.62552336],[-0.36728861 -0.90336245],[6.0822866  7.32441065],[-0.95005115 -0.44022627],[7.48887687 3.45539082],[-0.92528184 -0.34722661]
[6.89260406 7.17256026],[ 0.96030351 -0.45309133],[6.77172069 3.35771655],[-0.87428162 -0.26959704],[5.35005715 7.2775503 ],[-0.85793546 -0.18920872],[7.9296445  4.35799052],[0.23559264 1.09084169],[4.38581045 5.62590744],[0.30181054 1.01799649],[6.25919628 7.55590963],[ 1.04911287 -0.15127097],[6.09760234 5.63055313],[0.91594594 0.59859254],[8.26808055 4.53634415],[-0.41275707 -0.88168808],[5.98830334 7.2784563 ],[-0.9285039  -0.47776311],[7.39501551 3.42326616],[-0.9510066  -0.29479297]
[6.98743811 7.12549863],[ 0.93505946 -0.48913072],[6.68342203 3.33350602],[-0.89320502 -0.21634916],[5.26505633 7.25660146],[-0.84395194 -0.23200814],[7.95107791 4.46719301],[0.19309774 1.09287959],[4.41842278 5.72696969],[0.34895323 1.00177451],[6.36362346 7.53833079],[ 1.03952662 -0.19965704],[6.18887993 5.68985475],[0.91011167 0.58800872],[8.22446595 4.44926999],[-0.45785482 -0.85790331],[5.89663172 7.22889791],[-0.90544554 -0.51386364],[7.29893972 3.39663826],[-0.96941575 -0.23710045]
[7.07978406 7.07496554],[ 0.91163492 -0.52134485],[6.59302743 3.31435009],[-0.91165716 -0.16413261],[5.18112607 7.23090073],[-0.83586527 -0.28368097],[7.96827575 4.57652038],[0.15085104 1.0932766 ],[4.4554833  5.82613479],[0.39296831 0.98218713],[6.46697208 7.51595844],[ 1.02704464 -0.24765451],[6.27923584 5.74776486],[0.89587082 0.56898385],[8.17637007 4.36467738],[-0.50229756 -0.83201485],[5.80729253 7.1757499 ],[-0.88064582 -0.54835169],[7.20122134 3.37587915],[-0.98525756 -0.17879019]
[7.16988668 7.02142984],[ 0.89234488 -0.54700313],[6.50084811 3.30038683],[-0.92838009 -0.11208983],[5.09830092 7.20016731],[-0.81951112 -0.33024447],[7.98140304 4.68594457],[0.1129886  1.09590011],[4.49719125 5.92355173],[0.4389394  0.96388342],[6.56895224 7.48882262],[ 1.01461542 -0.29244405],[6.36852814 5.80411758],[0.89265048 0.56080645],[8.12418872 4.28309028],[-0.54061802 -0.79891203],[5.72042859 7.11914831],[-0.85693904 -0.58395652],[7.10171617 3.36060482],[-1.0041804  -0.12672014]
[7.25779756 6.96519359],[ 0.86606839 -0.57718806],[6.40734134 3.29186444],[-0.94094947 -0.05794408],[5.01709451 7.16462858],[-0.80345379 -0.3798158 ],[7.99082054 4.7955598 ],[0.07500505 1.09568528],[4.54364085 6.01924812],[0.488635   0.94852982],[6.66985624 7.45757368],[ 1.00086353 -0.33450343],[6.45764657 5.85983441],[0.8894133  0.55330989],[8.06780114 4.20449553],[-0.58766301 -0.77334923],[5.63598329 7.05902831],[-0.83106872 -0.6174712 ],[7.00088308 3.35092724],[-1.01220267 -0.06702812]
[7.34338988 6.9063593 ],[ 0.84479625 -0.60007496],[6.31269696 3.28875333],[-0.95070996 -0.00364601],[4.93765261 7.12415327],[-0.78659173 -0.43127269],[7.99634918 4.90495814],[0.0339645  1.09034655],[4.59460801 6.11292921],[0.53114757 0.9256074 ],[6.76910811 7.42200799],[ 0.98225622 -0.37817744],[6.54595684 5.91432797],[0.87775634 0.53749861],[8.00709997 4.12891169],[-0.62430691 -0.73621507],[5.5540959  6.99553207],[-0.80367327 -0.64937242],[6.89923399 3.34705348],[-1.01794131 -0.00827573]
[7.42628202 6.84476706],[ 0.81634693 -0.62812633],[6.21724487 3.29108076],[-0.95514068  0.05296519],[4.86031511 7.07882099],[-0.76103887 -0.47647673],[7.99752683 5.01352777],[-0.00668854  1.08446731],[4.6499521  6.20443867],[0.57570242 0.90458526],[6.86611839 7.38183169],[ 0.95657935 -0.42632573],[6.63345827 5.96759794],[0.87157158 0.52726814],[7.94278518 4.05713151],[-0.66338652 -0.70071578],[5.47527249 6.92918491],[-0.76969078 -0.67432945],[6.79692435 3.34878162],[-1.02569682  0.04460769]
[7.50643627 6.78058021],[ 0.78458781 -0.65744752],[6.12150775 3.29908919],[-0.95691711  0.10922975],[4.78547638 7.02881093],[-0.73654571 -0.52484056],[7.99494158 5.12169986],[-0.04445515  1.0792085 ],[4.70933291 6.29343383],[0.61315923 0.87671663],[6.96089254 7.3373118 ],[ 0.9374808  -0.46491586],[6.72029904 6.01981519],[0.86659136 0.51850615],[7.87435978 3.98873974],[-0.70625142 -0.66821685],[5.39989914 6.8604175 ],[-0.7403481  -0.70348947],[6.69455634 3.35632528],[-1.02075132  0.10668018]
[7.58337332 6.71351457],[ 0.75366858 -0.68401237],[6.0260187  3.31299681],[-0.95169299  0.16953513],[4.71336714 6.97414287],[-0.70329105 -0.56636556],[7.98860716 5.22927352],[-0.08186413  1.07221916],[4.77236767 6.37957883],[0.64994952 0.84875446],[7.05344661 7.28878309],[ 0.91622028 -0.50242888],[6.80681835 6.07136208],[0.86103775 0.50978088],[7.80170999 3.92368514],[-0.74578172 -0.63193983],[5.32745662 6.78874546],[-0.70723841 -0.72856739],[6.59251491 3.36974233],[-1.01964588  0.16131799]
[7.65734845 6.64402562],[ 0.72678308 -0.70447384],[5.9309243  3.33263181],[-0.94650833  0.22619361],[4.64443305 6.91509273],[-0.67362948 -0.61306323],[7.97874711 5.33624998],[-0.11503847  1.06710825],[4.83878156 6.46265946],[0.67905505 0.81380477],[7.14406976 7.23688407],[ 0.89440565 -0.53686341],[6.8923738 6.1216341],[0.85029776 0.49587839],[7.72538317 3.86254405],[-0.77955097 -0.58972121],[5.25859271 6.71485084],[-0.67577623 -0.75493892],[6.49078393 3.38859915],[-1.01556901  0.21448645]
[7.72830826 6.57226758],[ 0.69527669 -0.72749094],[5.83692156 3.35834182],[-0.93476933  0.28609923],[4.57887358 6.85170979],[-0.63848406 -0.65564103],[7.96549632 5.44251727],[-0.15072163  1.0571572 ],[4.90826326 6.54244293],[0.70791745 0.77940583],[7.23235661 7.18154707],[ 0.87023756 -0.57051047],[6.97690622 6.17056386],[0.83981854 0.48219263],[7.64569927 3.80564767],[-0.81431744 -0.54853991],[5.19263173 6.63810139],[-0.64218704 -0.77865804],[6.38957719 3.41265436],[-1.00689678  0.26755392]
[7.79623549 6.49842775],[ 0.66318322 -0.74906579],[5.74423265 3.38998876],[-0.91755268  0.34764046],[4.51659848 6.78378549],[-0.60841047 -0.7042869 ],[7.94870593 5.54773156],[-0.18400167  1.04781179],[4.98051178 6.61870878],[0.73774949 0.74678849],[7.3182521  7.12301951],[ 0.84838661 -0.59878431],[7.06054776 6.21828113],[0.83681897 0.47607209],[7.56244439 3.75274801],[-0.84748072 -0.50637823],[5.12988536 6.55886546],[-0.60943741 -0.80261392],[6.28942628 3.44199174],[-0.99445233  0.32012865]
[7.86108618 6.42266351],[ 0.63470115 -0.7650416 ],[5.65315834 3.42748401],[-0.90405358  0.40126203],[4.45760405 6.7112428 ],[-0.57176943 -0.74680932],[7.92858802 5.6519016 ],[-0.21949823  1.03421277],[5.05544103 6.69144748],[0.76400126 0.7113409 ],[7.40179047 7.06164627],[ 0.81974884 -0.63086229],[7.14363964 6.26516794],[0.82499761 0.46155957],[7.47620286 3.70435943],[-0.87558755 -0.45982736],[5.07091006 6.47775044],[-0.57299134 -0.8224523 ],[6.190651   3.47650692],[-0.97737437  0.37311597]
[7.9225046  6.34481944],[ 0.59654546 -0.78860339],[5.56335542 3.46999901],[-0.89007979  0.45009663],[4.40252053 6.63468825],[-0.52960552 -0.7838863 ],[7.90496448 5.75468286],[-0.25269392  1.02136953],[5.13328357 6.7609706 ],[0.79160729 0.67808649],[7.48238478 6.99711459],[ 0.78891644 -0.66257209],[7.22574012 6.31078654],[0.81892373 0.45280977],[7.38744904 3.6608929 ],[-0.90065338 -0.41089749],[5.0155775 6.3946794],[-0.53404441 -0.83924338],[6.09347646 3.51600971],[-0.96529783  0.4168156 ]
[7.98032881 6.26494936],[ 0.56306973 -0.8053515 ],[5.47536324 3.51756148],[-0.86869184  0.5013896 ],[4.35180663 6.55458843],[-0.48458414 -0.8179253 ],[7.87831152 5.85636579],[-0.27893512  1.01316511],[5.21368466 6.8270099 ],[0.81790914 0.64440583],[7.55991007 6.92955247],[ 0.76040581 -0.6894201 ],[7.30744244 6.35576884],[0.81314758 0.4449461 ],[7.29638296 3.62246786],[-0.92312505 -0.36028891],[4.96418579 6.3099915 ],[-0.49925647 -0.85978865],[5.99805627 3.56019721],[-0.94239269  0.46697979]
[8.03448782 6.18319258],[ 0.52214922 -0.82735661],[5.38992964 3.57044541],[-0.84103086  0.55441654],[4.30591681 6.47142058],[-0.43387515 -0.8459649 ],[7.84902398 5.95707668],[-0.30630551  1.0012107 ],[5.29640463 6.88941634],[0.83673713 0.60413594],[7.63413792 6.85898634],[ 0.72489565 -0.72074501],[7.38812338 6.3995263 ],[0.80155703 0.43129425],[7.20291212 3.58886875],[-0.9437599  -0.30952047],[4.91659481 6.22361027],[-0.45289998 -0.86816741],[5.90508575 3.60937342],[-0.91695844  0.51596319]
[8.08481936 6.09961327],[ 0.48380886 -0.84451747],[5.30716219 3.62829052],[-0.81281735  0.60319912],[4.26492864 6.38531106],[-0.38409038 -0.87419689],[7.81685066 6.05634903],[-0.33628597  0.98481734],[5.38138678 6.94822102],[0.86279697 0.5721089 ],[7.70496108 6.78556065],[ 0.68952571 -0.74938631],[7.46793886 6.44221768],[0.79520574 0.4230532 ],[7.10745817 3.56034658],[-0.96548811 -0.26160165],[4.87284439 6.13561571],[-0.42281966 -0.89208645],[5.81455895 3.66315002],[-0.89377498  0.55866452]
[8.13130877 6.01442133],[ 0.44314791 -0.86176044],[5.227534   3.69109674],[-0.77941236  0.65245973],[4.22946139 6.29694736],[-0.32792814 -0.89555827],[7.78160768 6.15384059],[-0.3666007   0.96670147],[5.46888575 7.00380489],[0.88557892 0.53825726],[7.77177646 6.70893227],[ 0.64885039 -0.78066045],[7.54684447 6.48382503],[0.78045007 0.40655496],[7.00997122 3.53662625],[-0.983041   -0.21213181],[4.83240139 6.04561347],[-0.38418913 -0.90595765],[5.72644412 3.72108192],[-0.86867971  0.59910195]
[8.17336392 5.92727573],[ 0.40075866 -0.87793248],[5.15115077 3.75849351],[-0.74725992  0.69565667],[4.19899506 6.20590576],[-0.28024045 -0.92365297],[7.7434757  6.24957899],[-0.39758934  0.94630279],[5.55812526 7.05552122],[0.8994539  0.49648977],[7.83486314 6.62964856],[ 0.61101386 -0.8064548 ],[7.6243314 6.5238218],[0.76731441 0.39136177],[6.91101977 3.51801169],[-0.99310103 -0.15759499],[4.79589388 5.95434046],[-0.34482394 -0.91820847],[5.64082193 3.78283595],[-0.84406101  0.63500269]
[8.21156373 5.83900229],[ 0.35869582 -0.89172067],[5.07842765 3.83041582],[-0.70792694  0.74126575],[4.17376345 6.11262021],[-0.22580027 -0.94304258],[7.70199002 6.34297689],[-0.43023531  0.92329548],[5.64876638 7.10311567],[0.91236929 0.45454832],[7.8942127  6.54796417],[ 0.57707271 -0.82575135],[7.70024207 6.56201456],[0.75252314 0.37405689],[6.81107132 3.50475882],[-1.00339592 -0.10561078],[4.76296506 5.86155159],[-0.31162856 -0.93507612],[5.55798143 3.84830568],[-0.81147618  0.67509363]
[8.24504045 5.74898171],[ 0.3097189  -0.90931446],[5.00955275 3.90657611],[-0.66959341  0.78113258],[4.1537082  6.01725832],[-0.17167996 -0.96016654],[7.65755223 6.43431229],[-0.45692007  0.90464999],[5.74072584 7.14658395],[0.92412672 0.4122923 ],[7.94979585 6.46410545],[ 0.53770224 -0.84792839],[7.7747762 6.5985638],[0.73756327 0.35629113],[6.7101467  3.49660552],[-1.0124744  -0.05547104],[4.73376876 5.76756365],[-0.2752128  -0.94727944],[5.47809705 3.91730516],[-0.78494876  0.70554722]
[8.27345301 5.65720394],[ 0.25819163 -0.92600475],[4.94451136 3.98649111],[-0.63046919  0.81719663],[4.13919171 5.92042714],[-0.11656662 -0.97385324],[7.61016896 6.52341984],[-0.48714789  0.88089579],[5.83376083 7.18575486],[0.93812786 0.37298595],[8.00149172 6.37820328],[ 0.49431021 -0.87157028],[7.84788419 6.63338638],[0.72421934 0.33979804],[6.6085637  3.49355737],[-1.01768933 -0.00468014],[4.70846587 5.67268062],[-0.23178193 -0.95116491],[5.4013294 3.9896395],[-0.75134681  0.73964299]
[8.29710976 5.56430647],[ 0.21587582 -0.93066538],[4.88336702 4.06977813],[-0.59035306  0.8498756 ],[4.1301897  5.82237102],[-0.06287704 -0.98606618],[7.56011617 6.61041807],[-0.51463013  0.85805025],[5.92787427 7.22073018],[0.94482002 0.32729283],[8.04877991 6.29001752],[ 0.45231584 -0.89087835],[7.91979334 6.66668762],[0.71422692 0.3264957 ],[6.50695447 3.49593535],[-1.01538955  0.05095564],[4.68738485 5.57732696],[-0.19304458 -0.95883944],[5.32754068 4.06483768],[-0.72124783  0.76697625]
[8.31595827 5.47050074],[ 0.16462859 -0.94142043],[4.82639513 4.15627915],[-0.54787157  0.88067607],[4.12657169 5.72327725],[-0.01027237 -0.99590112],[7.50698013 6.69472311],[-0.54516553  0.83072511],[6.02296311 7.25148709],[0.95643208 0.28755875],[8.09175171 6.19992036],[ 0.40684179 -0.91091468],[7.99060919 6.69856081],[0.70218583 0.31106553],[6.40558505 3.5037517 ],[-1.01315626  0.10366   ],[4.67017826 5.48128916],[-0.15064513 -0.96123974],[5.25745139 4.14329995],[-0.68189222  0.80038322]
[8.33001586 5.37609179],[ 0.11625173 -0.94663655],[4.77375116 4.24573255],[-0.50441322  0.90837782],[4.12824736 5.6234241 ],[ 0.04213282 -1.0021137 ],[7.45080722 6.77623047],[-0.57863161  0.79886967],[6.11927022 7.27841075],[0.96711155 0.24867542],[8.13016148 6.10794693],[ 0.35992222 -0.92944305],[8.0605777  6.72925266],[0.69413805 0.29974549],[6.30451191 3.516749  ],[-1.01382279  0.14999548],[4.65694589 5.38481473],[-0.11426842 -0.96812378],[5.19132202 4.22496679],[-0.64286483  0.83026031]
[8.33934031 5.28139299],[ 0.07049363 -0.94674782],[4.72566559 4.33797037],[-0.45721555  0.93577704],[4.13494283 5.52294385],[ 0.09142986 -1.0070284 ],[7.39142439 6.85461133],[-0.6107307   0.76673907],[6.21618837 7.30104479],[0.9742313  0.20734312],[8.16393828 6.01432945],[ 0.31555886 -0.94253592],[8.12942773 6.75849685],[0.68202522 0.2842675 ],[6.20365176 3.53443545],[-1.00541444  0.20114263],[4.64744501 5.28784875],[-0.07602615 -0.97112099],[5.12854306 4.3089257 ],[-0.61028041  0.85091655]
[8.34393609 5.18664981],[ 0.0226782  -0.94650117],[4.6821131  4.43256836],[-0.41526226  0.95428775],[4.14690978 5.42251752],[ 0.14767136 -1.00119139],[7.32907551 6.92992911],[-0.63632951  0.73918003],[6.31400257 7.31983618],[0.97826671 0.16491889],[8.19304443 5.91930281],[ 0.26483241 -0.95915714],[8.19667353 6.78578077],[0.66302268 0.26142503],[6.10357241 3.55699993],[-0.99592226  0.24967974],[4.64207079 5.19096338],[-0.03038359 -0.96538726],[5.06914333 4.39493893],[-0.5772916   0.86938511]
[8.34346804 5.09178948],[-0.03182016 -0.95002224],[4.64306185 4.52915895],[-0.36922697  0.97352753],[4.1642874  5.32263172],[ 0.20002546 -0.99568222],[7.26397711 7.00219648],[-0.66382223  0.70762985],[6.41200445 7.33422269],[0.97971955 0.12098192],[8.21727173 5.8229677 ],[ 0.21800532 -0.96891443],[8.26219125 6.81092066],[0.64800747 0.24198208],[6.00474639 3.58454595],[-0.98176456  0.29954944],[4.64116447 5.0945906 ],[ 0.01177075 -0.96226248],[5.01309119 4.48273064],[-0.54183372  0.88794647]
[8.337731   4.99691764],[-0.08229313 -0.94641442],[4.60837367 4.62729026],[-0.32149578  0.99160886],[4.18684465 5.2234375 ],[ 0.25315898 -0.98546597],[7.19612684 7.07119754],[-0.69345433  0.67175527],[6.50983127 7.34394015],[0.9756822  0.07229658],[8.2365832  5.72556198],[ 0.16834272 -0.97859254],[8.32584755 6.83372485],[0.62763343 0.21648791],[5.90693707 3.61648325],[-0.97197893  0.34085388],[4.64420832 4.9983574 ],[ 0.04912021 -0.96199132],[4.96068752 4.57235575],[-0.50554061  0.90489821]
[8.32664828 4.90225255],[-0.13716102 -0.94412837],[4.57814702 4.72676425],[-0.28268457  0.99802694],[4.21465169 5.12537985],[ 0.30218072 -0.97566302],[7.12530345 7.13648631],[-0.72043805  0.636203  ],[6.60746641 7.34904437],[0.97478917 0.02784361],[8.25103629 5.62743354],[ 0.1185515  -0.98577735],[8.3880487  6.85453745],[0.61517088 0.19847942],[5.81046926 3.65270372],[-0.95266347  0.38776497],[4.65135806 4.90261353],[ 0.09414419 -0.95235821],[4.9119001  4.66355011],[-0.46912707  0.91970999]
[8.31035187 4.80823195],[-0.18909567 -0.93624881],[4.55234662 4.82730731],[-0.23566297  1.01009525],[4.24730969 5.028464  ],[ 0.34939066 -0.96347606],[7.05203205 7.19835005],[-0.74493946  0.60073733],[6.70452322 7.34926143],[ 0.96733826 -0.02238683],[8.26068986 5.5288899 ],[ 0.07442228 -0.98489565],[8.44876231 6.87328633],[0.60006848 0.17737708],[5.71601687 3.6935502 ],[-0.9339593   0.43088659],[4.66294364 4.80782874],[ 0.14069174 -0.93997302],[4.86669738 4.75606217],[-0.43402328  0.93114909]
[8.28868674 4.71496417],[-0.24357694 -0.92812612],[4.53125228 4.92892032],[-0.19018711  1.01776573],[4.2848188  4.93310006],[ 0.40073957 -0.94322611],[6.9759834  7.25620953],[-0.77395941  0.55807465],[6.80114684 7.34483431],[ 0.9636837  -0.06731456],[8.26539022 5.43001814],[ 0.02170895 -0.98999942],[8.50795707 6.88989414],[0.58002092 0.15084612],[5.62351356 3.73860706],[-0.91526458  0.47041888],[4.67909846 4.71425587],[ 0.18350313 -0.93010465],[4.82528275 4.84989271],[-0.39254528  0.94673359]
[8.26183725 4.62288942],[-0.29679622 -0.91639208],[4.51455421 5.03103412],[-0.14716331  1.02094299],[4.32719778 4.83967662],[ 0.44570323 -0.92564049],[6.89722686 7.30985397],[-0.79946879  0.51604915],[6.89674084 7.33530805],[ 0.95060349 -0.12076396],[8.26517107 5.33110906],[-0.02600891 -0.98771254],[8.56489372 6.90354943],[0.55750875 0.12088404],[5.53311796 3.78767004],[-0.89179564  0.51117184],[4.69990644 4.62210546],[ 0.22815806 -0.91705407],[4.78781929 4.94496348],[-0.35321049  0.95791187]
[8.22965783 4.53210563],[-0.34724743 -0.89945275],[4.50229089 5.1335107 ],[-0.09696347  1.02918212],[4.37421612 4.7483505 ],[ 0.4912491  -0.90363281],[6.81607889 7.35931217],[-0.82627335  0.46981316],[6.99164456 7.32113487],[ 0.94460769 -0.16509841],[8.259902   5.23227497],[-0.07901876 -0.98818664],[8.61973633 6.91431998],[0.53734914 0.09240134],[5.44496843 3.84053967],[-0.87065072  0.54609835],[4.72481554 4.53100609],[ 0.26871612 -0.90573102],[4.75413905 5.04089969],[-0.31969433  0.96136927]
[8.19213765 4.44283395],[-0.40216473 -0.88470741],[4.49484355 5.23645818],[-0.05377825  1.02774029],[4.42601057 4.65963137],[ 0.54308933 -0.87178873],[6.73239776 7.40412825],[-0.84768241  0.42567393],[7.08557002 7.3022537 ],[ 0.93469186 -0.21131676],[8.2495931  5.13378261],[-0.12545472 -0.97972179],[8.67253447 6.92217376],[0.51420059 0.0600947 ],[5.35913104 3.89692097],[-0.8444974   0.58256716],[4.75392837 4.44130513],[ 0.31154075 -0.8899252 ],[4.7239807  5.13728529],[-0.28122435  0.96831578]
[8.1491449  4.35516976],[-0.45575484 -0.86642254],[4.49165189 5.33913062],[-0.00789721  1.02753601],[4.48249693 4.57377614],[ 0.58418467 -0.8470848 ],[6.64617763 7.44395354],[-0.87301644  0.3739356 ],[7.17822651 7.27857563],[ 0.92150868 -0.25873584],[8.23474854 5.03631684],[-0.17127418 -0.96924838],[8.72318547 6.92691717],[0.49603602 0.03188676],[5.2756105  3.95648314],[-0.82357515  0.61040674],[4.78689121 4.35288049],[ 0.3484001  -0.87736142],[4.69796232 5.23454165],[-0.24026058  0.97535464]
[8.10115766 4.26977515],[-0.50487278 -0.84221346],[4.49287452 5.44151259],[0.03306909 1.02063392],[4.54287545 4.49038108],[ 0.62746436 -0.81612398],[6.55772062 7.47871663],[-0.89412854  0.32272138],[7.26954008 7.25025786],[ 0.90623463 -0.30578666],[8.21521305 4.93987126],[-0.221191   -0.96114758],[8.77111261 6.92788094],[ 0.46558625 -0.00972944],[5.19464302 4.01912663],[-0.79391952  0.64383475],[4.82376673 4.2660746 ],[ 0.38921711 -0.85829173],[4.67588759 5.33224791],[-0.20271674  0.97705989]
[8.04806987 4.1866826 ],[-0.55561074 -0.81826121],[4.49834774 5.54328253],[0.07615147 1.0143858 ],[4.60749711 4.41017551],[ 0.66217814 -0.79010479],[6.46726709 7.50828578],[-0.9129674   0.26999411],[7.35912365 7.21715349],[ 0.88311515 -0.35830074],[8.19066512 4.84432557],[-0.27179924 -0.95152014],[8.81615815 6.92478759],[ 0.43745384 -0.05015316],[5.11641325 4.08473763],[-0.76614013  0.67242442],[4.86447078 4.18104719],[ 0.42547687 -0.84116053],[4.65744526 5.42993826],[-0.16363938  0.97894911]
[7.99053289 4.10664958],[-0.5960563  -0.78333041],[4.50816286 5.64438128],[0.11961298 1.00683253],[4.67551728 4.33269419],[ 0.70119696 -0.75596064],[6.37502978 7.53248547],[-0.92998632  0.21518993],[7.44588263 7.17836182],[ 0.85403069 -0.41521235],[8.16119933 4.74998974],[-0.31750297 -0.93506029],[8.85829639 6.91750886],[ 0.40600974 -0.09489187],[5.04143572 4.153541  ],[-0.73499265  0.70160229],[4.90875444 4.09782393],[ 0.46042134 -0.82254285],[4.64298715 5.52779929],[-0.12213716  0.98128795]
