[2.94002331 7.6923319 ],[4.93192677 3.27044229],[1.16798274 3.97133211],[-0.86544444  4.28211677],[3.47985806 1.26343896],[-2.23698602 -2.15863909],[3.49028887 2.96199059],[-4.39798163 -0.83091064],[0.01189448 7.16107208],[0.65735955 1.22630616],[5.34910659 3.37197869],[-4.87762258  2.3312928 ],[5.69945591 2.38497037],[ 3.86993927 -1.12976732],[5.90603858 0.3144061 ],[-2.49188809  2.89878513],[7.24285143 0.6068491 ],[-4.76242198 -0.80532393],[8.25603349 4.63850754],[-1.17442787  4.05624246]
[4.44274173 4.84802285],[-0.5737094  -0.77894284],[4.78416244 7.39538622],[ 0.45595626 -0.9622393 ],[2.22695708 3.80415153],[1.09982276 0.03150468],[1.86681074 8.1980015 ],[0.97213891 0.38206104],[5.03429848 7.12319611],[ 0.31786081 -1.00143844],[1.50547898 7.41525584],[0.68006609 0.76046585],[5.20198043 5.78658551],[ 0.46718025 -0.68629403],[4.24162743 5.79554365],[-0.02643788  1.07772717],[0.67965394 5.47793025],[-0.04709961  1.00648421],[5.20388808 5.49522265],[-0.40057985 -0.91072608]
[4.38359133 4.7710502 ],[-0.60634139 -0.75762525],[4.82816394 7.29855292],[ 0.42573083 -0.97260346],[2.33713505 3.8099559 ],[1.10275733 0.08389707],[1.96561199 8.23346374],[1.00157881 0.32535636],[5.06375952 7.02212508],[ 0.27192382 -1.01892104],[1.57556703 7.48923239],[0.72528154 0.72260235],[5.24725329 5.71728121],[ 0.43819672 -0.6996316 ],[4.23812179 5.90285169],[-0.04284816  1.06903233],[0.67818095 5.57893015],[0.02005418 1.01515289],[5.16176937 5.40498126],[-0.44056788 -0.89289803]
[4.32194456 4.69695479],[-0.62963648 -0.72744783],[4.86877447 7.20039415],[ 0.38430609 -0.99233546],[2.44768386 3.82118028],[1.10884592 0.14161394],[2.06718802 8.26322094],[1.03129184 0.27180058],[5.08920965 6.91999794],[ 0.2345384  -1.02603052],[1.65037885 7.55959126],[0.7703564  0.68399184],[5.29003973 5.64711947],[ 0.41536399 -0.70559321],[4.23334714 6.00954335],[-0.05357431  1.06349317],[0.68405211 5.68113183],[0.0957529  1.02633899],[5.11558422 5.31647211],[-0.48389617 -0.87803323]
[4.25770531 4.62559295],[-0.6521166  -0.69688765],[4.90517958 7.10034457],[ 0.34568223 -1.00643277],[2.55829681 3.83773573],[1.10305817 0.18916093],[2.1713049  8.28737794],[1.05076899 0.21164304],[5.11082169 6.81713432],[ 0.1990155  -1.02983391],[1.72975085 7.62613273],[0.81522872 0.64509223],[5.3300006  5.57588875],[ 0.38678743 -0.71584621],[4.22717686 6.11526358],[-0.06964392  1.05088963],[0.6972231  5.78390683],[0.1669206  1.02769229],[5.06510913 5.22951705],[-0.52789515 -0.86332622]
[4.19100183 4.55704612],[-0.68270037 -0.67493048],[4.93798829 6.99923251],[ 0.30941752 -1.01660377],[2.66856921 3.85932821],[1.09974027 0.24014419],[2.27716156 8.30546915],[1.06374294 0.14814781],[5.1290553  6.71409186],[ 0.1646876 -1.0318937],[1.81317699 7.68836178],[0.8549847  0.60132535],[5.36723838 5.503837  ],[ 0.35734854 -0.72558662],[4.2192595 6.2195368],[-0.08836304  1.03492621],[0.7172904  5.88638639],[0.23482981 1.02177638],[5.01052382 5.14434013],[-0.5621806  -0.83873644]
[4.1216666  4.49109409],[-0.69855234 -0.63880502],[4.96700347 6.89702232],[ 0.27043473 -1.02767222],[2.77835243 3.88590714],[1.09417776 0.28969754],[2.38424581 8.31729075],[1.07828489 0.0893667 ],[5.14335524 6.61041626],[ 0.12339324 -1.03920517],[1.90063892 7.7463123 ],[0.89357803 0.55724736],[5.40117994 5.43054505],[ 0.32131837 -0.74008454],[4.2098441 6.3225419],[-0.1000743   1.02481144],[0.74413385 5.98808549],[0.30214019 1.01179905],[4.95244563 5.06153278],[-0.59890795 -0.81705152]
[4.05078267 4.42876574],[-0.71685774 -0.60563027],[4.9922683  6.79394223],[ 0.23655919 -1.032078  ],[2.88751041 3.9174086 ],[1.08601553 0.33729428],[2.49273263 8.32341026],[1.09048755 0.03291333],[5.15370873 6.50628653],[ 0.0872582  -1.03981278],[1.99198361 7.79994454],[0.93176495 0.51424757],[5.4317652 5.356149 ],[ 0.29141666 -0.74657744],[4.19919634 6.42439929],[-0.11181885  1.0132179 ],[0.77787284 6.08877803],[0.36988887 0.99890344],[4.89110869 4.9812825 ],[-0.6217189  -0.78207168]
[3.97817355 4.36983678],[-0.7371435  -0.57492267],[5.01405229 6.69037455],[ 0.19899437 -1.03915795],[2.99542604 3.95322075],[1.07247955 0.37893581],[2.60184313 8.32349211],[ 1.09213855 -0.03016098],[5.16051556 6.40218535],[ 0.04876101 -1.04203405],[2.08682599 7.84904837],[0.96302429 0.46620261],[5.45883298 5.28067199],[ 0.25323038 -0.75930303],[4.1873875  6.52504365],[-0.12426192  0.9995966 ],[0.81815506 6.18782008],[0.43342095 0.97936799],[4.82724409 4.90423364],[-0.65201759 -0.75553676]
[3.90356812 4.31397959],[-0.75644535 -0.54387278],[5.03214211 6.58623598],[ 0.16150666 -1.04477482],[3.10187425 3.99303946],[1.05671583 0.41742237],[2.71156735 8.3179462 ],[ 1.10067172 -0.08144103],[5.16349109 6.29795152],[ 0.01110249 -1.04210444],[2.1842085  7.89283929],[0.98591372 0.4111091 ],[5.48238849 5.20433133],[ 0.216524   -0.76852119],[4.17444685 6.62438428],[-0.13344159  0.98806726],[0.86478105 6.28480697],[0.49826985 0.95927048],[4.76054535 4.8299963 ],[-0.68037271 -0.72782868]
[3.82709588 4.26125384],[-0.77278694 -0.51056903],[5.04657339 6.48169297],[ 0.12853755 -1.0446235 ],[3.20633317 4.03620584],[1.0381956  0.45135282],[2.82172092 8.30712077],[ 1.10233274 -0.13424444],[5.16295348 6.19400545],[-0.02059661 -1.0355948 ],[2.28390737 7.93122157],[1.00785211 0.35669414],[5.50184403 5.12677011],[ 0.17702274 -0.77789171],[4.16082745 6.72272217],[-0.14013567  0.97726539],[0.91819028 6.37997295],[0.56664263 0.94056897],[4.69124422 4.75871987],[-0.70812279 -0.70037182]
[3.74907782 4.21191504],[-0.78632351 -0.47509752],[5.05772311 6.37720489],[ 0.09463742 -1.04491839],[3.30949488 4.08329222],[1.02120865 0.48634023],[2.93205744 8.29131111],[ 1.09992461 -0.18564563],[5.15941042 6.09085987],[-0.0531543  -1.03020709],[2.38560521 7.96405761],[1.02704502 0.30131595],[5.51781102 5.04883554],[ 0.14299041 -0.77986444],[4.14629304 6.81967417],[-0.15096507  0.96129062],[0.97786278 6.47263199],[0.62569296 0.91152753],[4.61925896 4.69023518],[-0.73262466 -0.67058095]
[3.6697377  4.16612838],[-0.80085872 -0.44120324],[5.06552058 6.2727641 ],[ 0.06294843 -1.04228502],[3.41048243 4.13331366],[1.00043043 0.51565445],[3.04148953 8.2698841 ],[ 1.08910629 -0.24191359],[5.15254111 5.9882104 ],[-0.08585253 -1.02436689],[2.48911465 7.99134425],[1.04731481 0.24922161],[5.53004433 4.97047571],[ 0.09988818 -0.78868968],[4.13078208 6.91509899],[-0.16045554  0.94583506],[1.04347484 6.56240473],[0.68467748 0.88213252],[4.54466013 4.62451484],[-0.75834611 -0.6430633 ]
[3.58915259 4.12390882],[-0.81396184 -0.40650391],[5.07037889 6.1688124 ],[ 0.03106229 -1.0398745 ],[3.50974492 4.18655779],[0.98401301 0.54819896],[3.15002518 8.24321383],[ 1.0814525 -0.2908129],[5.1422865  5.88606948],[-0.11601929 -1.01524217],[2.59457058 8.01351743],[1.06151276 0.19441372],[5.53815163 4.89155113],[ 0.05995785 -0.7917005 ],[4.11423998 7.00886502],[-0.16760141  0.93207351],[1.1146081  6.64887248],[0.73631571 0.84576813],[4.4681191  4.56212575],[-0.77508801 -0.60753796]
[3.50740791 4.08527244],[-0.82031287 -0.36574233],[5.07206307 6.06514577],[ 1.03089612e-03 -1.03498947e+00],[3.60752225 4.24317431],[0.96718251 0.57950771],[3.25742805 8.21149943],[ 1.068119   -0.34122018],[5.12894749 5.78477929],[-0.1487446  -1.00845234],[2.70125439 8.03015429],[1.07117282 0.13781036],[5.54211701 4.81230891],[ 0.01977874 -0.79234115],[4.09702949 7.10123671],[-0.17525054  0.91665776],[1.19053566 6.73138093],[0.78145145 0.80389408],[4.39004627 4.50338802],[-0.78642713 -0.56742668]
[3.42514012 4.05081254],[-0.82425283 -0.32270991],[5.07075196 5.96199528],[-0.02750537 -1.0282934 ],[3.70326639 4.3024942 ],[0.94661562 0.6055348 ],[3.36368752 8.17516408],[ 1.0532947  -0.38862344],[5.11277381 5.68460518],[-0.17620158 -0.99651473],[2.80887218 8.04123111],[1.08409622 0.08741633],[5.54215934 4.73321336],[-0.01960496 -0.78986971],[4.07919229 7.19215777],[-0.18221394  0.90084486],[1.27113698 6.80992375],[0.82837128 0.76508553],[4.31034509 4.44812478],[-0.80435019 -0.53479442]
[3.34242491 4.02059816],[-0.83046408 -0.2820869 ],[5.06639887 5.85934866],[-0.05807368 -1.02310128],[3.79696473 4.36435253],[0.92778762 0.6317738 ],[3.46823492 8.13403663],[ 1.03856892 -0.43227001],[5.09391919 5.58568439],[-0.20258335 -0.98370723],[2.91775376 8.04746985],[1.0916977  0.03628296],[5.53803176 4.65425897],[-0.06404349 -0.78984958],[4.06064915 7.28144065],[-0.19081024  0.8825683 ],[1.35597311 6.88420514],[0.86796299 0.72052952],[4.22922019 4.3964521 ],[-0.82033729 -0.50104095]
[3.25911048 3.99444671],[-0.83565203 -0.24090142],[5.05930656 5.75753967],[-0.08555756 -1.01481094],[3.88850313 4.42847886],[0.90429624 0.65174963],[3.57134635 8.08880055],[ 1.02151827 -0.47390116],[5.07231581 5.48793422],[-0.23044156 -0.97226269],[3.0270385 8.0484158],[ 1.09498923 -0.01577841],[5.52924729 4.57524705],[-0.11177536 -0.78997505],[4.04144403 7.36905302],[-0.19514219  0.86771859],[1.44502373 6.9543836 ],[0.90960652 0.68004784],[4.14647047 4.34807343],[-0.83239207 -0.46444206]
[3.17562535 3.97275047],[-0.83513358 -0.19410935],[5.04941244 5.6565235 ],[-0.11123792 -1.00442725],[3.97795639 4.49478953],[0.8851436 0.6745615],[3.6726078  8.03944078],[ 1.00222669 -0.51410056],[5.04773728 5.39116371],[-0.2619113  -0.96382377],[3.13658173 8.04426885],[ 1.09674796 -0.06558094],[5.51619119 4.49686776],[-0.14970828 -0.77769139],[4.02181126 7.45513664],[-0.19775168  0.85350008],[1.53808792 7.02048504],[0.94928127 0.64010167],[4.06260268 4.30340677],[-0.84556054 -0.42971748]
[3.09205419 3.95559431],[-0.83890388 -0.15178002],[5.03715006 5.55672512],[-0.13676809 -0.99427914],[4.06530327 4.56311932],[0.86073543 0.69064198],[3.77162087 7.98590741],[ 0.98004215 -0.55402456],[5.02025702 5.29551688],[-0.28828366 -0.94978784],[3.24625708 8.0352981 ],[ 1.09708313 -0.11263798],[5.4992525  4.41973078],[-0.19397693 -0.76957867],[4.00175025 7.53957292],[-0.20503208  0.8336378 ],[1.63424652 7.08183905],[0.97318296 0.58661506],[3.9774041  4.26214426],[-0.85835235 -0.39572873]
[3.00853132 3.94307478],[-0.83360368 -0.10061795],[5.02195241 5.45758955],[-0.17156905 -0.99253422],[4.15053152 4.6333027 ],[0.84162223 0.71055676],[3.86856728 7.92870458],[ 0.95712657 -0.59120467],[4.99011686 5.2012545 ],[-0.3150718  -0.93598296],[3.35561509 8.02147064],[ 1.0891731  -0.16425049],[5.47769973 4.34336814],[-0.23536599 -0.7555996 ],[3.98056973 7.62162525],[-0.21765429  0.8083422 ],[1.73313008 7.13828531],[1.00131305 0.53963705],[3.89085134 4.22414075],[-0.87123649 -0.36318809]
[2.92535049 3.93548237],[-0.82920582 -0.05047067],[5.00383964 5.35925211],[-0.19226882 -0.9759076 ],[4.23373615 4.70529763],[0.8224284  0.72901724],[3.96337696 7.86810336],[ 0.93765924 -0.62165169],[4.95735316 5.10844398],[-0.33878122 -0.91887234],[3.46420119 8.00265991],[ 1.0821661  -0.21176527],[5.45181229 4.2683383 ],[-0.28061096 -0.74283272],[3.95817357 7.70119122],[-0.23028413  0.78290265],[1.83472408 7.19006687],[1.02823196 0.49420992],[3.80326512 4.18958461],[-0.88012368 -0.32784251]
[2.84246509 3.93274384],[-0.82956961 -0.00560053],[4.98346056 5.26236444],[-0.2156554  -0.96224835],[4.31489911 4.77894786],[0.80085855 0.74374516],[4.05580224 7.80417192],[ 0.91063913 -0.65673092],[4.922277   5.01739652],[-0.36392868 -0.90330014],[3.57159735 7.97875677],[ 1.06734868 -0.26427232],[5.42116248 4.19449441],[-0.32967873 -0.73087829],[3.9346669  7.77834726],[-0.23953064  0.76045117],[1.93850609 7.23693293],[1.0474036  0.44355551],[3.71520171 4.15893335],[-0.88119743 -0.28532379]
[2.75974388 3.93463746],[-0.82550904  0.04258391],[4.96039509 5.1665101 ],[-0.24800663 -0.95692813],[4.39390346 4.85400173],[0.77657257 0.75442198],[4.14570374 7.73704753],[ 0.88530312 -0.68739645],[4.88436712 4.92761504],[-0.39496055 -0.89289529],[3.67760279 7.94983731],[ 1.05253749 -0.31381872],[5.38550832 4.12190339],[-0.38078185 -0.71786198],[3.91022538 7.85321444],[-0.24882316  0.73728388],[2.04420632 7.27886189],[1.066239   0.39517179],[3.62685378 4.13233429],[-0.88431348 -0.24535701]
[2.67724565 3.94110083],[-0.82500924  0.08572595],[4.93454292 5.07169168],[-0.27248331 -0.94293971],[4.47061556 4.93019517],[0.75650447 0.76804587],[4.23270269 7.6666123 ],[ 0.85670218 -0.71886985],[4.8433294 4.8389061],[-0.42259929 -0.87804511],[3.78207816 7.91607787],[ 1.03562751 -0.3622865 ],[5.34504421 4.05105758],[-0.43074584 -0.70091448],[3.88471924 7.92559982],[-0.25808027  0.71353533],[2.15164216 7.3159482 ],[1.08224758 0.34680583],[3.53796921 4.10946259],[-0.89397124 -0.21297881]
[2.59535017 3.95235094],[-0.81597793  0.13593832],[4.90570096 4.97777523],[-0.30172232 -0.93258713],[4.54514839 5.00751887],[0.73191633 0.77597802],[4.31701455 7.59333021],[ 0.82854783 -0.74735915],[4.79985636 4.75202436],[-0.44585247 -0.85860869],[3.88486513 7.87762546],[ 1.02037083 -0.40578945],[5.29952104 3.98198268],[-0.47941389 -0.67990936],[3.85861064 7.99588265],[-0.26527421  0.69076633],[2.26052502 7.34818183],[1.09676759 0.29981985],[3.44877923 4.09042804],[-0.89082696 -0.16873258]
[2.5144469 3.968638 ],[-0.80448209  0.18714277],[4.87467645 4.88564719],[-0.31863073 -0.91000432],[4.61702862 5.08539028],[0.70693731 0.78250583],[4.39840212 7.5172094 ],[ 0.801262   -0.77260882],[4.75420565 4.66723498],[-0.46756543 -0.83759918],[3.98565862 7.83452265],[ 0.99809523 -0.4531679 ],[5.24907769 3.91507903],[-0.53087246 -0.65926075],[3.831488   8.06355254],[-0.27397097  0.66571455],[2.37070842 7.37572979],[1.10578248 0.25049877],[3.35948565 4.07537308],[-0.89414132 -0.1317879 ]
[2.43486543 3.9901366 ],[-0.78742553  0.24226896],[4.84158502 4.79538726],[-0.34291727 -0.89485358],[4.68662825 5.16408375],[0.68400263 0.79013236],[4.4770652  7.43868401],[ 0.77192371 -0.7976101 ],[4.70619604 4.58437523],[-0.48916322 -0.81614544],[4.08437839 7.78700106],[ 0.976295   -0.49671795],[5.19381265 3.85067509],[-0.57478887 -0.62894492],[3.80362459 8.1287952 ],[-0.28220555  0.6400616 ],[2.48162369 7.39830151],[1.11315373 0.20200318],[3.27024968 4.06434827],[-0.88937935 -0.08760552]
[2.3567934  4.01686095],[-0.77628624  0.28944687],[4.80609691 4.70670049],[-0.36758036 -0.87952961],[4.75398335 5.24354563],[0.66219086 0.7980208 ],[4.55272656 7.35770017],[ 0.74396857 -0.81905802],[4.65617085 4.50380735],[-0.51334739 -0.79715558],[4.18088134 7.73525683],[ 0.95340192 -0.53798559],[5.13410834 3.78934444],[-0.62025033 -0.59842918],[3.77454256 8.19103303],[-0.29726246  0.60674652],[2.59345185 7.41636318],[1.12037607 0.15684491],[3.18148985 4.05772076],[-0.88575317 -0.04498656]
[2.28005    4.04837733],[-0.75884025  0.34011394],[4.76819339 4.61963125],[-0.39027049 -0.8615859 ],[4.81907265 5.32367314],[0.63965712 0.80442817],[4.62550932 7.2745917 ],[ 0.7128014  -0.84167021],[4.60371159 4.42515243],[-0.53429685 -0.77438627],[4.27460048 7.67904239],[ 0.92271137 -0.5841393 ],[5.0697399  3.73102096],[-0.66784427 -0.56865183],[3.74425031 8.25018945],[-0.30526367  0.57948644],[2.70562514 7.42966921],[1.12368519 0.11045427],[3.09259191 4.05478433],[-0.89024621 -0.01216074]
[2.20519668 4.08496658],[-0.7378577   0.39148881],[4.72813343 4.53448976],[-0.41312926 -0.84338535],[4.88173476 5.40423473],[0.61358136 0.80671299],[4.69525757 7.18940411],[ 0.6828281  -0.86110827],[4.54912797 4.34876234],[-0.55737022 -0.75336275],[4.36530442 7.61841199],[ 0.89244903 -0.62685517],[5.00062216 3.6757322 ],[-0.7147638  -0.53735412],[3.71305071 8.3064461 ],[-0.31714628  0.54704085],[2.81811857 7.43848933],[1.12529647 0.06552568],[3.00411482 4.0559316 ],[-0.88045947  0.03383037]
[2.13283584 4.1269382 ],[-0.70866246  0.44811807],[4.68577824 4.45119251],[-0.43476628 -0.8232785 ],[4.94208523 5.48529664],[0.59268735 0.8136277 ],[4.76209958 7.10245486],[ 0.6519112  -0.87968237],[4.49237787 4.27463897],[-0.57894869 -0.73037087],[4.45311911 7.5538106 ],[ 0.86577312 -0.66264113],[4.92709662 3.62387808],[-0.75727779 -0.50133088],[3.68072252 8.35945095],[-0.33072291  0.51154686],[2.93039141 7.44255801],[1.1223372  0.01834905],[2.91663314 4.06166856],[-0.87039989  0.07955754]
[2.06324304 4.1742584 ],[-0.68365728  0.49714259],[4.64100305 4.36968907],[-0.46057975 -0.8064783 ],[5.00012547 5.56680524],[0.57053014 0.81882053],[4.82551534 7.01341428],[ 0.61865745 -0.89854258],[4.43310721 4.20248364],[-0.60326025 -0.70947308],[4.53835198 7.48589347],[ 0.83874883 -0.69525354],[4.84976355 3.57607188],[-0.79183064 -0.45730437],[3.64731596 8.40911123],[-0.33992066  0.47888152],[3.04262428 7.44230826],[ 1.12306015 -0.02187262],[2.82998712 4.07175604],[-0.86378775  0.12069859]
[1.99651228 4.22664589],[-0.65111121  0.54975149],[4.59370163 4.28997308],[-0.48532461 -0.78760958],[5.05581884 5.64868175],[0.54535245 0.82064152],[4.88558058 6.92255826],[ 0.58304279 -0.91785686],[4.37178974 4.13282818],[-0.62170164 -0.68221242],[4.62055743 7.41455436],[ 0.80297881 -0.73342113],[4.76896393 3.53264743],[-0.82536131 -0.4125637 ],[3.61268779 8.45511803],[-0.35145133  0.44215272],[3.15455861 7.43784192],[ 1.11514225 -0.06767004],[2.74388601 4.08575377],[-0.85870721  0.1583834 ]
[1.93352525 4.28457412],[-0.61026707  0.60640852],[4.54380088 4.21206882],[-0.51433848 -0.77195179],[5.1086604  5.73040716],[0.51440112 0.81679976],[4.94230797 6.83008949],[ 0.55240288 -0.9303977 ],[4.30882844 4.06612301],[-0.63890928 -0.65322525],[4.69946447 7.33982838],[ 0.77462214 -0.76112075],[4.68481981 3.49367017],[-0.86086551 -0.37065762],[3.57694176 8.49738836],[-0.36817931  0.39822538],[3.26565855 7.42885083],[ 1.10786931 -0.1106515 ],[2.65839976 4.103517  ],[-0.8486163   0.19892177]
[1.87448102 4.34779095],[-0.568727    0.65896075],[4.49142468 4.13621057],[-0.53194293 -0.74389605],[5.15900138 5.81233866],[0.48804811 0.81747998],[4.9960733  6.73653815],[ 0.52359556 -0.93975951],[4.24404874 4.00224918],[-0.65726639 -0.62477179],[4.77540375 7.26235225],[ 0.74281256 -0.78927096],[4.59721317 3.45888096],[-0.89072178 -0.32493392],[3.53914344 8.53477678],[-0.38687287  0.35007127],[3.37604916 7.41572716],[ 1.09966876 -0.15166766],[2.57401685 4.12533417],[-0.83590819  0.24027165]
[1.81981733 4.41622781],[-0.52392637  0.70946862],[4.43709296 4.06299633],[-0.5581096 -0.7236622],[5.20663734 5.89427967],[0.46424707 0.82087159],[5.04673054 6.64189182],[ 0.48919376 -0.95322781],[4.17763791 3.94145935],[-0.66958103 -0.58956869],[4.84781766 7.18186228],[ 0.70711111 -0.81840913],[4.5069923  3.42895659],[-0.91678808 -0.27702727],[3.49951465 8.56725645],[-0.40747536  0.2972855 ],[3.48554859 7.39857105],[ 1.0879906  -0.19335072],[2.49152964 4.15184922],[-0.81599461  0.28765375]
[1.76933754 4.48914537],[-0.48459497  0.74904455],[4.38020716 3.99192496],[-0.57997786 -0.69802851],[5.2515575 5.9762338],[0.43787768 0.8219295 ],[5.0944352  6.54645431],[ 0.46175328 -0.95854249],[4.10941806 3.88365022],[-0.69252683 -0.56425858],[4.91690876 7.09884447],[ 0.67458874 -0.84163794],[4.4142288  3.40376989],[-0.93688692 -0.22550255],[3.45790072 8.59437497],[-0.42636158  0.2429797 ],[3.59364994 7.37711967],[ 1.07307716 -0.23626872],[2.41062058 4.1825966 ],[-0.79895118  0.33017219]
[1.72333401 4.56628494],[-0.4350953   0.79313125],[4.32117083 3.92350036],[-0.6045689  -0.67414685],[5.29403409 6.05848616],[0.41025735 0.82175094],[5.13887802 6.45004044],[ 0.4267227 -0.9698312],[4.03912662 3.82862866],[-0.70946005 -0.53226823],[4.98237301 7.01326602],[ 0.63651334 -0.86768215],[4.31938812 3.3835515 ],[-0.95756139 -0.17705094],[3.41410967 8.6155861 ],[-0.44555088  0.18450937],[3.70024859 7.35147332],[ 1.05869314 -0.2764872 ],[2.33191452 4.21800611],[-0.77612335  0.37672933]
[1.68204033 4.64730227],[-0.39078511  0.82636281],[4.2598755  3.85771808],[-0.62313025 -0.64317364],[5.33371626 6.14070438],[0.38049892 0.81981971],[5.17975586 6.35253161],[ 0.38808226 -0.9828046 ],[3.96732487 3.77703235],[-0.72668377 -0.49968477],[5.04438948 6.9255706 ],[ 0.60374998 -0.88594531],[4.22272805 3.36828085],[-0.97289656 -0.12619464],[3.36821935 8.63055254],[-0.4713595  0.1149266],[3.80506597 7.32155532],[ 1.04262555 -0.31640762],[2.25527933 4.2577479 ],[-0.75389814  0.42035625]
[1.64539888 4.73159756],[-0.34052933  0.86014879],[4.19630652 3.7946683 ],[-0.64798093 -0.61742551],[5.3702002  6.22254863],[0.35063401 0.8185987 ],[5.21665575 6.25372766],[ 0.34923252 -0.99355841],[3.89376655 3.72869957],[-0.74558278 -0.46800998],[5.10286478 6.83590329],[ 0.56657856 -0.9062074 ],[4.124916   3.35834601],[-0.98424746 -0.07391848],[3.31988728 8.63843724],[-0.49317533  0.04399846],[3.90829185 7.28780126],[ 1.0237809  -0.35640905],[2.18100987 4.30187214],[-0.72999376  0.46317608]
[1.61377927 4.81898943],[-0.2915001   0.88727404],[4.13066279 3.73465838],[-0.66500338 -0.58273596],[5.40402099 6.30460601],[0.32167275 0.81851737],[5.24969306 6.15397496],[ 0.31001476 -1.00263273],[3.81825626 3.6835024 ],[-0.76662613 -0.43791824],[5.15785696 6.74455758],[ 0.53463547 -0.91906005],[4.02603799 3.35355015],[-0.99366738 -0.02293475],[3.26943965 8.63900379],[-0.51435274 -0.03222801],[4.00986528 7.25040998],[ 1.00827882 -0.39027076],[2.10944159 4.35045713],[-0.70094094  0.50847479]
[1.58738249 4.90915056],[-0.23685251  0.91467976],[4.06326175 3.67812316],[-0.68338535 -0.54819369],[5.43466458 6.38641126],[0.29012486 0.81663278],[5.27875536 6.05336842],[ 0.26991462 -1.01047058],[3.7407293 3.6414187],[-0.7851591  -0.40496395],[5.2091777  6.65155398],[ 0.48914009 -0.94317113],[3.92648324 3.3539572 ],[-0.99803886  0.02981984],[3.21700888 8.63176   ],[-0.53376674 -0.113243  ],[4.10954778 7.2094332 ],[ 0.98281285 -0.43155165],[2.04076992 4.4034178 ],[-0.67187359  0.55082127]
[1.56625769 5.00160228],[-0.18665063  0.93269733],[3.99397558 3.62505737],[-0.70246466 -0.51309309],[5.46181602 6.46774001],[0.25175059 0.80901779],[5.30373078 5.95201278],[ 0.23017959 -1.01576043],[3.66181999 3.60313567],[-0.79529736 -0.36286741],[5.25635073 6.55668066],[ 0.45117825 -0.95709638],[3.8266779  3.35965917],[-0.99721779  0.08456202],[3.16234079 8.61576156],[-0.55880842 -0.20714283],[4.20671596 7.16444455],[ 0.96177635 -0.46658071],[1.97510222 4.46054837],[-0.63940932  0.59329632]
[1.55030679 5.09579339],[-0.13026787  0.95250875],[3.92253232 3.57531121],[-0.72563178 -0.48095293],[5.4851674  6.54841844],[0.21715264 0.80654275],[5.32518433 5.85063834],[ 0.19568392 -1.01475301],[3.58202251 3.56924687],[-0.80570736 -0.31987855],[5.29955413 6.46035786],[ 0.41141341 -0.97053322],[3.72691759 3.37063747],[-0.99525876  0.1370874 ],[3.10546511 8.59028969],[-0.57825352 -0.30300131],[4.3016985  7.11600024],[ 0.93816106 -0.50160452],[1.91235117 4.52142438],[-0.61168286  0.62755106]
[1.54010105 5.19182516],[-0.0731985   0.96809142],[3.84904732 3.52910877],[-0.74344924 -0.44234618],[5.50543621 6.62925123],[0.18763048 0.80953975],[5.34274428 5.74900602],[ 0.15418865 -1.01892032],[3.50071913 3.53921383],[-0.81818375 -0.27856743],[5.33844704 6.36248496],[ 0.36733891 -0.9856054 ],[3.62761648 3.38696812],[-0.98946913  0.1901974 ],[3.0468291  8.55505133],[-0.59414958 -0.4024837 ],[4.39442701 7.0642913 ],[ 0.91560594 -0.53296588],[1.85255036 4.58572505],[-0.58279514  0.65940488]
[1.53596998 5.28954013],[-0.00843339  0.98632095],[3.77376256 3.48680914],[-0.76520356 -0.40648311],[5.52266856 6.71031154],[0.15491994 0.80956683],[5.35636037 5.64726108],[ 0.11841482 -1.01554634],[3.41843296 3.51361412],[-0.8277973  -0.23362399],[5.37356616 6.26383392],[ 0.33344656 -0.98885198],[3.52923524 3.40879661],[-0.97870644  0.24522077],[2.9870628  8.51000543],[-0.59986971 -0.4979367 ],[4.48486824 7.00954473],[ 0.89134999 -0.56341602],[1.79622487 4.6536156 ],[-0.54465049  0.69682586]
[1.53788925 5.38840796],[0.04598731 0.98975839],[3.69633901 3.4481708 ],[-0.78191025 -0.36479748],[5.53621856 6.79100031],[0.1143329  0.80259554],[5.36595084 5.54549093],[ 0.07369469 -1.0191686 ],[3.33475934 3.49209086],[-0.8443568  -0.19563345],[5.40499897 6.16463175],[ 0.29442939 -0.99568512],[3.43191071 3.43593472],[-0.96517735  0.29953683],[2.92709794 8.45554729],[-0.60219032 -0.59449362],[4.57263116 6.95161753],[ 0.86422551 -0.59445137],[1.74360882 4.7249538 ],[-0.50621016  0.73076319]
[1.54522673 5.48744952],[0.10012818 0.99000887],[3.61734287 3.41385449],[-0.7982593  -0.32166748],[5.54538851 6.87074305],[0.06950432 0.7929092 ],[5.37128862 5.44370436],[ 0.03595998 -1.01356556],[3.24997226 3.47489961],[-0.84976414 -0.14652322],[5.43235993 6.06468107],[ 0.25257644 -1.00321286],[3.33605754 3.46846206],[-0.95423528  0.34788991],[2.8675149  8.39190205],[-0.59333663 -0.68241552],[4.65734436 6.89035868],[ 0.82987825 -0.63056496],[1.69495206 4.79960633],[-0.46748299  0.7610755 ]
